Rank,Athlete,Nation,D,E,ND,Total
1,Simone Biles,United States,6.8,9.25,,16.05
2,Erika Fasana,Italy,6,8.9,,14.9
3,Aly Raisman,United States,6.3,8.85,-0.3,14.85
4,Ellie Black,Canada,5.7,8.65,,14.25
5,Isabela Onyshko,Canada,5.6,8.55,,14.15
6,Martina Rizzelli,Italy,5.7,8.2,,13.9
7,Anne Kuhm,France,5.1,8.2,,13.2
8,Camille Bahl,France,5.1,7.95,,12.75
