pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SI,2023-08-14,94.0,0.66,6.09,"Valdez, Framber",669394,664285,single,called_strike,,,,,6,Jake Burger singles on a sharp ground ball to center fielder Jake Meyers.,R,R,L,3,2,S,8,ground_ball,0,0,2023,1.34,0.96,0.32,2.19,455117,455117,669394,2,4,Bot,115.85,146.1,,,455117,,,-3.8135929003093127,-136.75009899131467,-6.420837031569625,17.650536711015604,32.9101371992721,-18.881348562098825,3.29,1.57,14,108.0,-7,92.7,2155,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.74,0.36,0.324,0.9,1,1,0,2,29,1,Sinker,0.16666666666666666,0.0,2,0,0,2,2,0,Standard,Standard,147,0.0,-0.018
SI,2023-08-14,96.1,0.6,6.16,"Valdez, Framber",605137,664285,field_out,hit_into_play,,,,,9,Josh Bell grounds out to first baseman Jon Singleton.,R,R,L,3,2,X,3,ground_ball,0,1,2023,1.52,0.47,0.71,2.04,455117,455117,669394,1,4,Bot,154.31,168.7,,,455117,,,-3.1209496081119203,-139.68152735466015,-6.24863697248757,20.556355758147685,35.128605962399895,-24.76580228130773,3.71,1.79,5,74.6,-18,94.5,2093,5.7,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.8,0.049,0.044,0.0,1,0,0,2,28,2,Sinker,0.16666666666666666,0.0,2,0,0,2,2,0,Standard,Standard,143,-0.011,-0.142
CH,2023-08-14,88.5,0.63,6.05,"Valdez, Framber",605137,664285,field_out,swinging_strike,,,,,14,Josh Bell grounds out to first baseman Jon Singleton.,R,R,L,3,2,S,3,ground_ball,0,0,2023,1.46,0.13,0.85,1.46,455117,455117,669394,1,4,Bot,154.31,168.7,,,455117,,,-2.4792547949315784,-128.7763691270467,-5.345778438563023,16.703072137375997,28.47666111393177,-29.755022924461056,3.71,1.79,5,74.6,-18,87.7,1552,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.57,0.049,0.044,0.0,1,0,0,2,28,1,Changeup,0.16666666666666666,0.0,2,0,0,2,2,0,Strategic,Standard,121,0.0,-0.027
SI,2023-08-14,94.8,0.49,6.12,"Valdez, Framber",650333,664285,field_out,hit_into_play,,,,,6,"Luis Arraez grounds out, first baseman Jon Singleton to pitcher Framber Valdez.",R,L,L,3,2,X,3,ground_ball,1,1,2023,1.38,0.67,0.62,2.53,455117,455117,669394,0,4,Bot,156.34,166.16,,,455117,,,-2.723998877955594,-137.97137102305402,-5.121088535415052,18.107077667019613,33.82244526688152,-22.69443912768878,3.17,1.5,63,89.3,3,93.8,2168,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.55,0.366,0.371,0.0,1,0,0,2,27,3,Sinker,0.16666666666666666,0.0,2,0,0,2,2,0,Standard,Strategic,146,-0.014,-0.225
SI,2023-08-14,94.0,0.85,6.17,"Valdez, Framber",650333,664285,field_out,ball,,,,,12,"Luis Arraez grounds out, first baseman Jon Singleton to pitcher Framber Valdez.",R,L,L,3,2,B,3,ground_ball,0,1,2023,1.37,0.8,1.32,3.72,455117,455117,669394,0,4,Bot,156.34,166.16,,,455117,,,-1.8067684868492255,-136.78358244760793,-2.369101354334096,17.54620263172778,32.6421723765057,-21.796812168146232,3.17,1.42,63,89.3,3,92.8,2136,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.75,0.366,0.371,0.0,1,0,0,2,27,2,Sinker,0.16666666666666666,0.0,2,0,0,2,2,0,Standard,Strategic,148,0.0,0.027
SI,2023-08-14,93.5,0.83,6.2,"Valdez, Framber",650333,664285,field_out,foul,,,,,2,"Luis Arraez grounds out, first baseman Jon Singleton to pitcher Framber Valdez.",R,L,L,3,2,S,3,ground_ball,0,0,2023,1.27,1.07,0.24,3.23,455117,455117,669394,0,4,Bot,156.34,166.16,,,455117,,,-4.294186768854575,-135.99243534253264,-4.197317571907271,16.706840813495088,31.694794987209324,-18.15185392598768,3.17,1.5,222,85.1,18,92.5,2180,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.65,0.366,0.371,0.0,1,0,0,2,27,1,Sinker,0.16666666666666666,0.0,2,0,0,2,2,0,Standard,Standard,147,0.0,-0.038
SI,2023-08-14,91.4,2.36,5.96,"Garrett, Braxton",572138,666129,field_out,hit_into_play,,,,,2,Jon Singleton flies out to shortstop Jon Berti.,R,L,L,3,2,X,6,fly_ball,3,1,2023,1.37,0.75,0.21,3.0,455117,455117,669394,2,4,Top,127.08,113.74,,,663743,,,-8.461487533912365,-132.9627274569626,-3.253651391415477,18.040956288432763,26.686182247667457,-22.743028018869403,3.12,1.51,216,72.6,48,92.5,2088,6.8,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.68,0.154,0.145,0.0,1,0,0,3,26,5,Sinker,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,145,0.011,-0.17
SI,2023-08-14,90.9,2.44,6.03,"Garrett, Braxton",572138,666129,field_out,called_strike,,,,,4,Jon Singleton flies out to shortstop Jon Berti.,R,L,L,3,2,S,6,fly_ball,3,0,2023,1.06,0.59,-0.57,2.2,455117,455117,669394,2,4,Top,127.08,113.74,,,663743,,,-9.90026485898842,-132.015905954304,-4.989094722574554,14.424895893967925,26.785155871352547,-24.42417183765129,3.13,1.44,216,72.6,48,91.8,2099,6.9,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.65,0.154,0.145,0.0,1,0,0,3,26,4,Sinker,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,143,0.0,-0.02
SI,2023-08-14,91.1,2.43,5.99,"Garrett, Braxton",572138,666129,field_out,ball,,,,,13,Jon Singleton flies out to shortstop Jon Berti.,R,L,L,3,2,B,6,fly_ball,2,0,2023,1.03,0.55,-0.65,1.15,455117,455117,669394,2,4,Top,127.08,113.74,,,663743,,,-9.991042395917022,-132.15349729055714,-7.456218252323842,14.203056431160144,27.02044832837586,-24.35132731339247,3.15,1.49,216,72.6,48,91.6,1960,6.7,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.85,0.154,0.145,0.0,1,0,0,3,26,3,Sinker,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,151,0.0,0.046
SL,2023-08-14,83.7,2.41,6.01,"Garrett, Braxton",572138,666129,field_out,ball,,,,,13,Jon Singleton flies out to shortstop Jon Berti.,R,L,L,3,2,B,6,fly_ball,1,0,2023,-0.87,-0.39,-1.23,0.8,455117,455117,669394,2,4,Top,127.08,113.74,,,663743,,,-6.6847438076224295,-121.6295137077369,-4.795356072421368,-7.285442508414201,24.798176698423323,-35.28294068801789,3.25,1.53,216,72.6,48,83.9,2161,6.6,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.88,0.154,0.145,0.0,1,0,0,3,26,2,Slider,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,313,0.0,0.022
FF,2023-08-14,92.3,2.03,6.09,"Garrett, Braxton",572138,666129,field_out,ball,,,,,13,Jon Singleton flies out to shortstop Jon Berti.,R,L,L,3,2,B,6,fly_ball,0,0,2023,0.33,1.44,-1.37,2.13,455117,455117,669394,2,4,Top,127.08,113.74,,,663743,,,-9.475669563371657,-134.02517065768302,-7.451370447658051,5.93058959621474,27.59510578592413,-13.378725034050255,3.17,1.49,216,72.6,48,93.4,2219,7.0,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.53,0.154,0.145,0.0,1,0,0,3,26,1,4-Seam Fastball,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,146,0.0,0.018
SI,2023-08-14,91.6,2.1,5.99,"Garrett, Braxton",676801,666129,field_out,hit_into_play,,,,,7,"Chas McCormick grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",R,R,L,3,2,X,4,ground_ball,1,2,2023,1.34,0.82,-0.68,2.11,455117,455117,669394,1,4,Top,124.16,126.31,,,663743,,,-9.980837402566149,-132.98787848365453,-5.715079380846769,18.10328762117836,29.143432430601585,-21.39003530843511,3.29,1.59,62,91.3,3,92.1,2067,6.8,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.75,0.374,0.381,0.0,1,0,0,4,25,5,Sinker,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,151,0.018,-0.119
SL,2023-08-14,82.7,2.38,6.02,"Garrett, Braxton",676801,666129,field_out,foul,,,,,7,"Chas McCormick grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",R,R,L,3,2,S,4,ground_ball,1,2,2023,-0.81,-0.08,-0.35,1.88,455117,455117,669394,1,4,Top,124.16,126.31,,,663743,,,-4.6447417476195625,-120.31099732064376,-2.748286291538934,-6.93520296784398,24.535405800588222,-32.61194632391392,3.29,1.59,4,66.2,-30,82.8,2177,6.5,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,54.04,0.374,0.381,0.0,1,0,0,4,25,4,Slider,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,322,0.0,0.0
CH,2023-08-14,82.6,2.87,5.96,"Garrett, Braxton",676801,666129,field_out,foul,,,,,14,"Chas McCormick grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",R,R,L,3,2,S,4,ground_ball,1,1,2023,1.04,-0.27,0.16,1.42,455117,455117,669394,1,4,Top,124.16,126.31,,,663743,,,-8.211680761790534,-120.0075825448566,-3.277197901044219,11.663435326352548,23.46514187805735,-34.33429125619428,3.29,1.59,4,66.2,-30,82.6,1271,6.4,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,54.12,0.374,0.381,0.0,1,0,0,4,25,3,Changeup,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,107,0.0,-0.043
CH,2023-08-14,82.9,2.75,6.05,"Garrett, Braxton",676801,666129,field_out,called_strike,,,,,12,"Chas McCormick grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",R,R,L,3,2,S,4,ground_ball,1,0,2023,1.29,-0.04,0.94,2.88,455117,455117,669394,1,4,Top,124.16,126.31,,,663743,,,-6.670716240995955,-120.55918716282338,-0.6720701919612591,13.894326266927594,23.78649343544247,-32.61534270890133,3.41,1.55,4,66.2,-30,82.8,1274,6.3,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,54.21,0.374,0.381,0.0,1,0,0,4,25,2,Changeup,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,113,0.0,-0.033
CU,2023-08-14,75.4,2.36,6.28,"Garrett, Braxton",676801,666129,field_out,ball,,,,,12,"Chas McCormick grounds out, second baseman Luis Arraez to first baseman Yuli Gurriel.",R,R,L,3,2,B,4,ground_ball,0,0,2023,-0.82,-0.85,1.19,4.44,455117,455117,669394,1,4,Top,124.16,126.31,,,663743,,,-0.9725252598823366,-109.6319876187901,4.8195069959662025,-6.3709312111750105,20.6591528102391,-40.137867435526495,3.35,1.63,4,66.2,-30,74.7,2111,6.0,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,54.53,0.374,0.381,0.0,1,0,0,4,25,1,Curveball,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,325,0.0,0.027
CH,2023-08-14,81.8,2.78,6.0,"Garrett, Braxton",670541,666129,field_out,hit_into_play,,,,,9,Yordan Alvarez lines out sharply to first baseman Yuli Gurriel.,R,L,L,3,2,X,3,line_drive,0,1,2023,1.37,-0.19,0.41,2.21,455117,455117,669394,0,4,Top,155.32,163.11,,,663743,,,-7.956730925643231,-118.92556013385013,-1.584525665937507,14.51247694467827,23.617929636939667,-33.85118425334001,3.47,1.72,144,111.5,7,81.5,1365,6.2,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,54.3,0.711,0.658,0.0,1,0,0,4,24,2,Changeup,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,115,0.026,-0.198
SI,2023-08-14,90.7,2.26,6.07,"Garrett, Braxton",670541,666129,field_out,called_strike,,,,,8,Yordan Alvarez lines out sharply to first baseman Yuli Gurriel.,R,L,L,3,2,S,3,line_drive,0,0,2023,1.28,0.79,-0.22,2.18,455117,455117,669394,0,4,Top,155.32,163.11,,,663743,,,-8.999535922738247,-131.78501806637755,-5.50941039777187,16.773783070152657,27.883252551002133,-22.002386764763028,3.57,1.75,144,111.5,7,91.4,2125,6.8,717000,666129,663743,493329,650333,669394,542932,541645,650559,624585,53.7,0.711,0.658,0.0,1,0,0,4,24,1,Sinker,0.16666666666666666,0.0,0,2,0,2,0,2,Strategic,Standard,144,0.0,-0.038
CH,2023-08-14,88.9,0.8,5.96,"Valdez, Framber",624585,664285,field_out,hit_into_play,,,,,8,"Jorge Soler grounds out, third baseman Alex Bregman to first baseman Jon Singleton.",R,R,L,3,2,X,5,ground_ball,0,1,2023,1.37,0.14,0.22,1.57,455117,455117,669394,2,3,Bot,93.36,170.3,,,455117,,,-4.25201803230387,-129.32764070145544,-4.919949075543161,16.251295485376644,29.509436232619088,-29.75545767159576,3.47,1.69,17,84.9,-4,87.9,2125,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.59,0.157,0.141,0.0,1,0,0,2,23,2,Changeup,0.16666666666666666,0.0,2,0,0,2,2,0,Standard,Standard,144,-0.008,-0.087
FC,2023-08-14,81.9,0.65,5.99,"Valdez, Framber",624585,664285,field_out,swinging_strike,,,,,3,"Jorge Soler grounds out, third baseman Alex Bregman to first baseman Jon Singleton.",R,R,L,3,2,S,5,ground_ball,0,0,2023,-0.31,-0.54,0.48,3.06,542932,455117,669394,2,3,Bot,93.36,170.3,,,455117,,,0.2225248113305001,-119.21389222655904,1.0388178282770315,-2.959821908822025,25.71429595867308,-37.77888016971416,3.47,1.69,17,84.9,-4,81.0,2722,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.56,0.157,0.141,0.0,1,0,0,2,23,1,Cutter,0.08333333333333333,0.0,1,0,0,2,2,0,Standard,Standard,313,0.082,-0.049
CU,2023-08-14,81.1,0.65,5.98,"Valdez, Framber",650559,664285,strikeout,swinging_strike,,,,,8,Bryan De La Cruz strikes out swinging.,R,R,L,3,2,S,2,ground_ball,3,2,2023,-0.55,-1.47,0.17,1.58,542932,455117,669394,1,3,Bot,93.36,170.3,,,455117,,,-0.0244674960150923,-118.04694530351084,-0.2655393018398089,-5.05565179047715,27.53501395079159,-45.8463632619907,3.28,1.6,17,84.9,-4,80.0,2892,6.0,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.5,0.157,0.141,0.0,1,0,0,2,22,6,Curveball,0.08333333333333333,0.0,1,0,0,1,1,0,Strategic,Standard,323,-0.058,-0.48
CH,2023-08-14,91.5,0.64,6.12,"Valdez, Framber",650559,664285,strikeout,ball,,,,,12,Bryan De La Cruz strikes out swinging.,R,R,L,3,2,B,2,ground_ball,2,2,2023,1.3,0.25,0.6,4.21,542932,455117,669394,1,3,Bot,93.36,170.3,,,455117,,,-2.8759158266914997,-133.19622254618554,0.5752282940242984,16.012125630058264,32.39408191163571,-29.569290002759253,3.31,1.65,17,84.9,-4,90.3,1658,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.66,0.157,0.141,0.0,1,0,0,2,22,5,Changeup,0.08333333333333333,0.0,1,0,0,1,1,0,Strategic,Standard,130,0.0,0.092
SI,2023-08-14,96.6,0.49,6.08,"Valdez, Framber",650559,664285,strikeout,called_strike,,,,,7,Bryan De La Cruz strikes out swinging.,R,R,L,3,2,S,2,ground_ball,2,1,2023,1.43,0.7,-0.77,1.6,542932,455117,669394,1,3,Bot,93.36,170.3,,,455117,,,-6.582621692067678,-140.2280029014445,-7.834959213932852,20.41152940589598,36.03078500539333,-21.192136976461665,3.37,1.69,17,84.9,-4,95.4,2072,6.1,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.44,0.157,0.141,0.0,1,0,0,2,22,4,Sinker,0.08333333333333333,0.0,1,0,0,1,1,0,Strategic,Standard,147,0.0,-0.112
SI,2023-08-14,95.9,0.54,6.02,"Valdez, Framber",650559,664285,strikeout,blocked_ball,,,,,13,Bryan De La Cruz strikes out swinging.,R,R,L,3,2,B,2,ground_ball,1,1,2023,1.49,0.68,-1.35,1.03,542932,455117,669394,1,3,Bot,93.36,170.3,,,455117,,,-8.30405169630409,-139.1328903021478,-8.98246772083885,21.26203127988557,35.37434464875061,-21.266388438697103,3.41,1.65,17,84.9,-4,94.6,2091,6.0,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.49,0.157,0.141,0.0,1,0,0,2,22,3,Sinker,0.08333333333333333,0.0,1,0,0,1,1,0,Strategic,Standard,145,0.0,0.007
SI,2023-08-14,95.7,0.48,6.08,"Valdez, Framber",650559,664285,strikeout,called_strike,,,,,8,Bryan De La Cruz strikes out swinging.,R,R,L,3,2,S,2,ground_ball,1,0,2023,1.47,0.73,-0.06,1.83,542932,455117,669394,1,3,Bot,93.36,170.3,,,455117,,,-4.702921458064862,-139.02593742631188,-7.087479798219847,20.11350857833152,35.7145271350096,-21.23496997673908,3.47,1.69,17,84.9,-4,94.2,2051,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.66,0.157,0.141,0.0,1,0,0,2,22,2,Sinker,0.08333333333333333,0.0,1,0,0,1,1,0,Strategic,Strategic,145,0.0,-0.082
SI,2023-08-14,95.4,0.53,6.09,"Valdez, Framber",650559,664285,strikeout,ball,,,,,14,Bryan De La Cruz strikes out swinging.,R,R,L,3,2,B,2,ground_ball,0,0,2023,1.34,0.82,1.18,2.24,542932,542932,669394,1,3,Bot,93.36,170.3,,,455117,,,-1.30994856576404,-138.7488904628999,-6.237820878867337,17.52446158769452,35.2724511839865,-20.34342356139896,3.51,1.69,17,84.9,-4,94.5,2085,6.1,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.37,0.157,0.141,0.0,1,0,0,2,22,1,Sinker,0.08333333333333333,0.0,1,0,0,1,1,0,Strategic,Standard,146,0.031,0.044
FC,2023-08-14,83.0,0.74,5.94,"Valdez, Framber",542932,664285,double,hit_into_play,,,,,5,Jon Berti doubles (14) on a sharp line drive to center fielder Jake Meyers.   Nick Fortes scores.,R,R,L,3,2,X,8,line_drive,1,2,2023,-0.13,-0.45,0.23,2.54,542932,663743,669394,1,3,Bot,99.44,75.18,,,455117,,,-0.909281283019102,-120.89645326719572,-0.3853009064205901,-1.0737817791476063,25.118156448046918,-36.72040366393632,3.33,1.56,223,101.5,12,82.3,2458,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.6,0.92,0.892,1.25,1,1,1,4,21,5,Cutter,0.0,0.0,0,0,0,1,1,0,Standard,Standard,312,0.115,1.113
CH,2023-08-14,91.2,0.58,6.09,"Valdez, Framber",542932,664285,double,foul,,,,,9,Jon Berti doubles (14) on a sharp line drive to center fielder Jake Meyers.   Nick Fortes scores.,R,R,L,3,2,S,8,line_drive,1,2,2023,1.51,0.18,0.45,1.97,542932,663743,669394,1,3,Bot,99.44,75.18,,,455117,,,-3.540924061980776,-132.6668575598197,-4.751930540850347,18.48736833191716,32.099856658963745,-29.11526071956596,3.33,1.56,223,101.5,12,90.2,1604,6.0,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.5,0.92,0.892,1.25,1,1,1,4,21,4,Changeup,0.0,0.0,0,0,0,0,0,0,Standard,Standard,132,0.0,0.0
CU,2023-08-14,79.1,0.56,6.0,"Valdez, Framber",542932,664285,double,ball,,,,,13,Jon Berti doubles (14) on a sharp line drive to center fielder Jake Meyers.   Nick Fortes scores.,R,R,L,3,2,B,8,line_drive,0,2,2023,-0.77,-1.54,-1.12,1.05,542932,663743,669394,1,3,Bot,99.44,75.18,,,455117,,,-2.218436859275196,-115.06514235702603,-0.958541593318402,-6.210465388355414,26.12006799485261,-45.67832394555561,3.33,1.53,223,101.5,12,78.1,2930,6.1,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.38,0.92,0.892,1.25,1,1,1,4,21,3,Curveball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,332,0.0,0.021
SI,2023-08-14,95.9,0.47,6.11,"Valdez, Framber",542932,664285,double,foul,,,,,8,Jon Berti doubles (14) on a sharp line drive to center fielder Jake Meyers.   Nick Fortes scores.,R,R,L,3,2,S,8,line_drive,0,1,2023,1.4,0.8,0.25,2.09,542932,663743,669394,1,3,Bot,99.44,75.18,,,455117,,,-3.723989480730389,-139.52365462963172,-6.745524209155902,19.097493848963776,33.902967333430865,-20.37263177374185,3.33,1.56,137,77.4,12,95.0,2245,6.0,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.55,0.92,0.892,1.25,1,1,1,4,21,2,Sinker,0.0,0.0,0,0,0,0,0,0,Standard,Standard,146,0.0,-0.093
SI,2023-08-14,94.6,0.6,6.07,"Valdez, Framber",542932,664285,double,called_strike,,,,,2,Jon Berti doubles (14) on a sharp line drive to center fielder Jake Meyers.   Nick Fortes scores.,R,R,L,3,2,S,8,line_drive,0,0,2023,1.47,0.53,-0.27,2.99,542932,663743,669394,1,3,Bot,99.44,75.18,,,455117,,,-5.508689812005956,-137.60447373948944,-3.480349109079852,19.86728051351381,32.81538785159605,-24.869220248316257,3.39,1.55,137,77.4,12,93.8,2052,6.0,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.5,0.92,0.892,1.25,1,1,1,4,21,1,Sinker,0.0,0.0,0,0,0,0,0,0,Standard,Standard,143,0.0,-0.048
SI,2023-08-14,94.2,0.68,6.06,"Valdez, Framber",663743,664285,double,hit_into_play,,,,,4,Nick Fortes doubles (6) on a ground ball to left fielder Chas McCormick.,R,R,L,3,2,X,7,ground_ball,2,0,2023,1.44,0.61,-0.5,2.16,542932,663743,669394,1,3,Bot,37.55,113.77,,,455117,,,-6.193889519253738,-136.81564585472637,-5.630078145221493,19.44675030757212,33.83972689050137,-23.411828912905158,3.21,1.53,13,96.4,-9,92.8,2100,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.68,0.211,0.192,1.25,1,1,1,2,20,3,Sinker,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,150,0.047,0.348
SI,2023-08-14,95.2,0.56,6.19,"Valdez, Framber",663743,664285,double,ball,,,,,13,Nick Fortes doubles (6) on a ground ball to left fielder Chas McCormick.,R,R,L,3,2,B,7,ground_ball,1,0,2023,1.42,0.81,-0.87,1.74,542932,663743,669394,1,3,Bot,37.55,113.77,,,455117,,,-6.842698959671385,-138.2199831732878,-7.681572880307818,19.76525193358272,33.36692192133189,-20.21966063804381,3.25,1.57,13,96.4,-9,93.7,2221,5.7,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.8,0.211,0.192,1.25,1,1,1,2,20,2,Sinker,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,145,0.0,0.041
CU,2023-08-14,79.3,0.85,5.96,"Valdez, Framber",663743,664285,double,ball,,,,,13,Nick Fortes doubles (6) on a ground ball to left fielder Chas McCormick.,R,R,L,3,2,B,7,ground_ball,0,0,2023,-0.86,-1.21,-0.87,1.33,542932,663743,669394,1,3,Bot,37.55,113.77,,,455117,,,-2.1311481249228468,-115.49050865953052,-1.0353324036904712,-7.182196856559941,23.651262316190923,-42.93544473475681,3.25,1.57,13,96.4,-9,78.4,2697,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.63,0.211,0.192,1.25,1,1,1,2,20,1,Curveball,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,325,0.0,0.027
CH,2023-08-14,90.8,0.77,6.18,"Valdez, Framber",541645,664285,field_out,hit_into_play,,,,,5,"Avisail Garcia grounds out, third baseman Alex Bregman to first baseman Jon Singleton.",R,R,L,3,2,X,5,ground_ball,2,2,2023,1.38,0.21,-0.07,2.24,542932,663743,669394,0,3,Bot,106.08,164.63,,,455117,,,-5.013250782518274,-132.022193615133,-4.303594506514951,17.173798247599077,30.21867950297453,-29.01311102188278,3.36,1.71,7,98.4,-19,89.6,1653,5.8,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.71,0.16,0.148,0.0,1,0,0,2,19,5,Changeup,0.0,0.0,0,0,0,0,0,0,Standard,Standard,125,-0.025,-0.21
CU,2023-08-14,78.2,0.9,6.03,"Valdez, Framber",541645,664285,field_out,ball,,,,,13,"Avisail Garcia grounds out, third baseman Alex Bregman to first baseman Jon Singleton.",R,R,L,3,2,B,5,ground_ball,1,2,2023,-0.72,-1.5,-0.84,0.7,542932,663743,669394,0,3,Bot,106.08,164.63,,,455117,,,-2.401600407045354,-113.73137272083132,-1.659866746540179,-5.524383772308959,26.714302361140284,-44.77089679637861,3.35,1.67,7,98.4,-19,77.0,2690,6.1,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.39,0.16,0.148,0.0,1,0,0,2,19,4,Curveball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,332,0.0,0.037
CH,2023-08-14,89.3,0.88,6.0,"Valdez, Framber",541645,664285,field_out,swinging_strike,,,,,13,"Avisail Garcia grounds out, third baseman Alex Bregman to first baseman Jon Singleton.",R,R,L,3,2,S,5,ground_ball,1,1,2023,1.15,0.19,-0.33,0.64,542932,663743,669394,0,3,Bot,106.08,164.63,,,455117,,,-5.34750784707769,-129.74791788738102,-7.47625809506337,14.13771946059363,27.613326192542537,-28.680968632062086,3.36,1.71,7,98.4,-19,88.4,1701,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.64,0.16,0.148,0.0,1,0,0,2,19,3,Changeup,0.0,0.0,0,0,0,0,0,0,Standard,Standard,130,0.0,-0.053
SI,2023-08-14,94.2,0.64,6.06,"Valdez, Framber",541645,664285,field_out,called_strike,,,,,8,"Avisail Garcia grounds out, third baseman Alex Bregman to first baseman Jon Singleton.",R,R,L,3,2,S,5,ground_ball,1,0,2023,1.33,0.98,-0.06,1.71,542932,663743,669394,0,3,Bot,106.08,164.63,,,455117,,,-4.736786299532725,-136.94170120805688,-7.685431886257312,17.765426303216476,30.99307427425688,-18.31568014139452,3.45,1.67,7,98.4,-19,93.4,2187,5.9,717000,664285,455117,572138,514888,608324,665161,676801,676694,663656,54.6,0.16,0.148,0.0,1,0,0,2,19,2,Sinker,0.0,0.0,0,0,0,0,0,0,Standard,Standard,146,0.0,-0.048
