pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-08-14,93.5,1.17,5.03,"Sears, JP",502671,676664,walk,foul,,,,,5,Paul Goldschmidt walks.,R,R,L,7,5,S,2,line_drive,3,2,2023,0.91,1.41,-0.2,2.65,502671,502671,502671,1,1,Bot,162.66,160.62,,,669127,,,-5.574081845505379,-136.0651385358936,-3.5135580894202394,12.471664805658325,29.970199611276087,-14.136395423794893,3.44,1.63,204,76.1,56,93.9,2132,6.5,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,53.97,0.42,0.388,0.7,1,0,0,4,5,6,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,131,0.0,0.0
SL,2023-08-14,81.8,1.63,4.54,"Sears, JP",502671,676664,walk,ball,,,,,14,Paul Goldschmidt walks.,R,R,L,7,5,B,2,line_drive,2,2,2023,-0.03,0.39,0.17,1.29,502671,502671,502671,1,1,Bot,162.66,160.62,,,669127,,,-3.2373732094068792,-119.080272235636,-1.4645747082153089,0.4230239524543611,25.109942398618657,-28.40655415459125,3.44,1.63,204,76.1,56,81.4,2383,6.2,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,54.27,0.42,0.388,0.7,1,0,0,4,5,5,Slider,0.0,0.0,0,0,0,0,0,0,Standard,Standard,272,0.0,0.06
SL,2023-08-14,81.9,1.78,4.47,"Sears, JP",502671,676664,walk,ball,,,,,13,Paul Goldschmidt walks.,R,R,L,7,5,B,2,line_drive,1,2,2023,-0.08,0.4,-0.37,1.41,502671,502671,502671,1,1,Bot,162.66,160.62,,,669127,,,-4.711364827615109,-119.24416651105884,-1.1538327080017687,0.1405986261820284,22.295827947946737,-28.305103630158243,3.44,1.63,204,76.1,56,82.2,2508,6.4,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,54.08,0.42,0.388,0.7,1,0,0,4,5,4,Slider,0.0,0.0,0,0,0,0,0,0,Standard,Standard,284,0.0,0.029
SL,2023-08-14,81.1,1.55,4.56,"Sears, JP",502671,676664,walk,swinging_strike,,,,,14,Paul Goldschmidt walks.,R,R,L,7,5,S,2,line_drive,1,1,2023,-0.19,0.36,0.22,1.49,502671,502671,502671,1,1,Bot,162.66,160.62,,,669127,,,-2.6145883621589125,-118.14290860940166,-0.9175859283715032,-1.2488442029830271,23.228414095532944,-28.86822773676433,3.44,1.63,204,76.1,56,81.1,2473,6.3,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,54.23,0.42,0.388,0.7,1,0,0,4,5,3,Slider,0.0,0.0,0,0,0,0,0,0,Standard,Standard,289,0.0,-0.043
SL,2023-08-14,80.1,1.65,4.59,"Sears, JP",502671,676664,walk,called_strike,,,,,9,Paul Goldschmidt walks.,R,R,L,7,5,S,2,line_drive,1,0,2023,-0.15,0.7,0.62,1.92,502671,502671,502671,1,1,Bot,162.66,160.62,,,669127,,,-1.984179880058777,-116.6035053078381,-0.4440462172576145,-0.9876600261897122,24.25256611503696,-25.96799260835161,3.44,1.63,204,76.1,56,79.9,2384,6.3,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,54.16,0.42,0.388,0.7,1,0,0,4,5,2,Slider,0.0,0.0,0,0,0,0,0,0,Standard,Standard,271,0.0,-0.033
FF,2023-08-14,93.1,1.32,5.09,"Sears, JP",502671,676664,walk,ball,,,,,14,Paul Goldschmidt walks.,R,R,L,7,5,B,2,line_drive,0,0,2023,0.76,1.36,1.17,2.41,502671,502671,502671,1,1,Bot,162.66,160.62,,,669127,,,-2.0331366886262323,-135.50583738439482,-4.053856285577462,9.736871176462664,32.48555763879303,-14.81089952962689,3.44,1.63,204,76.1,56,92.9,2029,6.4,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,54.1,0.42,0.388,0.7,1,0,0,4,5,1,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,138,0.0,0.027
FF,2023-08-14,93.4,1.17,5.12,"Sears, JP",669242,676664,field_out,hit_into_play,,,,,11,Tommy Edman lines out to left fielder Esteury Ruiz.,R,R,L,7,5,X,7,line_drive,0,0,2023,0.78,1.23,-0.96,2.84,502671,502671,502671,0,1,Bot,88.02,87.35,,,669127,,,-7.223361621335901,-135.83193074394612,-2.8499026396010194,11.143797366906728,28.50669002294353,-16.466930015605755,3.21,1.47,293,83.5,23,93.9,2065,6.5,716995,676664,669127,691016,680869,672478,669397,665923,671732,664913,53.97,0.426,0.43,0.0,1,0,0,3,4,1,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,135,-0.021,-0.236
SI,2023-08-14,94.5,-1.98,6.52,"Mikolas, Miles",664913,571945,field_out,hit_into_play,,,,,3,Seth Brown flies out to center fielder Lars Nootbaar.,R,L,R,7,5,X,8,fly_ball,0,2,2023,-1.02,1.0,0.32,3.09,502671,502671,502671,2,1,Top,144.43,92.56,,,575929,,,8.263126074770065,-137.44270557588618,-5.556718269571984,-14.669727396103347,26.432245967380982,-18.44288788673383,3.47,1.67,269,95.4,52,95.1,2084,6.4,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,54.13,0.014,0.022,0.0,1,0,0,3,3,4,Sinker,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,211,0.01,-0.064
SI,2023-08-14,93.9,-2.09,6.5,"Mikolas, Miles",664913,571945,field_out,foul,,,,,6,Seth Brown flies out to center fielder Lars Nootbaar.,R,L,R,7,5,S,8,fly_ball,0,2,2023,-1.2,0.97,0.51,2.58,502671,502671,502671,2,1,Top,144.43,92.56,,,575929,,,9.39993562388478,-136.31653799611914,-6.570029573773032,-16.989991743111023,29.642913401735424,-18.73144706301152,3.47,1.67,4,77.7,-29,94.1,2172,6.5,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.99,0.014,0.022,0.0,1,0,0,3,3,3,Sinker,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,214,0.0,0.0
FF,2023-08-14,94.0,-2.04,6.52,"Mikolas, Miles",664913,571945,field_out,swinging_strike,,,,,4,Seth Brown flies out to center fielder Lars Nootbaar.,R,L,R,7,5,S,8,fly_ball,0,1,2023,-0.52,1.25,-0.8,2.45,502671,502671,502671,2,1,Top,144.43,92.56,,,575929,,,4.350464905039331,-136.70059206730008,-7.610554346641572,-7.45211122945051,30.631245644908173,-14.99913445003417,3.47,1.67,4,77.7,-29,94.0,2290,6.3,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,54.16,0.014,0.022,0.0,1,0,0,3,3,2,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,212,0.0,-0.024
FF,2023-08-14,93.8,-2.35,6.35,"Mikolas, Miles",664913,571945,field_out,swinging_strike,,,,,5,Seth Brown flies out to center fielder Lars Nootbaar.,R,L,R,7,5,S,8,fly_ball,0,0,2023,-0.54,1.17,0.12,2.67,502671,502671,502671,2,1,Top,144.43,92.56,,,575929,,,7.615423941540374,-136.20353658717224,-6.3344705792541705,-8.473207817219842,32.26013003278267,-16.389856881350738,3.47,1.67,4,77.7,-29,93.7,2174,6.5,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.99,0.014,0.022,0.0,1,0,0,3,3,1,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Strategic,Standard,223,0.0,-0.018
SI,2023-08-14,93.2,-2.22,6.44,"Mikolas, Miles",680869,571945,field_out,hit_into_play,,,,,11,"Zack Gelof grounds out, shortstop Tommy Edman to first baseman Paul Goldschmidt.",R,R,R,7,5,X,6,ground_ball,0,1,2023,-1.2,0.82,-0.92,2.49,502671,502671,502671,1,1,Top,114.21,163.11,,,575929,,,6.004216891430007,-135.5999293442111,-6.248540987920878,-16.167859460276155,28.57130338272419,-20.88249392883698,3.36,1.52,16,72.4,-7,93.8,2170,6.6,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.94,0.086,0.077,0.0,1,0,0,2,2,2,Sinker,0.0,0.0,0,0,0,0,0,0,Standard,Standard,214,0.015,-0.142
FF,2023-08-14,94.1,-2.28,6.37,"Mikolas, Miles",680869,571945,field_out,foul,,,,,12,"Zack Gelof grounds out, shortstop Tommy Edman to first baseman Paul Goldschmidt.",R,R,R,7,5,S,6,ground_ball,0,0,2023,-0.4,1.1,0.51,3.52,502671,502671,502671,1,1,Top,114.21,163.11,,,575929,,,8.164391565001797,-136.8708778099718,-4.171130724209666,-6.785875648464034,29.62985109892846,-17.565556897916156,3.36,1.52,195,86.8,72,94.8,2088,6.7,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.84,0.086,0.077,0.0,1,0,0,2,2,1,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,216,0.0,-0.027
CU,2023-08-14,75.5,-1.89,6.59,"Mikolas, Miles",665923,571945,strikeout,swinging_strike,,,,,9,Esteury Ruiz strikes out swinging.,R,R,R,7,5,S,2,ground_ball,1,2,2023,0.69,-1.32,0.63,1.67,502671,502671,502671,0,1,Top,114.21,163.11,,,575929,,,4.040899635240022,-109.8624248049387,-0.6259879700149115,4.693136306162313,22.59168971166889,-42.89678072291775,3.14,1.52,195,86.8,72,75.4,2464,6.6,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.92,0.086,0.077,0.0,1,0,0,2,1,6,Curveball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,29,0.022,-0.173
FF,2023-08-14,95.2,-2.04,6.54,"Mikolas, Miles",665923,571945,strikeout,foul,,,,,2,Esteury Ruiz strikes out swinging.,R,R,R,7,5,S,2,ground_ball,1,2,2023,-0.5,1.13,-0.27,2.73,502671,502671,502671,0,1,Top,114.21,163.11,,,575929,,,5.771095543046717,-138.5516126406394,-7.002382182564979,-7.535001224175769,25.3781527132606,-16.304000136132338,3.14,1.52,190,73.8,59,96.4,2072,6.6,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.92,0.086,0.077,0.0,1,0,0,2,1,5,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,216,0.0,0.0
SL,2023-08-14,85.6,-2.15,6.47,"Mikolas, Miles",665923,571945,strikeout,foul,,,,,14,Esteury Ruiz strikes out swinging.,R,R,R,7,5,S,2,ground_ball,1,2,2023,0.32,-0.07,0.9,1.75,502671,502671,502671,0,1,Top,114.21,163.11,,,575929,,,6.563340071758332,-124.60975774112286,-4.814293251558572,2.215662334230515,22.312957622477576,-32.17627709553476,3.14,1.52,4,71.4,-26,86.3,2236,6.5,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,54.02,0.086,0.077,0.0,1,0,0,2,1,4,Slider,0.0,0.0,0,0,0,0,0,0,Standard,Standard,74,0.0,0.0
SL,2023-08-14,86.4,-2.34,6.43,"Mikolas, Miles",665923,571945,strikeout,foul,,,,,6,Esteury Ruiz strikes out swinging.,R,R,R,7,5,S,2,ground_ball,1,1,2023,0.25,0.32,0.36,2.08,502671,502671,502671,0,1,Top,114.21,163.11,,,575929,,,5.96713257848867,-125.87920740433646,-4.986150428972394,1.8201503686420324,19.686067301571725,-28.08323495808603,3.14,1.52,8,76.8,-14,87.9,2288,6.7,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.82,0.086,0.077,0.0,1,0,0,2,1,3,Slider,0.0,0.0,0,0,0,0,0,0,Standard,Standard,150,0.0,-0.053
SI,2023-08-14,92.3,-2.46,6.35,"Mikolas, Miles",665923,571945,strikeout,foul,,,,,3,Esteury Ruiz strikes out swinging.,R,R,R,7,5,S,2,ground_ball,1,0,2023,-1.27,0.89,0.44,2.83,502671,502671,502671,0,1,Top,114.21,163.11,,,575929,,,10.165738682084166,-134.0940004735901,-5.116809665153981,-17.432389694758363,26.685208477826563,-20.438515785099927,3.14,1.52,230,73.9,40,92.9,2061,6.6,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.93,0.086,0.077,0.0,1,0,0,2,1,2,Sinker,0.0,0.0,0,0,0,0,0,0,Standard,Standard,218,0.0,-0.048
FF,2023-08-14,92.3,-2.2,6.53,"Mikolas, Miles",665923,571945,strikeout,ball,,,,,14,Esteury Ruiz strikes out swinging.,R,R,R,7,5,B,2,ground_ball,0,0,2023,-0.44,1.24,1.37,1.69,502671,502671,502671,0,1,Top,114.21,163.11,,,575929,,,10.035659612255404,-133.8571131047368,-9.239659086432493,-7.245221524579797,25.859914281383865,-15.45049031338742,3.14,1.52,230,73.9,40,92.9,2218,6.6,716995,571945,575929,502671,600301,571448,669242,641933,663457,691023,53.91,0.086,0.077,0.0,1,0,0,2,1,1,4-Seam Fastball,0.0,0.0,0,0,0,0,0,0,Standard,Standard,209,0.0,0.037
FF,2023-08-14,98.8,-2.81,5.04,"Brash, Matt",680118,666374,sac_bunt,hit_into_play,,,,,2,Dairon Blanco hits a sacrifice bunt.   Samad Taylor scores.    Dairon Blanco to 1st.,R,R,R,2,7,X,3,ground_ball,0,0,2023,-0.58,1.2,-0.04,3.07,669392,502671,502671,1,9,Bot,139.29,184.9,,,663728,,,8.932379893833147,-143.76771883754012,-2.764945201040193,-10.013889165837758,31.047453994217957,-15.053118602367718,3.44,1.58,39,34.2,10,99.5,2305,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.0,0.323,0.319,0.9,0,0,0,1,81,1,4-Seam Fastball,0.5,0.6000000000000001,6,6,6,7,7,6,Strategic,Standard,231,0.17,0.399
SL,2023-08-14,87.4,-2.56,5.03,"Brash, Matt",521692,666374,sac_fly,hit_into_play,,,,,12,Salvador Perez out on a sacrifice fly to center fielder Julio Rodriguez.   Bobby Witt Jr.  scores.    Samad Taylor to 3rd.,R,R,R,2,7,X,8,line_drive,3,2,2023,1.01,-0.05,0.93,3.16,677951,669392,502671,0,9,Bot,133.68,69.25,,,663728,,,6.38477697451764,-127.08565886504869,1.7910246062529749,9.534931505965108,27.086414192313203,-33.325571073302655,3.54,1.65,323,96.9,19,88.0,2834,6.8,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.73,0.323,0.371,0.0,1,0,0,4,80,6,Slider,0.41666666666666663,0.6000000000000001,5,6,6,6,6,6,Standard,Standard,61,0.109,-0.372
SL,2023-08-14,90.4,-2.51,4.99,"Brash, Matt",521692,666374,sac_fly,ball,,,,,14,Salvador Perez out on a sacrifice fly to center fielder Julio Rodriguez.   Bobby Witt Jr.  scores.    Samad Taylor to 3rd.,R,R,R,2,7,B,8,line_drive,2,2,2023,0.79,0.38,2.49,1.86,677951,669392,669392,0,9,Bot,133.68,69.25,,,663728,,,10.781986794205777,-131.2889552144377,-2.6154237847804684,6.848103336515154,28.32233150936312,-27.458516732958778,3.57,1.68,323,96.9,19,90.4,2839,6.4,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.07,0.323,0.371,0.0,1,0,0,4,80,5,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,64,0.078,0.169
FC,2023-08-14,92.1,-2.5,5.01,"Brash, Matt",521692,666374,sac_fly,blocked_ball,,,,,14,Salvador Perez out on a sacrifice fly to center fielder Julio Rodriguez.   Bobby Witt Jr.  scores.    Samad Taylor to 3rd.,R,R,R,2,7,B,8,line_drive,1,2,2023,0.53,-0.04,2.15,0.38,677951,669392,669392,0,9,Bot,133.68,69.25,,,663728,,,10.711146059212291,-133.73443432942517,-5.941814525129583,4.36353497994109,25.241128681578,-31.595639408242416,3.61,1.7,323,96.9,19,92.9,2800,6.6,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.91,0.323,0.371,0.0,1,0,0,4,80,4,Cutter,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,68,0.0,0.032
SL,2023-08-14,89.1,-2.67,5.0,"Brash, Matt",521692,666374,sac_fly,swinging_strike,,,,,14,Salvador Perez out on a sacrifice fly to center fielder Julio Rodriguez.   Bobby Witt Jr.  scores.    Samad Taylor to 3rd.,R,R,R,2,7,S,8,line_drive,1,1,2023,0.71,0.58,1.36,2.52,677951,669392,669392,0,9,Bot,133.68,69.25,,,663728,,,8.455065433271391,-129.64836679516202,-1.3386328817215132,6.4656942326343945,24.78760045986588,-25.518742530821036,3.54,1.65,323,96.9,19,90.0,2687,6.6,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.87,0.323,0.371,0.0,1,0,0,4,80,3,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,74,0.0,-0.115
FF,2023-08-14,98.3,-2.63,5.01,"Brash, Matt",521692,666374,sac_fly,foul,,,,,8,Salvador Perez out on a sacrifice fly to center fielder Julio Rodriguez.   Bobby Witt Jr.  scores.    Samad Taylor to 3rd.,R,R,R,2,7,S,8,line_drive,1,0,2023,-0.71,1.12,0.26,1.69,677951,669392,669392,0,9,Bot,133.68,69.25,,,663728,,,9.502774379152353,-142.81238740747497,-6.167839448603004,-11.78452842466078,30.2288123249018,-15.541452070453197,3.54,1.65,127,80.1,10,98.8,2321,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.01,0.323,0.371,0.0,1,0,0,4,80,2,4-Seam Fastball,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,232,0.0,-0.031
SL,2023-08-14,90.9,-2.53,5.12,"Brash, Matt",521692,666374,sac_fly,blocked_ball,,,,,14,Salvador Perez out on a sacrifice fly to center fielder Julio Rodriguez.   Bobby Witt Jr.  scores.    Samad Taylor to 3rd.,R,R,R,2,7,B,8,line_drive,0,0,2023,0.65,0.29,1.47,0.71,677951,669392,669392,0,9,Bot,133.68,69.25,,,663728,,,8.657715261302927,-132.19240034436058,-5.838754617426483,5.929372981919755,25.804798024178197,-27.75067815854323,3.67,1.66,127,80.1,10,91.6,2954,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.95,0.323,0.371,0.0,1,0,0,4,80,1,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,70,0.0,0.004
SL,2023-08-14,86.5,-2.43,5.0,"Brash, Matt",686681,666374,single,hit_into_play,,,,,5,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,X,9,line_drive,2,2,2023,0.85,-0.14,0.17,2.67,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,4.490055306416158,-126.04304902914272,0.8791625962435046,8.308378344459513,23.21751007187208,-34.05432687799439,3.47,1.64,181,99.5,12,87.3,3034,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.02,0.914,0.867,0.9,1,1,0,4,79,7,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,61,0.315,0.724
SL,2023-08-14,87.6,-2.43,4.97,"Brash, Matt",686681,666374,single,blocked_ball,,,,,14,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,B,9,line_drive,1,2,2023,1.19,0.05,1.31,0.29,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,6.5986843812235545,-127.45315279501304,-5.333324955755398,11.799660882815717,24.094841130408444,-30.770847563915133,3.44,1.7,181,99.5,12,88.2,3148,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.98,0.914,0.867,0.9,1,1,0,4,79,6,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,60,0.0,0.072
SL,2023-08-14,88.1,-2.34,4.91,"Brash, Matt",686681,666374,single,foul,,,,,9,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,S,9,line_drive,1,2,2023,0.93,0.48,0.69,2.05,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,5.430157199989155,-128.29740794046864,-1.9237087139225728,9.332962798314387,23.641933685542053,-26.62287471292593,3.47,1.64,253,92.5,20,88.8,2869,6.4,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.08,0.914,0.867,0.9,1,1,0,4,79,5,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,65,0.0,0.0
KC,2023-08-14,85.3,-2.27,4.94,"Brash, Matt",686681,666374,single,foul,,,,,14,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,S,9,line_drive,1,2,2023,0.91,-0.2,0.3,1.12,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,4.2442944330037,-124.2242831529492,-2.341825457835528,8.637065742150963,23.849330774698178,-33.996519327292766,3.47,1.64,4,80.0,-17,85.9,3102,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.96,0.914,0.867,0.9,1,1,0,4,79,4,Knuckle Curve,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,50,0.0,0.0
FF,2023-08-14,98.1,-2.61,4.89,"Brash, Matt",686681,666374,single,foul,,,,,8,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,S,9,line_drive,1,1,2023,-0.82,1.25,0.03,2.1,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,9.062158538901878,-142.5188030690548,-4.96168744668946,-13.2551165589007,31.456588910917574,-14.1754572243196,3.47,1.64,199,67.7,38,98.4,2438,6.4,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.07,0.914,0.867,0.9,1,1,0,4,79,3,4-Seam Fastball,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,233,0.0,-0.091
SL,2023-08-14,90.3,-2.3,4.97,"Brash, Matt",686681,666374,single,blocked_ball,,,,,14,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,B,9,line_drive,0,1,2023,0.86,0.23,1.4,0.1,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,7.390924545374729,-131.35202312681972,-6.7264640683884735,8.651873221122408,24.90303738855536,-28.405026739863185,3.53,1.76,199,67.7,38,90.9,2910,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.04,0.914,0.867,0.9,1,1,0,4,79,2,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Strategic,Standard,65,0.0,0.043
FF,2023-08-14,97.0,-2.48,4.93,"Brash, Matt",686681,666374,single,called_strike,,,,,14,Michael Massey singles on a line drive to right fielder Teoscar Hernandez.   Bobby Witt Jr.  to 3rd.,R,L,R,2,7,S,9,line_drive,0,0,2023,-0.89,0.89,0.37,1.53,677951,669392,677951,0,9,Bot,175.83,120.4,,,663728,,,9.677278622743607,-140.9343332200063,-5.664706849473849,-13.913978381601904,27.8746345820678,-19.162595529405404,3.47,1.79,199,67.7,38,97.7,2208,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.99,0.914,0.867,0.9,1,1,0,4,79,1,4-Seam Fastball,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,233,0.0,-0.058
FF,2023-08-14,98.6,-2.6,4.92,"Brash, Matt",677951,666374,single,hit_into_play,,,,,14,Bobby Witt Jr.  singles on a ground ball to center fielder Julio Rodriguez.,R,R,R,2,7,X,8,ground_ball,3,2,2023,-1.0,1.13,0.13,1.34,677951,669392,677951,0,9,Bot,113.86,106.91,,,663728,,,9.763195950754774,-143.10171894865223,-6.887306909702002,-15.99621510667347,32.447002275697464,-15.225927112875947,3.5,1.65,13,98.1,-5,98.7,2249,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.02,0.274,0.277,0.9,1,1,0,2,78,6,4-Seam Fastball,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,229,0.134,0.311
SL,2023-08-14,89.1,-2.78,4.92,"Brash, Matt",677951,666374,single,ball,,,,,14,Bobby Witt Jr.  singles on a ground ball to center fielder Julio Rodriguez.,R,R,R,2,7,B,8,ground_ball,2,2,2023,0.6,0.39,0.1,0.42,677951,669392,677951,0,9,Bot,113.86,106.91,,,663728,,,5.832321214834862,-129.5670596015904,-5.84571098817016,5.484836810761802,28.816252973120605,-26.655927127322677,3.61,1.73,13,98.1,-5,89.2,2989,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.98,0.274,0.277,0.9,1,1,0,2,78,5,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,61,0.0,0.103
SL,2023-08-14,87.9,-2.66,5.1,"Brash, Matt",677951,666374,single,ball,,,,,12,Bobby Witt Jr.  singles on a ground ball to center fielder Julio Rodriguez.,R,R,R,2,7,B,8,ground_ball,1,2,2023,1.35,0.34,1.55,3.98,677951,669392,677951,0,9,Bot,113.86,106.91,,,663728,,,7.455323740187282,-127.84475465071446,2.6926101835593093,13.369959639242568,25.184356334253614,-29.1654054165706,3.56,1.64,13,98.1,-5,88.5,2807,6.6,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.89,0.274,0.277,0.9,1,1,0,2,78,4,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,71,0.0,0.037
SL,2023-08-14,89.5,-2.6,5.05,"Brash, Matt",677951,666374,single,ball,,,,,14,Bobby Witt Jr.  singles on a ground ball to center fielder Julio Rodriguez.,R,R,R,2,7,B,8,ground_ball,0,2,2023,1.19,0.37,1.75,2.02,677951,669392,677951,0,9,Bot,113.86,106.91,,,663728,,,8.278497178347067,-130.2935452506115,-2.332999336353545,12.080723712402538,24.76376126230166,-27.615058536963343,3.64,1.7,13,98.1,-5,90.4,2913,6.6,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,53.88,0.274,0.277,0.9,1,1,0,2,78,3,Slider,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Standard,60,0.0,0.022
FF,2023-08-14,97.4,-2.73,5.07,"Brash, Matt",677951,666374,single,called_strike,,,,,6,Bobby Witt Jr.  singles on a ground ball to center fielder Julio Rodriguez.,R,R,R,2,7,S,8,ground_ball,0,1,2023,-0.63,0.95,0.77,2.85,677951,669392,677951,0,9,Bot,113.86,106.91,,,663728,,,10.871636762445467,-141.6413137960063,-2.7178295950811404,-10.634605090066737,27.39411432474709,-18.863618123963757,3.58,1.7,13,98.1,-5,98.3,2146,6.5,716994,666374,663728,664238,668942,553993,676609,686527,677594,606192,54.0,0.274,0.277,0.9,1,1,0,2,78,2,4-Seam Fastball,0.41666666666666663,0.6000000000000001,5,6,6,5,5,6,Standard,Strategic,230,0.0,-0.047
