Rank,Athlete,Nation,D,E,ND,Total
1,Hu Xuwei,China,6.7,8.466,,15.166
2,Hashimoto Daiki,Japan,6.5,8.566,,15.066
3,Brody Malone,United States,6.5,8.466,,14.966
4,Carlo Macchini,Italy,6.7,8.266,,14.966
5,Milad Karimi,Kazakhstan,6.4,8.433,,14.833
6,Uchimura Kohei,Japan,6.6,8,,14.6
7,Illia Kovtun,Ukraine,6,8.166,,14.166
8,Ilias Georgiou,Cyprus,5.8,7.866,,13.666
