Rank,Athlete,Nation,D,E,ND,Total
1,Stephen Nedoroscik,United States,6.5,8.766,,15.266
2,Weng Hao,China,6.6,8.3,,14.9
,Kaya Kazuma,Japan,6.6,8.3,,14.9
4,Nariman Kurbanov,Kazakhstan,6.2,8.566,,14.766
5,Alec Yoder,United States,6.5,8.266,,14.766
6,Joshua Nathan,Great Britain,6.6,8.133,,14.733
7,Filip Ude,Croatia,6.1,7.733,,13.833
8,Harutyun Merdinyan,Armenia,6.2,7.2,,13.4
