Rank,Athlete,Nation,D,E,ND,Total
1,Nicola Bartolini,Italy,6.2,8.6,,14.8
2,Minami Kazuki,Japan,6.5,8.266,,14.766
3,Emil Soravuo,Finland,6,8.7,,14.7
4,Ryu Sunghyun,South Korea,6.5,8.1,,14.6
5,Carlos Yulo,Philippines,6.6,8.266,-0.3,14.566
6,Kaya Kazuma,Japan,5.9,8.633,,14.533
7,Milad Karimi,Kazakhstan,6.4,7.933,,14.333
8,Hayden Skinner,Great Britain,6.5,7.9,-0.3,14.1
