Rank,Athlete,Nation,D,E,ND,Total
1,Lan Xingyu,China,6.4,8.8,,15.2
2,Marco Lodadio,Italy,6.3,8.566,,14.866
3,Salvatore Maresca,Italy,6.2,8.633,,14.833
3,Grigoriy Klimentev,Russia,6.2,8.633,,14.833
5,Vinzenz Höck,Austria,6.2,8.533,,14.733
6,Ibrahim Colak,Turkey,6.2,8.466,,14.666
7,William Emard,Canada,6,8.533,,14.533
8,Courtney Tulloch,Great Britain,6.2,8,,14.2
