Rank,Athlete,Nation,D,E,ND,Total
1,Yu Minobe,Japan,5.8,8.2,,14
2,Polina Fedorova,Russia,5.7,8.033,,13.733
3,Filipa Martins,Portugal,5.1,8.266,,13.366
4,Dilnoza Abdusalimova,Uzbekistan,5.3,8.066,-0.1,13.266
5,Emma Nedov,Australia,5.9,6.933,-0.1,12.733
6,Eum Dayeon,South Korea,5.1,7.233,,12.333
7,Park Jisoo,South Korea,5.7,6,,11.7
8,Natsumi Sasada,Japan,5.6,5.3,-0.1,10.8
