Rank,Athlete,Nation,D,E,ND,Total
1,Zhao Shiting,China,5,8.566,,13.566
2,Emma Nedov,Australia,5.4,8.1,,13.5
3,Mana Oguchi,Japan,5.1,7.966,,13.066
4,Elena Chipizubov,Australia,5.1,7.933,,13.033
5,Lai Pin-Ju,Chinese Taipei,5.1,7.333,,12.433
6,Eom Do-hyun,South Korea,5.1,7.3,,12.4
7,Valeriia Osipova,Ukraine,5.2,6.033,,11.233
8,Oksana Chusovitina,Uzbekistan,4.5,6.033,,10.533
