"CubeId";"plimoinreg"
"PublishingDate";"2024-09-23 09:00"

"Date";"D0";"D1";"D2";"Value"
"1981";"BF";"GS";"A";"74.37758132"
"1981";"BF";"RZ";"A";"76.2517108"
"1981";"BF";"RB1";"A";"65.63650774"
"1981";"BF";"RG1";"A";"71.61150306"
"1981";"BF";"US";"A";"76.76457779"
"1981";"GF";"GS";"A";"72.98743261"
"1981";"GF";"RZ";"A";"70.33970473"
"1981";"GF";"RB1";"A";"79.38527349"
"1981";"GF";"RG1";"A";"67.70088867"
"1981";"GF";"US";"A";"69.26871242"
"1982";"EW";"GS";"A";"70.92685019"
"1982";"EW";"GS";"T";
"1982";"EW";"RZ";"A";"73.69138956"
"1982";"EW";"RZ";"T";
"1982";"EW";"RO";"A";"63.80133638"
"1982";"EW";"RO";"T";
"1982";"EW";"RI";"A";"58.77949727"
"1982";"EW";"RI";"T";
"1982";"EW";"RN";"A";"62.34657512"
"1982";"EW";"RN";"T";
"1982";"EW";"RB0";"A";"73.1718206"
"1982";"EW";"RB0";"T";
"1982";"EW";"RS";"A";"71.79623589"
"1982";"EW";"RS";"T";
"1982";"EW";"RG0";"A";"79.13345613"
"1982";"EW";"RG0";"T";
"1982";"EW";"RW";"A";"81.97616929"
"1982";"EW";"RW";"T";
"1982";"EH";"GS";"A";"76.12850595"
"1982";"EH";"GS";"T";
"1982";"EH";"RZ";"A";"74.18543533"
"1982";"EH";"RZ";"T";
"1982";"EH";"RO";"A";"70.97219718"
"1982";"EH";"RO";"T";
"1982";"EH";"RI";"A";"67.98940471"
"1982";"EH";"RI";"T";
"1982";"EH";"RN";"A";"69.35913932"
"1982";"EH";"RN";"T";
"1982";"EH";"RB0";"A";"77.4285007"
"1982";"EH";"RB0";"T";
"1982";"EH";"RS";"A";"73.41701021"
"1982";"EH";"RS";"T";
"1982";"EH";"RG0";"A";"85.16617031"
"1982";"EH";"RG0";"T";
"1982";"EH";"RW";"A";"72.59160633"
"1982";"EH";"RW";"T";
"1982";"MW";"GS";"A";"74.62977174"
"1982";"MW";"RZ";"A";"83.83570318"
"1982";"MW";"RO";"A";"73.8191414"
"1982";"MW";"RI";"A";"74.19004443"
"1982";"MW";"RN";"A";"69.89943878"
"1982";"MW";"RB0";"A";"73.17413607"
"1982";"MW";"RS";"A";"66.50227951"
"1982";"MW";"RG0";"A";"75.83478557"
"1982";"MW";"RW";"A";"57.53176993"
"1982";"BF";"GS";"A";"76.00578134"
"1982";"BF";"RZ";"A";"79.17779854"
"1982";"BF";"RB1";"A";"75.3680034"
"1982";"BF";"RG1";"A";"69.62785693"
"1982";"BF";"US";"A";"76.37109304"
"1982";"GF";"GS";"A";"68.5925562"
"1982";"GF";"RZ";"A";"63.00278967"
"1982";"GF";"RB1";"A";"81.58525411"
"1982";"GF";"RG1";"A";"63.14829682"
"1982";"GF";"US";"A";"68.5087225"
"1983";"EW";"GS";"A";"74.43078828"
"1983";"EW";"GS";"T";
"1983";"EW";"RZ";"A";"78.10736762"
"1983";"EW";"RZ";"T";
"1983";"EW";"RO";"A";"66.10071061"
"1983";"EW";"RO";"T";
"1983";"EW";"RI";"A";"63.22583245"
"1983";"EW";"RI";"T";
"1983";"EW";"RN";"A";"66.76213074"
"1983";"EW";"RN";"T";
"1983";"EW";"RB0";"A";"75.48374162"
"1983";"EW";"RB0";"T";
"1983";"EW";"RS";"A";"73.70606835"
"1983";"EW";"RS";"T";
"1983";"EW";"RG0";"A";"82.90082083"
"1983";"EW";"RG0";"T";
"1983";"EW";"RW";"A";"78.16598034"
"1983";"EW";"RW";"T";
"1983";"EH";"GS";"A";"79.30613685"
"1983";"EH";"GS";"T";
"1983";"EH";"RZ";"A";"77.40581758"
"1983";"EH";"RZ";"T";
"1983";"EH";"RO";"A";"73.27120117"
"1983";"EH";"RO";"T";
"1983";"EH";"RI";"A";"67.25853034"
"1983";"EH";"RI";"T";
"1983";"EH";"RN";"A";"73.10614775"
"1983";"EH";"RN";"T";
"1983";"EH";"RB0";"A";"79.19148724"
"1983";"EH";"RB0";"T";
"1983";"EH";"RS";"A";"76.18717706"
"1983";"EH";"RS";"T";
"1983";"EH";"RG0";"A";"90.21274091"
"1983";"EH";"RG0";"T";
"1983";"EH";"RW";"A";"78.54953087"
"1983";"EH";"RW";"T";
"1983";"MW";"GS";"A";"77.55089574"
"1983";"MW";"RZ";"A";"84.63352043"
"1983";"MW";"RO";"A";"75.75017326"
"1983";"MW";"RI";"A";"76.70427567"
"1983";"MW";"RN";"A";"71.6678682"
"1983";"MW";"RB0";"A";"74.60871136"
"1983";"MW";"RS";"A";"73.38860668"
"1983";"MW";"RG0";"A";"84.92628446"
"1983";"MW";"RW";"A";"69.00675947"
"1983";"BF";"GS";"A";"82.61854878"
"1983";"BF";"RZ";"A";"78.11347906"
"1983";"BF";"RB1";"A";"76.88118336"
"1983";"BF";"RG1";"A";"99.03957393"
"1983";"BF";"US";"A";"72.08749877"
"1983";"GF";"GS";"A";"78.78035106"
"1983";"GF";"RZ";"A";"69.91595915"
"1983";"GF";"RB1";"A";"79.82799331"
"1983";"GF";"RG1";"A";"90.34230485"
"1983";"GF";"US";"A";"77.12840379"
"1984";"EW";"GS";"A";"79.54162278"
"1984";"EW";"GS";"T";
"1984";"EW";"RZ";"A";"84.86216283"
"1984";"EW";"RZ";"T";
"1984";"EW";"RO";"A";"65.9438674"
"1984";"EW";"RO";"T";
"1984";"EW";"RI";"A";"64.14809421"
"1984";"EW";"RI";"T";
"1984";"EW";"RN";"A";"69.52487909"
"1984";"EW";"RN";"T";
"1984";"EW";"RB0";"A";"84.73975644"
"1984";"EW";"RB0";"T";
"1984";"EW";"RS";"A";"73.18879095"
"1984";"EW";"RS";"T";
"1984";"EW";"RG0";"A";"92.15272882"
"1984";"EW";"RG0";"T";
"1984";"EW";"RW";"A";"95.09073754"
"1984";"EW";"RW";"T";
"1984";"EH";"GS";"A";"83.74040803"
"1984";"EH";"GS";"T";
"1984";"EH";"RZ";"A";"79.88979112"
"1984";"EH";"RZ";"T";
"1984";"EH";"RO";"A";"74.2543663"
"1984";"EH";"RO";"T";
"1984";"EH";"RI";"A";"72.26725004"
"1984";"EH";"RI";"T";
"1984";"EH";"RN";"A";"75.68806994"
"1984";"EH";"RN";"T";
"1984";"EH";"RB0";"A";"84.93658974"
"1984";"EH";"RB0";"T";
"1984";"EH";"RS";"A";"83.89255262"
"1984";"EH";"RS";"T";
"1984";"EH";"RG0";"A";"96.94213108"
"1984";"EH";"RG0";"T";
"1984";"EH";"RW";"A";"80.53686019"
"1984";"EH";"RW";"T";
"1984";"MW";"GS";"A";"80.2112799"
"1984";"MW";"RZ";"A";"81.59389652"
"1984";"MW";"RO";"A";"75.38401761"
"1984";"MW";"RI";"A";"75.9359798"
"1984";"MW";"RN";"A";"73.25900569"
"1984";"MW";"RB0";"A";"79.81486342"
"1984";"MW";"RS";"A";"83.04499058"
"1984";"MW";"RG0";"A";"99.99357584"
"1984";"MW";"RW";"A";"74.50680427"
"1984";"BF";"GS";"A";"82.94216055"
"1984";"BF";"RZ";"A";"74.0357753"
"1984";"BF";"RB1";"A";"78.53939163"
"1984";"BF";"RG1";"A";"108.57120423"
"1984";"BF";"US";"A";"71.28211468"
"1984";"GF";"GS";"A";"79.20105877"
"1984";"GF";"RZ";"A";"74.01749811"
"1984";"GF";"RB1";"A";"98.31330761"
"1984";"GF";"RG1";"A";"78.77508339"
"1984";"GF";"US";"A";"71.7531876"
"1985";"EW";"GS";"A";"83.91257986"
"1985";"EW";"GS";"T";"87.74410996"
"1985";"EW";"RZ";"A";"95.53126382"
"1985";"EW";"RZ";"T";"91.60880579"
"1985";"EW";"RO";"A";"72.37134478"
"1985";"EW";"RO";"T";"81.01270561"
"1985";"EW";"RI";"A";"68.88189634"
"1985";"EW";"RI";"T";"83.11936293"
"1985";"EW";"RN";"A";"76.4242898"
"1985";"EW";"RN";"T";"81.62393932"
"1985";"EW";"RB0";"A";"84.56893619"
"1985";"EW";"RB0";"T";"87.84130166"
"1985";"EW";"RS";"A";"75.02388277"
"1985";"EW";"RS";"T";"87.20979974"
"1985";"EW";"RG0";"A";"97.04112959"
"1985";"EW";"RG0";"T";"98.89629387"
"1985";"EW";"RW";"A";"88.09628955"
"1985";"EW";"RW";"T";"94.88965192"
"1985";"EH";"GS";"A";"87.82903143"
"1985";"EH";"GS";"T";"79.11472608"
"1985";"EH";"RZ";"A";"88.20467642"
"1985";"EH";"RZ";"T";"81.91867569"
"1985";"EH";"RO";"A";"78.51057867"
"1985";"EH";"RO";"T";"75.13642938"
"1985";"EH";"RI";"A";"73.7956891"
"1985";"EH";"RI";"T";"74.46751611"
"1985";"EH";"RN";"A";"78.67315102"
"1985";"EH";"RN";"T";"75.5270385"
"1985";"EH";"RB0";"A";"91.11245615"
"1985";"EH";"RB0";"T";"78.85784082"
"1985";"EH";"RS";"A";"78.77344741"
"1985";"EH";"RS";"T";"77.37489838"
"1985";"EH";"RG0";"A";"97.98134394"
"1985";"EH";"RG0";"T";"93.75887267"
"1985";"EH";"RW";"A";"86.82270959"
"1985";"EH";"RW";"T";"84.90588965"
"1985";"MW";"GS";"A";"84.10455993"
"1985";"MW";"RZ";"A";"90.10025397"
"1985";"MW";"RO";"A";"77.18396316"
"1985";"MW";"RI";"A";"78.16280645"
"1985";"MW";"RN";"A";"75.59180813"
"1985";"MW";"RB0";"A";"81.31364697"
"1985";"MW";"RS";"A";"89.57431875"
"1985";"MW";"RG0";"A";"104.36064347"
"1985";"MW";"RW";"A";"79.29990727"
"1985";"BF";"GS";"A";"83.20665218"
"1985";"BF";"RZ";"A";"73.05524004"
"1985";"BF";"RB1";"A";"78.37182738"
"1985";"BF";"RG1";"A";"102.48950293"
"1985";"BF";"US";"A";"84.03098244"
"1985";"GF";"GS";"A";"79.01786916"
"1985";"GF";"RZ";"A";"70.71139722"
"1985";"GF";"RB1";"A";"84.10423715"
"1985";"GF";"RG1";"A";"97.69059778"
"1985";"GF";"US";"A";"73.82603847"
"1986";"EW";"GS";"A";"88.45578138"
"1986";"EW";"GS";"T";"89.62278157"
"1986";"EW";"RZ";"A";"96.72950545"
"1986";"EW";"RZ";"T";"90.49933259"
"1986";"EW";"RO";"A";"77.00049572"
"1986";"EW";"RO";"T";"85.24076465"
"1986";"EW";"RI";"A";"71.98399651"
"1986";"EW";"RI";"T";"85.11192352"
"1986";"EW";"RN";"A";"77.40695184"
"1986";"EW";"RN";"T";"83.08730186"
"1986";"EW";"RB0";"A";"89.41496818"
"1986";"EW";"RB0";"T";"87.65271377"
"1986";"EW";"RS";"A";"78.13480883"
"1986";"EW";"RS";"T";"89.70721268"
"1986";"EW";"RG0";"A";"111.26159451"
"1986";"EW";"RG0";"T";"101.45493922"
"1986";"EW";"RW";"A";"100.4445503"
"1986";"EW";"RW";"T";"98.82704565"
"1986";"EH";"GS";"A";"93.09401187"
"1986";"EH";"GS";"T";"79.5724876"
"1986";"EH";"RZ";"A";"92.57967933"
"1986";"EH";"RZ";"T";"81.88161271"
"1986";"EH";"RO";"A";"85.08041396"
"1986";"EH";"RO";"T";"76.83971007"
"1986";"EH";"RI";"A";"79.23224348"
"1986";"EH";"RI";"T";"75.57871289"
"1986";"EH";"RN";"A";"84.05884355"
"1986";"EH";"RN";"T";"76.40922427"
"1986";"EH";"RB0";"A";"94.59943876"
"1986";"EH";"RB0";"T";"79.08766471"
"1986";"EH";"RS";"A";"80.38770973"
"1986";"EH";"RS";"T";"76.91624832"
"1986";"EH";"RG0";"A";"106.79811309"
"1986";"EH";"RG0";"T";"94.01806002"
"1986";"EH";"RW";"A";"88.17499176"
"1986";"EH";"RW";"T";"84.93775701"
"1986";"MW";"GS";"A";"86.14829105"
"1986";"MW";"RZ";"A";"86.7441779"
"1986";"MW";"RO";"A";"79.32285688"
"1986";"MW";"RI";"A";"81.39263029"
"1986";"MW";"RN";"A";"77.47125402"
"1986";"MW";"RB0";"A";"86.16897813"
"1986";"MW";"RS";"A";"92.54371642"
"1986";"MW";"RG0";"A";"112.25414463"
"1986";"MW";"RW";"A";"86.38290389"
"1986";"BF";"GS";"A";"95.45679554"
"1986";"BF";"RZ";"A";"88.81929379"
"1986";"BF";"RB1";"A";"83.95524457"
"1986";"BF";"RG1";"A";"122.48055895"
"1986";"BF";"US";"A";"89.32350763"
"1986";"GF";"GS";"A";"78.99182118"
"1986";"GF";"RZ";"A";"77.33796447"
"1986";"GF";"RB1";"A";"77.26463084"
"1986";"GF";"RG1";"A";"93.56113201"
"1986";"GF";"US";"A";"70.42432904"
"1987";"EW";"GS";"A";"96.10660343"
"1987";"EW";"GS";"T";"93.50914316"
"1987";"EW";"RZ";"A";"103.85684245"
"1987";"EW";"RZ";"T";"95.02193702"
"1987";"EW";"RO";"A";"86.33804438"
"1987";"EW";"RO";"T";"89.83872499"
"1987";"EW";"RI";"A";"81.36395722"
"1987";"EW";"RI";"T";"90.5187038"
"1987";"EW";"RN";"A";"80.66037205"
"1987";"EW";"RN";"T";"85.87210032"
"1987";"EW";"RB0";"A";"92.80004123"
"1987";"EW";"RB0";"T";"90.9656296"
"1987";"EW";"RS";"A";"85.1230348"
"1987";"EW";"RS";"T";"92.51978606"
"1987";"EW";"RG0";"A";"129.8615236"
"1987";"EW";"RG0";"T";"109.22385048"
"1987";"EW";"RW";"A";"102.16395054"
"1987";"EW";"RW";"T";"101.60718347"
"1987";"EH";"GS";"A";"99.36901453"
"1987";"EH";"GS";"T";"80.57729774"
"1987";"EH";"RZ";"A";"100.39893441"
"1987";"EH";"RZ";"T";"85.13977025"
"1987";"EH";"RO";"A";"86.74547611"
"1987";"EH";"RO";"T";"77.03976788"
"1987";"EH";"RI";"A";"83.08497804"
"1987";"EH";"RI";"T";"77.69412855"
"1987";"EH";"RN";"A";"92.84135739"
"1987";"EH";"RN";"T";"78.18068153"
"1987";"EH";"RB0";"A";"97.27021752"
"1987";"EH";"RB0";"T";"79.58685456"
"1987";"EH";"RS";"A";"84.83068609"
"1987";"EH";"RS";"T";"76.61990033"
"1987";"EH";"RG0";"A";"115.29067117"
"1987";"EH";"RG0";"T";"94.10565386"
"1987";"EH";"RW";"A";"91.90958485"
"1987";"EH";"RW";"T";"84.86633346"
"1987";"MW";"GS";"A";"91.85507712"
"1987";"MW";"RZ";"A";"91.45358266"
"1987";"MW";"RO";"A";"87.03256532"
"1987";"MW";"RI";"A";"88.18150121"
"1987";"MW";"RN";"A";"81.92840071"
"1987";"MW";"RB0";"A";"92.98531398"
"1987";"MW";"RS";"A";"99.34593965"
"1987";"MW";"RG0";"A";"121.59389807"
"1987";"MW";"RW";"A";"97.3947529"
"1987";"BF";"GS";"A";"98.97733422"
"1987";"BF";"RZ";"A";"95.11787497"
"1987";"BF";"RB1";"A";"82.97956187"
"1987";"BF";"RG1";"A";"132.47334354"
"1987";"BF";"US";"A";"89.91264737"
"1987";"GF";"GS";"A";"93.1131762"
"1987";"GF";"RZ";"A";"93.17227694"
"1987";"GF";"RB1";"A";"88.49104373"
"1987";"GF";"RG1";"A";"113.33615159"
"1987";"GF";"US";"A";"82.7059182"
"1988";"EW";"GS";"A";"106.53214174"
"1988";"EW";"GS";"T";"99.2905681"
"1988";"EW";"RZ";"A";"118.51259562"
"1988";"EW";"RZ";"T";"101.53820962"
"1988";"EW";"RO";"A";"94.55704479"
"1988";"EW";"RO";"T";"95.58410561"
"1988";"EW";"RI";"A";"91.4986868"
"1988";"EW";"RI";"T";"96.13107267"
"1988";"EW";"RN";"A";"94.11228617"
"1988";"EW";"RN";"T";"92.45054144"
"1988";"EW";"RB0";"A";"104.73012629"
"1988";"EW";"RB0";"T";"97.70389908"
"1988";"EW";"RS";"A";"90.07493714"
"1988";"EW";"RS";"T";"96.84482207"
"1988";"EW";"RG0";"A";"143.13612489"
"1988";"EW";"RG0";"T";"117.03076729"
"1988";"EW";"RW";"A";"110.70531235"
"1988";"EW";"RW";"T";"106.74613312"
"1988";"EH";"GS";"A";"114.24955392"
"1988";"EH";"GS";"T";"84.64773395"
"1988";"EH";"RZ";"A";"112.87411483"
"1988";"EH";"RZ";"T";"89.94390389"
"1988";"EH";"RO";"A";"98.51482542"
"1988";"EH";"RO";"T";"80.84417311"
"1988";"EH";"RI";"A";"108.73188779"
"1988";"EH";"RI";"T";"89.01879299"
"1988";"EH";"RN";"A";"102.3433279"
"1988";"EH";"RN";"T";"81.56442422"
"1988";"EH";"RB0";"A";"110.73934643"
"1988";"EH";"RB0";"T";"84.29811389"
"1988";"EH";"RS";"A";"86.86798968"
"1988";"EH";"RS";"T";"77.64116604"
"1988";"EH";"RG0";"A";"135.69191343"
"1988";"EH";"RG0";"T";"102.04170863"
"1988";"EH";"RW";"A";"100.17039013"
"1988";"EH";"RW";"T";"86.34078443"
"1988";"MW";"GS";"A";"102.30838359"
"1988";"MW";"RZ";"A";"110.28833201"
"1988";"MW";"RO";"A";"95.33148193"
"1988";"MW";"RI";"A";"95.27650815"
"1988";"MW";"RN";"A";"89.66376957"
"1988";"MW";"RB0";"A";"102.81854925"
"1988";"MW";"RS";"A";"106.42733746"
"1988";"MW";"RG0";"A";"133.86620118"
"1988";"MW";"RW";"A";"107.95808679"
"1988";"BF";"GS";"A";"108.20556852"
"1988";"BF";"RZ";"A";"112.02784706"
"1988";"BF";"RB1";"A";"84.29449277"
"1988";"BF";"RG1";"A";"143.77478268"
"1988";"BF";"US";"A";"92.56301335"
"1988";"GF";"GS";"A";"99.29921805"
"1988";"GF";"RZ";"A";"94.59625658"
"1988";"GF";"RB1";"A";"102.52075204"
"1988";"GF";"RG1";"A";"121.99793657"
"1988";"GF";"US";"A";"91.79692097"
"1989";"EW";"GS";"A";"117.15313964"
"1989";"EW";"GS";"T";"106.82848256"
"1989";"EW";"RZ";"A";"137.21919205"
"1989";"EW";"RZ";"T";"114.63486615"
"1989";"EW";"RO";"A";"105.52022453"
"1989";"EW";"RO";"T";"101.66297039"
"1989";"EW";"RI";"A";"104.39981749"
"1989";"EW";"RI";"T";"104.59095179"
"1989";"EW";"RN";"A";"108.86726503"
"1989";"EW";"RN";"T";"101.13375548"
"1989";"EW";"RB0";"A";"119.27353912"
"1989";"EW";"RB0";"T";"107.91501463"
"1989";"EW";"RS";"A";"97.82390768"
"1989";"EW";"RS";"T";"100.99095764"
"1989";"EW";"RG0";"A";"141.96798656"
"1989";"EW";"RG0";"T";"126.5071293"
"1989";"EW";"RW";"A";"116.51656187"
"1989";"EW";"RW";"T";"112.16622337"
"1989";"EH";"GS";"A";"128.82407807"
"1989";"EH";"GS";"T";"92.33469235"
"1989";"EH";"RZ";"A";"134.7513272"
"1989";"EH";"RZ";"T";"102.48526257"
"1989";"EH";"RO";"A";"111.04589327"
"1989";"EH";"RO";"T";"87.50214274"
"1989";"EH";"RI";"A";"121.49698983"
"1989";"EH";"RI";"T";"96.77154893"
"1989";"EH";"RN";"A";"118.30457123"
"1989";"EH";"RN";"T";"89.59001759"
"1989";"EH";"RB0";"A";"125.14297034"
"1989";"EH";"RB0";"T";"92.37669017"
"1989";"EH";"RS";"A";"96.89581157"
"1989";"EH";"RS";"T";"82.04119184"
"1989";"EH";"RG0";"A";"142.52513596"
"1989";"EH";"RG0";"T";"108.78326378"
"1989";"EH";"RW";"A";"116.14454915"
"1989";"EH";"RW";"T";"94.39212487"
"1989";"MW";"GS";"A";"116.30808854"
"1989";"MW";"RZ";"A";"127.9283265"
"1989";"MW";"RO";"A";"109.76018142"
"1989";"MW";"RI";"A";"112.77592441"
"1989";"MW";"RN";"A";"101.68127353"
"1989";"MW";"RB0";"A";"114.19772168"
"1989";"MW";"RS";"A";"110.62577729"
"1989";"MW";"RG0";"A";"146.94979963"
"1989";"MW";"RW";"A";"122.51921807"
"1989";"BF";"GS";"A";"117.45447262"
"1989";"BF";"RZ";"A";"129.01799618"
"1989";"BF";"RB1";"A";"94.88471068"
"1989";"BF";"RG1";"A";"145.87414665"
"1989";"BF";"US";"A";"97.21938742"
"1989";"GF";"GS";"A";"104.78555642"
"1989";"GF";"RZ";"A";"110.11838961"
"1989";"GF";"RB1";"A";"94.40333215"
"1989";"GF";"RG1";"A";"121.02547336"
"1989";"GF";"US";"A";"90.61510056"
"1990";"EW";"GS";"A";"122.83717158"
"1990";"EW";"GS";"T";"112.16118559"
"1990";"EW";"RZ";"A";"151.05329402"
"1990";"EW";"RZ";"T";"120.68982177"
"1990";"EW";"RO";"A";"114.09341755"
"1990";"EW";"RO";"T";"108.17448504"
"1990";"EW";"RI";"A";"115.44818091"
"1990";"EW";"RI";"T";"110.61245127"
"1990";"EW";"RN";"A";"120.25705523"
"1990";"EW";"RN";"T";"108.18502783"
"1990";"EW";"RB0";"A";"125.63606846"
"1990";"EW";"RB0";"T";"114.33211399"
"1990";"EW";"RS";"A";"105.91637865"
"1990";"EW";"RS";"T";"105.57301386"
"1990";"EW";"RG0";"A";"131.57640933"
"1990";"EW";"RG0";"T";"126.29129309"
"1990";"EW";"RW";"A";"123.95844828"
"1990";"EW";"RW";"T";"118.47592304"
"1990";"EH";"GS";"A";"128.46662032"
"1990";"EH";"GS";"T";"100.49765393"
"1990";"EH";"RZ";"A";"141.73209492"
"1990";"EH";"RZ";"T";"112.4056361"
"1990";"EH";"RO";"A";"121.06219064"
"1990";"EH";"RO";"T";"96.07892739"
"1990";"EH";"RI";"A";"123.10494181"
"1990";"EH";"RI";"T";"103.85732426"
"1990";"EH";"RN";"A";"125.38799828"
"1990";"EH";"RN";"T";"98.41363858"
"1990";"EH";"RB0";"A";"129.66808208"
"1990";"EH";"RB0";"T";"101.40203311"
"1990";"EH";"RS";"A";"104.61745773"
"1990";"EH";"RS";"T";"89.7822706"
"1990";"EH";"RG0";"A";"121.43573861"
"1990";"EH";"RG0";"T";"108.25035944"
"1990";"EH";"RW";"A";"120.99834881"
"1990";"EH";"RW";"T";"104.77015953"
"1990";"MW";"GS";"A";"137.73712861"
"1990";"MW";"RZ";"A";"152.95425323"
"1990";"MW";"RO";"A";"131.79304948"
"1990";"MW";"RI";"A";"138.79538066"
"1990";"MW";"RN";"A";"119.58486689"
"1990";"MW";"RB0";"A";"134.42144865"
"1990";"MW";"RS";"A";"120.88158595"
"1990";"MW";"RG0";"A";"156.81273732"
"1990";"MW";"RW";"A";"137.80006903"
"1990";"BF";"GS";"A";"134.68370116"
"1990";"BF";"RZ";"A";"150.80957168"
"1990";"BF";"RB1";"A";"110.70509453"
"1990";"BF";"RG1";"A";"148.51262213"
"1990";"BF";"US";"A";"114.91004313"
"1990";"GF";"GS";"A";"117.04677847"
"1990";"GF";"RZ";"A";"114.98096535"
"1990";"GF";"RB1";"A";"116.27880795"
"1990";"GF";"RG1";"A";"134.5121292"
"1990";"GF";"US";"A";"109.90840939"
"1991";"EW";"GS";"A";"121.8454291"
"1991";"EW";"GS";"T";"115.8829422"
"1991";"EW";"RZ";"A";"144.48463105"
"1991";"EW";"RZ";"T";"124.78339721"
"1991";"EW";"RO";"A";"116.29058142"
"1991";"EW";"RO";"T";"112.35840585"
"1991";"EW";"RI";"A";"116.81751411"
"1991";"EW";"RI";"T";"115.7401508"
"1991";"EW";"RN";"A";"121.53627174"
"1991";"EW";"RN";"T";"113.23510904"
"1991";"EW";"RB0";"A";"127.87593997"
"1991";"EW";"RB0";"T";"118.90204504"
"1991";"EW";"RS";"A";"105.82653905"
"1991";"EW";"RS";"T";"108.22685571"
"1991";"EW";"RG0";"A";"125.53655572"
"1991";"EW";"RG0";"T";"128.4899244"
"1991";"EW";"RW";"A";"126.00379437"
"1991";"EW";"RW";"T";"121.75774915"
"1991";"EH";"GS";"A";"126.34543658"
"1991";"EH";"GS";"T";"101.600718"
"1991";"EH";"RZ";"A";"138.58601687"
"1991";"EH";"RZ";"T";"111.35591965"
"1991";"EH";"RO";"A";"122.14566007"
"1991";"EH";"RO";"T";"99.10617936"
"1991";"EH";"RI";"A";"126.74676688"
"1991";"EH";"RI";"T";"106.22925114"
"1991";"EH";"RN";"A";"121.14283644"
"1991";"EH";"RN";"T";"98.05932952"
"1991";"EH";"RB0";"A";"132.35676904"
"1991";"EH";"RB0";"T";"103.4888902"
"1991";"EH";"RS";"A";"109.40758401"
"1991";"EH";"RS";"T";"93.78754625"
"1991";"EH";"RG0";"A";"115.27352077"
"1991";"EH";"RG0";"T";"104.18737147"
"1991";"EH";"RW";"A";"116.7618388"
"1991";"EH";"RW";"T";"105.47291589"
"1991";"MW";"GS";"A";"155.3151217"
"1991";"MW";"RZ";"A";"171.75424164"
"1991";"MW";"RO";"A";"143.32386275"
"1991";"MW";"RI";"A";"159.48457471"
"1991";"MW";"RN";"A";"140.50593206"
"1991";"MW";"RB0";"A";"150.71226241"
"1991";"MW";"RS";"A";"129.44797824"
"1991";"MW";"RG0";"A";"158.26435532"
"1991";"MW";"RW";"A";"147.46804161"
"1991";"BF";"GS";"A";"136.11267789"
"1991";"BF";"RZ";"A";"146.84761261"
"1991";"BF";"RB1";"A";"116.98075144"
"1991";"BF";"RG1";"A";"145.47505832"
"1991";"BF";"US";"A";"121.41135516"
"1991";"GF";"GS";"A";"127.25482508"
"1991";"GF";"RZ";"A";"137.75597787"
"1991";"GF";"RB1";"A";"115.22770356"
"1991";"GF";"RG1";"A";"135.41947634"
"1991";"GF";"US";"A";"110.93470983"
"1992";"EW";"GS";"A";"116.64363969"
"1992";"EW";"GS";"T";"114.29544962"
"1992";"EW";"RZ";"A";"138.57397571"
"1992";"EW";"RZ";"T";"122.08404986"
"1992";"EW";"RO";"A";"116.14982046"
"1992";"EW";"RO";"T";"112.23843478"
"1992";"EW";"RI";"A";"117.44959948"
"1992";"EW";"RI";"T";"116.43229454"
"1992";"EW";"RN";"A";"114.71806485"
"1992";"EW";"RN";"T";"111.23759391"
"1992";"EW";"RB0";"A";"122.8915952"
"1992";"EW";"RB0";"T";"116.52058625"
"1992";"EW";"RS";"A";"103.27595045"
"1992";"EW";"RS";"T";"107.9538997"
"1992";"EW";"RG0";"A";"113.07894141"
"1992";"EW";"RG0";"T";"121.56750815"
"1992";"EW";"RW";"A";"122.59457191"
"1992";"EW";"RW";"T";"120.11218723"
"1992";"EH";"GS";"A";"120.78477163"
"1992";"EH";"GS";"T";"101.24739436"
"1992";"EH";"RZ";"A";"129.797283"
"1992";"EH";"RZ";"T";"110.47366824"
"1992";"EH";"RO";"A";"117.96799313"
"1992";"EH";"RO";"T";"99.42870187"
"1992";"EH";"RI";"A";"114.64947645"
"1992";"EH";"RI";"T";"104.93550537"
"1992";"EH";"RN";"A";"118.62995163"
"1992";"EH";"RN";"T";"99.00599148"
"1992";"EH";"RB0";"A";"126.54108628"
"1992";"EH";"RB0";"T";"103.07046265"
"1992";"EH";"RS";"A";"104.45473899"
"1992";"EH";"RS";"T";"93.25916986"
"1992";"EH";"RG0";"A";"112.0966269"
"1992";"EH";"RG0";"T";"101.90421897"
"1992";"EH";"RW";"A";"113.25721487"
"1992";"EH";"RW";"T";"104.66725238"
"1992";"MW";"GS";"A";"157.06972105"
"1992";"MW";"RZ";"A";"166.72340795"
"1992";"MW";"RO";"A";"151.81922915"
"1992";"MW";"RI";"A";"160.44345857"
"1992";"MW";"RN";"A";"150.69494408"
"1992";"MW";"RB0";"A";"154.45957467"
"1992";"MW";"RS";"A";"128.12485437"
"1992";"MW";"RG0";"A";"146.06303835"
"1992";"MW";"RW";"A";"144.7454715"
"1992";"BF";"GS";"A";"123.566311"
"1992";"BF";"RZ";"A";"127.86267855"
"1992";"BF";"RB1";"A";"115.61743808"
"1992";"BF";"RG1";"A";"127.33920282"
"1992";"BF";"US";"A";"116.8890531"
"1992";"GF";"GS";"A";"121.06812457"
"1992";"GF";"RZ";"A";"117.7810203"
"1992";"GF";"RB1";"A";"103.76305218"
