Name,VT,UB,BB,FX,AA,year
Ashlee Sullivan,14.1,12.35,10.2,12.45,49.1,2021
Ashlee Sullivan,13.9,12.6,13.5,12.85,52.85,2022
Ashlee Sullivan,13.35,13.0,13.6,13.6,53.55,2022
Ashlee Sullivan,13.1,13.3,13.45,12.8,52.65,2022
Ashlee Sullivan,13.4,9.95,12.85,13.35,49.55,2023
Ashlee Sullivan,13.2,12.95,12.2,13.1,51.45,2023
Ashlee Sullivan,13.55,12.55,13.2,13.55,52.85,2023
Ashlee Sullivan,13.1,12.55,13.8,12.65,52.1,2023
Ashlee Sullivan,13.6,12.6,13.2,13.35,52.75,2023
