Rank,Athlete,Nation,D,E,ND,Total,year,round
1,Simone Biles,USA,6.8,9.25,0.0,16.05,2015,final
2,Erika Fasana,ITA,6.0,8.9,0.0,14.9,2015,final
3,Aly Raisman,USA,6.3,8.85,-0.3,14.85,2015,final
4,Ellie Black,CAN,5.7,8.65,0.0,14.25,2015,final
5,Isabela Onyshko,CAN,5.6,8.55,0.0,14.15,2015,final
6,Martina Rizzelli,ITA,5.7,8.2,0.0,13.9,2015,final
7,Anne Kuhm,FRA,5.1,8.2,0.0,13.2,2015,final
8,Camille Bahl,FRA,5.1,7.95,0.0,12.75,2015,final
