Rank,Athlete,Nation,D,E,ND,Total
1,Jade Carey,United States,6.2,8.266,,14.466
2,Lara Mori,Italy,5.6,7.833,,13.433
3,Vanessa Ferrari,Italy,5.2,8.1,,13.3
4,Marta Pihan-Kulesza,Poland,5.4,7.933,-0.1,13.233
5,Marine Boyer,France,5,8.2,,13.2
6,Varvara Zubova,Russia,5.1,8,,13.1
7,Kim Bui,Germany,5.2,7.833,,13.033
8,Coline Devillard,France,4.8,7.9,-0.3,12.4
