Rank,Athlete,Nation,D,E,ND,Total
1,Anastasia Iliankova,RUS,6.1,8.5,0.0,14.6
2,Ragan Smith,USA,6.0,8.567,0.0,14.567
3,Angelina Melnikova,RUS,5.9,8.433,0.0,14.333
4,Alyona Shchennikova,USA,6.0,8.167,0.0,14.167
5,Lorette Charpy,FRA,5.5,8.1,0.0,13.6
6,Jade Barbosa,BRA,5.5,8.033,0.0,13.533
7,Giada Grisetti,ITA,5.7,7.8,0.0,13.5
8,Guo Fangting,CHN,4.7,8.033,0.0,12.733
