Rank,Athlete,Nation,D,E,ND,Total,round,year
1,Ashton Locklear,USA,6.4,8.575,0.0,14.975,final,2014
2,Madison Kocian,USA,6.3,8.525,0.0,14.825,final,2014
3,Ahtziri Sandoval,MEX,5.6,7.5,0.0,13.1,final,2014
4,Leticia Costa,BRA,5.3,7.775,0.0,13.075,final,2014
5,Alexa Moreno,MEX,5.4,7.625,0.0,13.025,final,2014
6,Marcela Sandoval,COL,5.0,7.675,0.0,12.675,final,2014
7,Jessica Lopez,VEN,5.8,6.375,0.0,12.175,final,2014
8,Maria Cecilia Cruz,BRA,4.2,6.875,0.0,11.075,final,2014
