Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,13.4,9.95,12.85,13.35,49.55
aug 24-27,U.S. Championships,QF,13.2,12.95,12.2,13.1,51.45
30-Apr,Pan American Trials,AA,13.55,12.55,13.2,13.55,52.85
Mar 17-19,DTB Pokal Team Challenge,EF,0,0,12.4,0,0
Mar 17-19,DTB Pokal Team Challenge,AA,13.1,12.55,13.8,12.65,52.1
Feb 23-26,Winter Cup,AA,13.6,12.6,13.2,13.35,52.75
Feb 17-19,WOGA Classic,AA,0,11.3,12,0,0
