"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2023-06-02","86.4","-1.61","6.78","Verlander, Justin",595281,434378,,"blocked_ball",,,,,14,"Kevin Kiermaier grounds into a force out, second baseman Jeff McNeil to shortstop Francisco Lindor.   Alejandro Kirk out at 2nd.    Kevin Kiermaier to 1st.","R","L","R","NYM","TOR","B",,,0,2,2023,"0.34","0.24","0.47","0.93",,,672386,1,5,"Top",,,,,682626,,,4.246522180276562,-125.70031863897864,-8.266854598227471,2.925295734873603,22.25478983922912,-28.348645448602014,"3.31","1.61",,,,"86.6",2528,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.37",,,,,,,,33,3,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",155,"0","0.036"
"CU","2023-06-02","78.1","-1.75","6.86","Verlander, Justin",595281,434378,,"foul",,,,,13,"Kevin Kiermaier grounds into a force out, second baseman Jeff McNeil to shortstop Francisco Lindor.   Alejandro Kirk out at 2nd.    Kevin Kiermaier to 1st.","R","L","R","NYM","TOR","S",,,0,1,2023,"0.59","-1.34","-0.2","1.31",,,672386,1,5,"Top",,,,,682626,,,2.2594912398342095,-113.75030685473764,-2.5914522635302473,4.63173244842221,21.8609327608728,-43.45620251392213,"3.45","1.61",3,"65.8",-23,"77.9",2649,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.28",,,,,,,,33,2,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",34,"0","-0.069"
"FF","2023-06-02","94.1","-1.44","7.01","Verlander, Justin",595281,434378,,"foul",,,,,2,"Kevin Kiermaier grounds into a force out, second baseman Jeff McNeil to shortstop Francisco Lindor.   Alejandro Kirk out at 2nd.    Kevin Kiermaier to 1st.","R","L","R","NYM","TOR","S",,,0,0,2023,"-0.4","1.54","0.22","3.05",,,672386,1,5,"Top",,,,,682626,,,5.160547071691946,-136.81732674375343,-7.977611705089025,-6.165737653888536,28.53460786833776,-11.240077903515354,"3.45","1.61",212,"75.8",44,"93.8",2415,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.46",,,,,,,,33,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",200,"0","-0.052"
"FF","2023-06-02","94.4","-0.98","7.01","Verlander, Justin",672386,434378,"single","hit_into_play",,,,,2,"Alejandro Kirk singles on a ground ball to center fielder Brandon Nimmo.","R","R","R","NYM","TOR","X",8,"ground_ball",2,2,2023,"-0.51","1.52","0.18","2.56",,,,1,5,"Top",125.39,141.77,,,682626,,,4.127977488270384,-137.16320691242544,-9.208661756335387,-7.338316927517304,29.24724279300715,-11.19831973489389,"3","1.42",120,"101.6",5,"94",2353,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.43",0.546,0.515,"0.9",1,1,0,4,32,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",204,"-0.026","0.289"
"FF","2023-06-02","94.7","-1.09","6.89","Verlander, Justin",672386,434378,,"ball",,,,,14,"Alejandro Kirk singles on a ground ball to center fielder Brandon Nimmo.","R","R","R","NYM","TOR","B",,,1,2,2023,"-0.39","1.62","1.88","1.94",,,,1,5,"Top",,,,,682626,,,8.564529913709896,-137.3811332781414,-10.838867117997262,-6.692179070531254,28.33254552768283,-9.401316132905054,"2.97","1.42",,,,"94.5",2313,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.3",,,,,,,,32,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",204,"0","0.028"
"CU","2023-06-02","78.8","-1.52","6.7","Verlander, Justin",672386,434378,,"ball",,,,,14,"Alejandro Kirk singles on a ground ball to center fielder Brandon Nimmo.","R","R","R","NYM","TOR","B",,,0,2,2023,"0.92","-0.8","0.73","0.62",,,,1,5,"Top",,,,,682626,,,3.176779448315097,-114.67130736657518,-4.875634129451258,7.509838375525502,21.671993888246607,-38.552467744411906,"2.86","1.42",,,,"78.7",2703,"6.3",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.23",,,,,,,,32,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",34,"0","0.013"
"SL","2023-06-02","85","-1.49","6.82","Verlander, Justin",672386,434378,,"foul",,,,,6,"Alejandro Kirk singles on a ground ball to center fielder Brandon Nimmo.","R","R","R","NYM","TOR","S",,,0,1,2023,"0.49","-0.2","0.29","2.14",,,,1,5,"Top",,,,,682626,,,3.169089371830765,-123.89553461985868,-4.348057023157338,4.602714121487974,20.541329006014777,-33.72998656032526,"3","1.42",2,"58.4",-53,"85.3",2674,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.46",,,,,,,,32,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",107,"0","-0.037"
"SL","2023-06-02","84.8","-1.46","6.83","Verlander, Justin",672386,434378,,"called_strike",,,,,3,"Alejandro Kirk singles on a ground ball to center fielder Brandon Nimmo.","R","R","R","NYM","TOR","S",,,0,0,2023,"0.32","0.16","0.8","2.99",,,,1,5,"Top",,,,,682626,,,4.625988911960263,-123.62604087157857,-3.073295113708013,2.5256927526427644,21.607742624027484,-30.20744360474045,"2.97","1.42",,,,"85.2",2643,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.33",,,,,,,,32,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",131,"0","-0.027"
"SL","2023-06-02","84.8","-1.34","6.85","Verlander, Justin",662139,434378,"strikeout","called_strike",,,,,6,"Daulton Varsho called out on strikes.","R","L","R","NYM","TOR","S",2,,0,2,2023,"0.54","-0.03","0.8","2.19",,,,0,5,"Top",,,,,682626,,,3.9289485100288872,-123.59744935450259,-4.628373113051864,4.933063500281227,20.398939195407355,-31.863567734227782,"3.23","1.52",,,,"85.3",2670,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.34",,,"0",1,0,0,,31,3,"Slider",0,1,1,0,1,0,1,0,"Strategic","Standard",112,"0.023","-0.15"
"CU","2023-06-02","79.4","-1.61","6.81","Verlander, Justin",662139,434378,,"called_strike",,,,,3,"Daulton Varsho called out on strikes.","R","L","R","NYM","TOR","S",,,0,1,2023,"0.58","-1.06","0.61","3.03",,,,0,5,"Top",,,,,682626,,,3.7709353454141548,-115.66109068935378,0.4444087704130153,4.472042951425106,21.45082036307475,-41.98178615672749,"3.23","1.52",,,,"79.1",2768,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.49",,,,,,,,31,2,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",41,"0","-0.048"
"CH","2023-06-02","85.1","-1.68","6.8","Verlander, Justin",662139,434378,,"called_strike",,,,,5,"Daulton Varsho called out on strikes.","R","L","R","NYM","TOR","S",,,0,0,2023,"-1.44","0.31","0.16","2.65",,,,0,5,"Top",,,,,682626,,,7.157202791513895,-123.69692666131587,-4.01607755511521,-16.236539521184792,24.57068753902631,-28.425637297726613,"3.2","1.52",,,,"84.7",1657,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.45",,,,,,,,31,1,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",232,"0","-0.038"
"FF","2023-06-02","93.5","-1.37","6.99","Verlander, Justin",593160,434378,"grounded_into_double_play","hit_into_play",,,,,8,"Whit Merrifield grounds into a double play, first baseman Pete Alonso to shortstop Francisco Lindor to pitcher Justin Verlander.   Brandon Belt out at 2nd.    Whit Merrifield out at 1st.","R","R","R","NYM","TOR","X",3,"ground_ball",1,2,2023,"-0.62","1.56","0.27","1.91",,,474832,1,4,"Top",153.87,172.07,,,682626,,,5.570791361792875,-135.7351641282955,-10.693133058245575,-8.86353506798702,30.82969218580811,-10.662455200070038,"3.31","1.54",5,"95.9",-17,"92.9",2405,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.33",0.134,0.121,"0",1,0,0,2,27,6,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",206,"0.052","-0.308"
"FF","2023-06-02","93.9","-1.22","7","Verlander, Justin",593160,434378,,"foul",,,,,5,"Whit Merrifield grounds into a double play, first baseman Pete Alonso to shortstop Francisco Lindor to pitcher Justin Verlander.   Brandon Belt out at 2nd.    Whit Merrifield out at 1st.","R","R","R","NYM","TOR","S",,,1,2,2023,"-0.47","1.58","0.08","2.42",,,474832,1,4,"Top",,,,,682626,,,4.382377199257299,-136.44667231041043,-9.596031815926338,-6.77069173298684,29.747580844159756,-10.538028028794752,"3.31","1.54",176,"80.9",65,"93.6",2361,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.31",,,,,,,,27,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",205,"0","0"
"SL","2023-06-02","86.3","-1.5","6.91","Verlander, Justin",593160,434378,,"foul",,,,,8,"Whit Merrifield grounds into a double play, first baseman Pete Alonso to shortstop Francisco Lindor to pitcher Justin Verlander.   Brandon Belt out at 2nd.    Whit Merrifield out at 1st.","R","R","R","NYM","TOR","S",,,1,2,2023,"0.38","0.06","0.13","2.06",,,474832,1,4,"Top",,,,,682626,,,3.090202609484399,-125.619473667881,-5.468586628881587,3.479055025591418,23.746254176183506,-30.69726988002212,"3.31","1.54",261,"76.6",32,"86.3",2686,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.35",,,,,,,,27,4,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",122,"0","0"
"CU","2023-06-02","77.9","-1.67","6.88","Verlander, Justin",593160,434378,,"called_strike",,,,,5,"Whit Merrifield grounds into a double play, first baseman Pete Alonso to shortstop Francisco Lindor to pitcher Justin Verlander.   Brandon Belt out at 2nd.    Whit Merrifield out at 1st.","R","R","R","NYM","TOR","S",,,1,1,2023,"0.59","-1.24","-0.17","2.59",,,474832,1,4,"Top",,,,,682626,,,2.1448435864172906,-113.48095625970416,-0.013908113463160676,4.662488459827972,22.305509584888057,-43.02634198467787,"3.22","1.54",,,,"77.5",2622,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.37",,,,,,,,27,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",45,"0","-0.063"
"FF","2023-06-02","93.5","-1.38","7.01","Verlander, Justin",593160,434378,,"ball",,,,,11,"Whit Merrifield grounds into a double play, first baseman Pete Alonso to shortstop Francisco Lindor to pitcher Justin Verlander.   Brandon Belt out at 2nd.    Whit Merrifield out at 1st.","R","R","R","NYM","TOR","B",,,0,1,2023,"-0.49","1.54","-1.34","4.42",,,474832,1,4,"Top",,,,,682626,,,1.1835328248797896,-136.10167685950537,-4.315229485522846,-6.3652601726968285,29.6002267368198,-12.26557532729349,"3.2","1.54",,,,"93.1",2368,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.49",,,,,,,,27,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",203,"0","0.031"
"SL","2023-06-02","83.8","-1.64","6.96","Verlander, Justin",593160,434378,,"called_strike",,,,,2,"Whit Merrifield grounds into a double play, first baseman Pete Alonso to shortstop Francisco Lindor to pitcher Justin Verlander.   Brandon Belt out at 2nd.    Whit Merrifield out at 1st.","R","R","R","NYM","TOR","S",,,0,0,2023,"0.58","-0.15","-0.23","3.22",,,474832,1,4,"Top",,,,,682626,,,2.1113844876925483,-122.14622279488464,-1.9478225084403824,5.35260941393167,23.79314146918897,-33.505457006907015,"3.22","1.54",,,,"83.7",2462,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.37",,,,,,,,27,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",105,"0","-0.052"
"SL","2023-06-02","86.1","-1.61","6.81","Verlander, Justin",656305,434378,"strikeout","called_strike",,,,,6,"Matt Chapman called out on strikes.","R","R","R","NYM","TOR","S",2,,1,2,2023,"0.59","-0.19","0.56","2.27",,,474832,0,4,"Top",,,,,682626,,,3.9435493800353383,-125.32220728107204,-4.187438762576991,5.514253917477068,24.45315009881003,-33.52140908198466,"3.3","1.62",,,,"86.2",2612,"6.3",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.23",,,"0",1,0,0,,26,4,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",98,"0.033","-0.248"
"SL","2023-06-02","86","-1.59","6.86","Verlander, Justin",656305,434378,,"blocked_ball",,,,,14,"Matt Chapman called out on strikes.","R","R","R","NYM","TOR","B",,,0,2,2023,"0.65","0.05","0.52","0.58",,,474832,0,4,"Top",,,,,682626,,,3.6906195016595587,-125.12952766110733,-8.77392765984668,6.161065334966444,23.0446424712039,-30.20860574844909,"3.32","1.62",,,,"86.1",2717,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.37",,,,,,,,26,3,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",135,"0","0.011"
"SL","2023-06-02","85.2","-1.61","6.93","Verlander, Justin",656305,434378,,"foul_tip",,,,,4,"Matt Chapman called out on strikes.","R","R","R","NYM","TOR","S",,,0,1,2023,"0.57","-0.15","-0.46","2.39",,,474832,0,4,"Top",,,,,682626,,,1.5633851631120994,-124.15880356686614,-4.077430781560275,5.57581649115627,24.40599107525435,-33.121823977361814,"3.41","1.62",,,,"85.1",2595,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.42",,,,,,,,26,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",99,"0","-0.058"
"SL","2023-06-02","84.7","-1.75","6.91","Verlander, Justin",656305,434378,,"foul",,,,,8,"Matt Chapman called out on strikes.","R","R","R","NYM","TOR","S",,,0,0,2023,"0.54","-0.05","0.01","1.58",,,474832,0,4,"Top",,,,,682626,,,3.0184508646501857,-123.26964939545765,-5.9897845848939735,4.888581673487317,24.281838316015097,-31.68524806620509,"3.41","1.62",16,"79.2",-5,"84.5",2612,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.38",,,,,,,,26,1,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",155,"0","-0.055"
"FF","2023-06-02","94.1","-1.29","6.93","Verlander, Justin",474832,434378,"walk","ball",,,,,12,"Brandon Belt walks.","R","L","R","NYM","TOR","B",,,3,1,2023,"-0.72","1.45","0.07","3.67",,,,0,4,"Top",,,,,682626,,,5.091254544346801,-136.8386990967173,-5.928653668183297,-10.152407742705769,31.462390188535576,-12.860919916997139,"3.16","1.56",,,,"93.5",2460,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.44",,,"0.7",1,0,0,,25,5,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",203,"-0.035","0.234"
"FF","2023-06-02","92.6","-1.37","6.99","Verlander, Justin",474832,434378,,"called_strike",,,,,2,"Brandon Belt walks.","R","L","R","NYM","TOR","S",,,3,0,2023,"-0.84","1.32","-0.26","3.29",,,,0,4,"Top",,,,,682626,,,4.623360735867748,-134.63036705628943,-6.461851472414317,-11.202458172997485,30.207364382935577,-14.925124756133577,"3.31","1.47",,,,"92",2343,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.45",,,,,,,,25,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",211,"0","-0.078"
"FF","2023-06-02","92.9","-1.39","6.91","Verlander, Justin",474832,434378,,"ball",,,,,11,"Brandon Belt walks.","R","L","R","NYM","TOR","B",,,2,0,2023,"-0.94","1.38","-0.35","3.87",,,,0,4,"Top",,,,,682626,,,4.7057519884508565,-135.14082012379404,-4.98622537606933,-12.599118281195203,31.280578564239086,-14.37334170234593,"3.16","1.56",,,,"92.3",2386,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.38",,,,,,,,25,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard",209,"0","0.136"
"FF","2023-06-02","93.5","-1.33","7.02","Verlander, Justin",474832,434378,,"ball",,,,,11,"Brandon Belt walks.","R","L","R","NYM","TOR","B",,,1,0,2023,"-0.69","1.48","-0.87","3.4",,,,0,4,"Top",,,,,682626,,,2.6990822601853233,-135.9859869149137,-6.78904204313388,-9.114518553322696,30.87214419575577,-12.50038890836218,"3.16","1.56",,,,"93",2414,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.39",,,,,,,,25,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",209,"0","0.065"
"CH","2023-06-02","84.6","-1.64","6.87","Verlander, Justin",474832,434378,,"ball",,,,,14,"Brandon Belt walks.","R","L","R","NYM","TOR","B",,,0,0,2023,"-1.29","0.34","0.57","1.06",,,,0,4,"Top",,,,,682626,,,7.678344338654694,-122.79997950858983,-7.861437577383116,-14.553880704538955,23.65660248623691,-27.309565302681925,"3.19","1.56",,,,"84.4",1685,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.26",,,,,,,,25,1,"Changeup",0,1,1,0,1,0,1,0,"Strategic","Standard",233,"0","0.037"
"SL","2023-06-02","85.8","-1.66","6.8","Verlander, Justin",665489,434378,"strikeout","swinging_strike_blocked",,,,,14,"Vladimir Guerrero Jr.  strikes out swinging.","R","R","R","NYM","TOR","S",2,,0,2,2023,"0.4","0.02","0.6","0.92",,,666182,2,3,"Top",,,,,682626,,,4.523358226133201,-124.85160908484029,-7.71771137942638,3.3176849742500902,23.380567862519964,-30.717787610751074,"3.69","1.69",,,,"85.9",2609,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.32",,,"0",1,0,0,,19,3,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",140,"0.023","-0.161"
"CU","2023-06-02","77.8","-1.66","6.88","Verlander, Justin",665489,434378,,"foul",,,,,13,"Vladimir Guerrero Jr.  strikes out swinging.","R","R","R","NYM","TOR","S",,,0,1,2023,"0.56","-1.18","-0.95","2.25",,,666182,2,3,"Top",,,,,682626,,,0.4820890501127213,-113.41913685820508,-0.8933259284813269,4.782089196205434,20.709388580733634,-42.42295019538045,"3.69","1.69",365,"104.5",45,"77.6",2756,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.48",,,,,,,,19,2,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",42,"0","-0.041"
"FF","2023-06-02","94.3","-1.42","7","Verlander, Justin",665489,434378,,"foul",,,,,3,"Vladimir Guerrero Jr.  strikes out swinging.","R","R","R","NYM","TOR","S",,,0,0,2023,"-0.38","1.69","0.35","3.15",,,666182,2,3,"Top",,,,,682626,,,5.417351932707707,-137.14361528719232,-8.07777874715804,-5.935071006769964,28.398301465379017,-9.238939610387778,"3.69","1.69",,,,"94.3",2417,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.34",,,,,,,,19,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",204,"0","-0.038"
"CU","2023-06-02","81.4","-1.5","6.73","Verlander, Justin",666182,434378,"single","hit_into_play",,,,,9,"Bo Bichette singles on a ground ball to left fielder Mark Canha.","R","R","R","NYM","TOR","X",7,"ground_ball",0,2,2023,"0.27","-1.07","0.76","1.75",,,,2,3,"Top",117.1,183.51,,,682626,,,4.5366374843408686,-118.52023864213528,-2.5689721600373465,1.7746664423356038,21.392777592525686,-42.063204722638666,"3.67","1.69",53,"95.9",1,"81.4",2674,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.38",0.397,0.395,"0.9",1,1,0,4,18,5,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",37,"-0.013","0.177"
"FF","2023-06-02","94.4","-1.13","6.95","Verlander, Justin",666182,434378,,"foul",,,,,1,"Bo Bichette singles on a ground ball to left fielder Mark Canha.","R","R","R","NYM","TOR","S",,,0,2,2023,"-0.48","1.53","-0.49","3.39",,,,2,3,"Top",,,,,682626,,,2.6961405258547346,-137.3953228816276,-6.99381058945385,-6.624842948212464,27.676296729957524,-11.44892147383381,"3.67","1.69",191,"66.9",37,"94.3",2411,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.48",,,,,,,,18,4,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",204,"0","0"
"FF","2023-06-02","94","-1.21","7","Verlander, Justin",666182,434378,,"foul",,,,,2,"Bo Bichette singles on a ground ball to left fielder Mark Canha.","R","R","R","NYM","TOR","S",,,0,2,2023,"-0.64","1.37","0.19","3.7",,,,2,3,"Top",,,,,682626,,,5.003515766449731,-136.80087645878965,-5.8668577249217595,-9.096939405521889,29.019754453439315,-13.88900765792064,"3.67","1.69",269,"82.5",37,"93.8",2367,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.42",,,,,,,,18,3,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",203,"0","0"
"SL","2023-06-02","86","-1.38","6.88","Verlander, Justin",666182,434378,,"foul",,,,,3,"Bo Bichette singles on a ground ball to left fielder Mark Canha.","R","R","R","NYM","TOR","S",,,0,1,2023,"0.77","-0.12","0.42","3.4",,,,2,3,"Top",,,,,682626,,,2.7094591125980525,-125.2698302521972,-1.7667444491324886,7.544828623071505,25.205181233103698,-33.31889548546407,"3.67","1.69",315,"90",30,"85.9",2486,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.33",,,,,,,,18,2,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",134,"0","-0.026"
"FF","2023-06-02","94.3","-1.29","6.95","Verlander, Justin",666182,434378,,"foul",,,,,6,"Bo Bichette singles on a ground ball to left fielder Mark Canha.","R","R","R","NYM","TOR","S",,,0,0,2023,"-0.4","1.71","0.61","2.89",,,,2,3,"Top",,,,,682626,,,5.808905377525545,-137.0709584172961,-8.62238573388308,-6.286632213440121,29.387768646740202,-8.86570367038726,"3.67","1.69",275,"88.9",45,"94.2",2426,"6.2",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.3",,,,,,,,18,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",205,"0","-0.019"
"SL","2023-06-02","86.6","-1.42","6.87","Verlander, Justin",543807,434378,"strikeout","called_strike",,,,,8,"George Springer called out on strikes.","R","R","R","NYM","TOR","S",2,,2,2,2023,"0.46","-0.1","0.17","1.82",,,,1,3,"Top",,,,,682626,,,2.8236102523029576,-126.10656632107394,-5.66727584241333,4.381885380406369,24.99200839184906,-32.311164685707816,"3.37","1.61",,,,"86.5",2578,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.4",,,"0",1,0,0,,17,5,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",116,"0.016","-0.147"
"SL","2023-06-02","86","-1.52","6.9","Verlander, Justin",543807,434378,,"foul",,,,,5,"George Springer called out on strikes.","R","R","R","NYM","TOR","S",,,2,1,2023,"0.77","0.02","0.07","2.3",,,,1,3,"Top",,,,,682626,,,2.207939446703393,-125.22629684936523,-4.671601395356543,7.589835247578922,26.4584814511248,-31.19119256075745,"3.51","1.61",189,"67",28,"85.6",2584,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.42",,,,,,,,17,4,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",131,"0","-0.05"
"SL","2023-06-02","87.1","-1.43","6.88","Verlander, Justin",543807,434378,,"ball",,,,,14,"George Springer called out on strikes.","R","R","R","NYM","TOR","B",,,1,1,2023,"0.46","0.17","1.3","1.34",,,,1,3,"Top",,,,,682626,,,5.598653465455339,-126.63467476143967,-7.477109246525631,3.8541137983578087,24.476448672019885,-29.10351021307317,"3.54","1.61",,,,"87",2706,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.37",,,,,,,,17,3,"Slider",0,1,1,0,1,0,1,0,"Standard","Standard",139,"0","0.034"
"FF","2023-06-02","94.3","-1.15","7.04","Verlander, Justin",543807,434378,,"foul",,,,,2,"George Springer called out on strikes.","R","R","R","NYM","TOR","S",,,1,0,2023,"-0.63","1.52","0.06","3.39",,,,1,3,"Top",,,,,682626,,,4.534007815905476,-137.17417394033396,-7.141150856852875,-8.933881825720587,31.07248549593814,-11.654514530056513,"3.51","1.61",210,"71.3",42,"93.9",2376,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.38",,,,,,,,17,2,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",197,"0","-0.033"
"FF","2023-06-02","94.6","-1.35","6.97","Verlander, Justin",543807,434378,,"ball",,,,,3,"George Springer called out on strikes.","R","R","R","NYM","TOR","B",,,0,0,2023,"-0.68","1.55","0.49","3.6",,,,1,3,"Top",,,,,682626,,,6.2972938623199735,-137.61109495001946,-6.547083404098114,-10.058914826588127,30.399590208453738,-11.15080407449696,"3.54","1.61",,,,"94.3",2349,"6.1",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.36",,,,,,,,17,1,"4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard",203,"0","0.026"
"CU","2023-06-02","79.2","-1.4","6.82","Verlander, Justin",595281,434378,"field_out","hit_into_play",,,,,6,"Kevin Kiermaier grounds out, first baseman Pete Alonso to pitcher Justin Verlander.","R","L","R","NYM","TOR","X",3,"ground_ball",1,2,2023,"0.56","-1.31","0.52","2.58",,,,0,3,"Top",160.39,154.91,,,682626,,,3.1411161541077925,-115.25950378471502,0.0193708437650566,4.346430188529347,22.97465570565488,-44.061716172830536,"3.45","1.61",14,"95.9",-9,"78.5",2732,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.54",0.211,0.192,"0",1,0,0,2,16,4,"Curveball",0,1,1,0,1,0,1,0,"Strategic","Standard",46,"0.021","-0.171"
"CU","2023-06-02","77.2","-1.55","6.99","Verlander, Justin",595281,434378,,"swinging_strike",,,,,8,"Kevin Kiermaier grounds out, first baseman Pete Alonso to pitcher Justin Verlander.","R","L","R","NYM","TOR","S",,,1,1,2023,"0.45","-1.16","0.27","1.75",,,,0,3,"Top",,,,,682626,,,3.0332004588929817,-112.31952409928829,-2.0129050833514777,3.177400643030962,21.721528941301653,-41.81700136881936,"3.45","1.61",,,,"76.6",2643,"6",717929,434378,682626,624413,643446,683146,596019,592192,607043,516782,"54.51",,,,,,,,16,3,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",41,"0","-0.053"
