"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2023-07-01","86.8","-1.86","6.73","Verlander, Justin",596103,434378,,"swinging_strike",,,,,14,"Austin Slater walks.","R","R","R","NYM","SF","S",,,0,0,2023,"0.57","0.2","0.52","1.6",,666165,,2,7,"Top",,,,,682626,,,4.511045086781875,-126.36070420879297,-6.520903351062182,5.280979602784468,24.977731626184585,-28.958426502353127,"3.47","1.73",,,,"86.8",2623,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.29",,,,,,,,48,1,"Slider",4,1,1,4,1,4,1,4,"Standard","Standard",147,"0","-0.054"
"FF","2023-07-01","96.8","-1.61","6.7","Verlander, Justin",666165,434378,"double","hit_into_play",,,,,1,"Blake Sabol doubles (8) on a sharp fly ball to center fielder Brandon Nimmo.","R","L","R","NYM","SF","X",8,"fly_ball",1,2,2023,"-0.79","1.4","-0.67","3.04",,,,2,7,"Top",75.27,51.05,,,682626,,,4.312299086538066,-140.74719458125514,-7.342069512758064,-11.551253249892817,33.746075152452086,-12.153992524136697,"3.55","1.74",361,"101.3",25,"96.4",2468,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.26",0.611,1.026,"1.25",1,1,1,6,47,5,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Strategic","Standard",213,"-0.017","0.265"
"FF","2023-07-01","95.7","-1.68","6.72","Verlander, Justin",666165,434378,,"foul",,,,,1,"Blake Sabol doubles (8) on a sharp fly ball to center fielder Brandon Nimmo.","R","L","R","NYM","SF","S",,,1,2,2023,"-0.59","1.43","-0.33","3.2",,,,2,7,"Top",,,,,682626,,,4.870973948095021,-139.2262081129402,-6.87628783300957,-8.759357504217466,28.898642661609717,-12.18713960106679,"3.55","1.74",218,"84.8",56,"95.3",2455,"5.9",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.61",,,,,,,,47,4,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Strategic","Standard",209,"0","0"
"CU","2023-07-01","79.2","-1.78","6.76","Verlander, Justin",666165,434378,,"foul",,,,,13,"Blake Sabol doubles (8) on a sharp fly ball to center fielder Brandon Nimmo.","R","L","R","NYM","SF","S",,,1,1,2023,"0.76","-0.99","-0.06","1.57",,,,2,7,"Top",,,,,682626,,,2.3189155259078147,-115.37424593538837,-2.7214018556613997,6.40674294883583,21.24664903980867,-40.735263618371555,"3.55","1.74",,,,"78.7",2852,"5.8",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.67",,,,,,,,47,3,"Curveball",4,1,1,4,1,4,1,4,"Strategic","Standard",40,"0","-0.028"
"SL","2023-07-01","84.8","-1.6","6.81","Verlander, Justin",666165,434378,,"called_strike",,,,,2,"Blake Sabol doubles (8) on a sharp fly ball to center fielder Brandon Nimmo.","R","L","R","NYM","SF","S",,,1,0,2023,"0.26","0","0.1","3.27",,,,2,7,"Top",,,,,682626,,,3.4214818187853817,-123.72036982727083,-2.101807359063991,2.1852316654500847,19.373013813554824,-32.06032470948262,"3.46","1.74",,,,"85",2618,"5.8",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.69",,,,,,,,47,2,"Slider",4,1,1,4,1,4,1,4,"Strategic","Standard",117,"0","-0.022"
"FF","2023-07-01","95.4","-1.53","6.79","Verlander, Justin",666165,434378,,"ball",,,,,14,"Blake Sabol doubles (8) on a sharp fly ball to center fielder Brandon Nimmo.","R","L","R","NYM","SF","B",,,0,0,2023,"-0.82","1.34","1.31","2.14",,,,2,7,"Top",,,,,682626,,,9.23369343240889,-138.4292562129506,-9.535839958475558,-12.477817699871535,28.90584025107716,-12.906570860214213,"3.43","1.71",,,,"94.9",2565,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.51",,,,,,,,47,1,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Strategic","Standard",207,"0","0.019"
"SL","2023-07-01","87.6","-1.9","6.74","Verlander, Justin",642731,434378,"grounded_into_double_play","hit_into_play",,,,,6,"Thairo Estrada grounds into a double play, shortstop Francisco Lindor to second baseman Luis Guillorme to first baseman Pete Alonso.   J.D. Davis scores.    Patrick Bailey out at 2nd.    Thairo Estrada out at 1st.","R","R","R","NYM","SF","X",6,"ground_ball",0,0,2023,"0.41","0.47","0.48","2.38",605204,,672275,0,7,"Top",112.67,149.65,,,682626,,,4.888167058002023,-127.53109918021345,-5.462163588325327,3.6962774727718792,22.75555614639689,-26.135949222114956,"3.41","1.66",42,"106.2",-1,"87.9",2677,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.34",0.491,0.458,"0",1,0,0,4,46,1,"Slider",4,0,0,4,1,4,1,4,"Standard","Standard",153,"0.082","-0.526"
"FF","2023-07-01","94.4","-1.82","6.82","Verlander, Justin",672275,434378,"fielders_choice","hit_into_play",,,,,2,"Patrick Bailey reaches on a fielder's choice, fielded by first baseman Pete Alonso.   J.D. Davis to 3rd.  J.D. Davis advances to 3rd, on a throwing error by first baseman Pete Alonso.","R","L","R","NYM","SF","X",3,"ground_ball",2,2,2023,"-0.62","1.45","0.11","3.06",,,605204,0,7,"Top",147.21,169.04,,,682626,,,6.310929491557665,-137.1421745016726,-7.23494256623928,-9.174081561682204,30.560889581272477,-12.470840618289412,"3.33","1.6",30,"95.6",-4,"93.5",2425,"5.8",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.66",0.283,0.274,"0.9",1,0,0,2,45,5,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",211,"-0.065","0.742"
"FF","2023-07-01","95.5","-1.58","6.9","Verlander, Justin",672275,434378,,"ball",,,,,11,"Patrick Bailey reaches on a fielder's choice, fielded by first baseman Pete Alonso.   J.D. Davis to 3rd.  J.D. Davis advances to 3rd, on a throwing error by first baseman Pete Alonso.","R","L","R","NYM","SF","B",,,1,2,2023,"-0.66","1.53","-0.03","4.59",,,605204,0,7,"Top",,,,,682626,,,5.559012481523673,-138.9096436645596,-3.89794021289799,-9.77781953411997,31.842501004192837,-11.647498168890447,"3.35","1.68",,,,"95.1",2534,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.38",,,,,,,,45,4,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",202,"0","0.06"
"CU","2023-07-01","80.1","-1.97","6.82","Verlander, Justin",672275,434378,,"swinging_strike",,,,,11,"Patrick Bailey reaches on a fielder's choice, fielded by first baseman Pete Alonso.   J.D. Davis to 3rd.  J.D. Davis advances to 3rd, on a throwing error by first baseman Pete Alonso.","R","L","R","NYM","SF","S",,,1,1,2023,"0.39","-1.09","-0.97","3",,,605204,0,7,"Top",,,,,682626,,,1.4564587759390422,-116.6947866419975,0.31002431677052256,3.3203865474443655,22.209216631172524,-42.38871298708614,"3.33","1.6",,,,"79.8",2609,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.46",,,,,,,,45,3,"Curveball",4,0,0,4,0,4,0,4,"Strategic","Standard",49,"0","-0.081"
"FF","2023-07-01","94.3","-1.74","6.77","Verlander, Justin",672275,434378,,"foul",,,,,6,"Patrick Bailey reaches on a fielder's choice, fielded by first baseman Pete Alonso.   J.D. Davis to 3rd.  J.D. Davis advances to 3rd, on a throwing error by first baseman Pete Alonso.","R","L","R","NYM","SF","S",,,1,0,2023,"-0.6","1.63","0.78","2.49",,,605204,0,7,"Top",,,,,682626,,,7.851981800306359,-136.82809641646307,-9.013031455053996,-9.273362059675188,31.41443988318042,-9.785519368721552,"3.33","1.6",266,"97.6",21,"93.9",2517,"6.3",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.18",,,,,,,,45,2,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Standard","Standard",206,"0","-0.062"
"SL","2023-07-01","86.2","-1.98","6.79","Verlander, Justin",672275,434378,,"ball",,,,,14,"Patrick Bailey reaches on a fielder's choice, fielded by first baseman Pete Alonso.   J.D. Davis to 3rd.  J.D. Davis advances to 3rd, on a throwing error by first baseman Pete Alonso.","R","L","R","NYM","SF","B",,,0,0,2023,"0.67","0.24","1.29","1.33",,,605204,0,7,"Top",,,,,682626,,,6.3981483678970195,-125.28253998711263,-7.1885632965031965,5.838580376446187,24.866983241910397,-28.442490423738466,"3.4","1.68",,,,"86.1",2725,"6.3",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.24",,,,,,,,45,1,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",142,"0","0.041"
"SL","2023-07-01","86.2","-1.67","6.76","Verlander, Justin",605204,434378,"single","hit_into_play",,,,,5,"J.D. Davis singles on a ground ball to left fielder Tommy Pham.","R","R","R","NYM","SF","X",7,"ground_ball",2,2,2023,"0.19","0.08","-0.17","2.27",,,,0,7,"Top",105.66,158.83,,,682626,,,3.1954246498096746,-125.57457365702268,-4.639688561693415,1.38241465845686,24.67500121313215,-30.63476163352419,"3.53","1.67",26,"99",-4,"86.3",2629,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.28",0.263,0.237,"0.9",1,1,0,2,44,5,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",153,"-0.026","0.419"
"SL","2023-07-01","87.4","-1.55","6.71","Verlander, Justin",605204,434378,,"ball",,,,,14,"J.D. Davis singles on a ground ball to left fielder Tommy Pham.","R","R","R","NYM","SF","B",,,1,2,2023,"0.35","0.11","1.08","2.29",,,,0,7,"Top",,,,,682626,,,5.635942947453553,-127.2125639965249,-4.702027136705224,2.566910527405619,26.828167919140935,-30.229117723419066,"3.69","1.91",,,,"87.5",2726,"6.4",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.12",,,,,,,,44,4,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",147,"0","0.037"
"SL","2023-07-01","87.5","-1.62","6.75","Verlander, Justin",605204,434378,,"swinging_strike",,,,,9,"J.D. Davis singles on a ground ball to left fielder Tommy Pham.","R","R","R","NYM","SF","S",,,1,1,2023,"0.2","0.15","0.63","1.56",,,,0,7,"Top",,,,,682626,,,5.006470015815933,-127.2722467630009,-6.646628820889703,1.1558664154833056,27.053686847872978,-29.378535497354235,"3.53","1.67",,,,"87.1",2526,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.33",,,,,,,,44,3,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",165,"0","-0.053"
"SL","2023-07-01","88.7","-1.8","6.72","Verlander, Justin",605204,434378,,"ball",,,,,14,"J.D. Davis singles on a ground ball to left fielder Tommy Pham.","R","R","R","NYM","SF","B",,,0,1,2023,"0.25","0.52","0.68","0.67",,,,0,7,"Top",,,,,682626,,,5.530441345979806,-128.8823696749776,-9.835820938224463,1.762976250556381,23.331239702478456,-24.65877092770112,"3.69","1.85",,,,"88.7",2734,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.43",,,,,,,,44,2,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",186,"0","0.027"
"SL","2023-07-01","85.3","-1.81","6.78","Verlander, Justin",605204,434378,,"swinging_strike",,,,,13,"J.D. Davis singles on a ground ball to left fielder Tommy Pham.","R","R","R","NYM","SF","S",,,0,0,2023,"0.01","0.35","-0.06","1.25",,,,0,7,"Top",,,,,682626,,,4.099723772687212,-124.21900024746195,-7.4822276601537485,-0.6361895092845887,20.969691679440366,-27.451522714320127,"3.53","1.67",,,,"85.6",2731,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.4",,,,,,,,44,1,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",168,"0","-0.038"
"CU","2023-07-01","79.6","-1.75","6.75","Verlander, Justin",527038,434378,"field_out","hit_into_play",,,,,9,"Wilmer Flores lines out to third baseman Brett Baty.","R","R","R","NYM","SF","X",5,"line_drive",1,1,2023,"0.69","-1.25","0.53","1.42",,682641,,2,6,"Top",92.25,164.78,,,682626,,,3.6975979992984693,-115.83944296560057,-2.596061980593893,5.512065927761934,22.014636701500823,-43.11298953996283,"3.17","1.52",123,"81.1",10,"79.4",2800,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.34",0.463,0.444,"0",1,0,0,4,40,3,"Curveball",4,0,0,4,0,4,0,4,"Standard","Standard",43,"0.017","-0.307"
"FF","2023-07-01","95.1","-1.58","6.91","Verlander, Justin",527038,434378,,"ball",,,,,11,"Wilmer Flores lines out to third baseman Brett Baty.","R","R","R","NYM","SF","B",,,0,1,2023,"-0.66","1.63","-0.5","3.43",,682641,,2,6,"Top",,,,,682626,,,4.320584540137019,-138.29697690868815,-7.072530708346877,-9.45755870702016,32.65773503787593,-9.88111908245334,"3.14","1.65",,,,"94.6",2467,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.34",,,,,,,,40,2,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Standard","Standard",206,"0","0.026"
"CU","2023-07-01","79.4","-1.77","6.84","Verlander, Justin",527038,434378,,"called_strike",,,,,8,"Wilmer Flores lines out to third baseman Brett Baty.","R","R","R","NYM","SF","S",,,0,0,2023,"0.79","-1.48","-0.05","1.84",,682641,,2,6,"Top",,,,,682626,,,2.268963309124188,-115.58913284939884,-1.330506609388456,6.55068353846698,24.282015401198755,-45.26837886383231,"3.17","1.52",,,,"78.9",2870,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.31",,,,,,,,40,1,"Curveball",4,0,0,4,0,4,0,4,"Standard","Standard",45,"0","-0.054"
"SL","2023-07-01","88","-1.83","6.71","Verlander, Justin",592626,434378,"strikeout","called_strike",,,,,9,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","S",2,,3,2,2023,"0.35","0.27","0.65","2.36",,682641,,1,6,"Top",,,,,682626,,,5.278910590214795,-128.16736966168136,-5.065674552889691,2.9142286300009053,23.7207031327559,-28.401272809520478,"3.58","1.88",,,,"88.1",2587,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.43",,,"0",1,0,0,,39,8,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",145,"0.023","-0.388"
"SL","2023-07-01","86.8","-1.77","6.77","Verlander, Justin",592626,434378,,"foul",,,,,14,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","S",,,3,2,2023,"0.62","0","0.81","1.32",,682641,,1,6,"Top",,,,,682626,,,4.888176964295729,-126.38137265745257,-6.937690485643603,5.900036586134384,21.826355018174603,-31.188346491618383,"3.47","1.74",196,"100.8",12,"87.1",2694,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.42",,,,,,,,39,7,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",137,"0","0"
"SL","2023-07-01","88.1","-1.85","6.77","Verlander, Justin",592626,434378,,"foul",,,,,6,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","S",,,3,2,2023,"0.03","0.56","0.45","2.42",,682641,,1,6,"Top",,,,,682626,,,5.50702583357202,-128.3587761457612,-5.747988420487958,-0.5296669229064271,21.440001523469896,-25.108689181087893,"3.47","1.74",27,"103",-4,"88.8",2681,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.29",,,,,,,,39,6,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",159,"0","0"
"SL","2023-07-01","86","-1.74","6.83","Verlander, Justin",592626,434378,,"foul",,,,,14,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","S",,,3,1,2023,"0.5","-0.01","0.58","1.44",,682641,,1,6,"Top",,,,,682626,,,4.447503557042411,-125.04673142640856,-6.474368916353763,4.406072007414685,24.964018823801002,-31.1432643670425,"3.47","1.74",6,"75.3",-16,"85.6",2588,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.45",,,,,,,,39,5,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",143,"0","-0.076"
"CU","2023-07-01","80.4","-1.61","6.85","Verlander, Justin",592626,434378,,"ball",,,,,14,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","B",,,2,1,2023,"0.7","-1.1","1.12","1.12",,682641,,1,6,"Top",,,,,682626,,,4.684411412382821,-116.94499288673295,-3.8584428380501086,5.490064365153402,23.543213132628228,-41.696200286553086,"3.46","1.79",,,,"79.9",2725,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.41",,,,,,,,39,4,"Curveball",4,0,0,4,0,4,0,4,"Strategic","Standard",43,"0","0.081"
"SL","2023-07-01","88.5","-1.79","6.79","Verlander, Justin",592626,434378,,"blocked_ball",,,,,14,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","B",,,1,1,2023,"0.37","0.14","1.22","0.76",,682641,,1,6,"Top",,,,,682626,,,6.532780417452971,-128.62748336222424,-8.963497742706673,2.9997999203967805,23.176522657150553,-29.074722398613066,"3.52","1.82",,,,"88.5",2720,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.42",,,,,,,,39,3,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",155,"0","0.051"
"SL","2023-07-01","86.8","-1.75","6.85","Verlander, Justin",592626,434378,,"foul",,,,,9,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","S",,,1,0,2023,"0.62","0.02","0.83","1.9",,682641,,1,6,"Top",,,,,682626,,,4.886990416334543,-126.28654137604823,-5.687128623023132,5.654350752048015,24.853376973922238,-31.043891682836172,"3.47","1.74",80,"99.7",3,"86.5",2705,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.5",,,,,,,,39,2,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",143,"0","-0.065"
"SL","2023-07-01","86.6","-1.88","6.81","Verlander, Justin",592626,434378,,"ball",,,,,14,"Joc Pederson called out on strikes.","R","L","R","NYM","SF","B",,,0,0,2023,"0.51","0","1.64","0.5",,,682641,1,6,"Top",,,,,682626,,,7.311224085658785,-125.79065385792354,-8.846419801599346,4.10868298792139,23.591902694984913,-30.662505314143985,"3.66","1.91",,,,"86.4",2715,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.4",,,,,,,,39,1,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",133,"-0.008","0.043"
"CU","2023-07-01","77.2","-1.59","6.87","Verlander, Justin",682641,434378,"single","hit_into_play",,,,,5,"Luis Matos singles on a sharp line drive to left fielder Tommy Pham.","R","R","R","NYM","SF","X",7,"line_drive",0,0,2023,"0.79","-1.18","0.05","2.41",,,,1,6,"Top",50.95,98.88,,,682626,,,2.062229725451587,-112.45822145219647,-0.40286674051344784,6.29595066016809,20.47645258219917,-42.360325009651966,"3.43","1.66",267,"105",12,"77",2720,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.38",0.917,0.93,"0.9",1,1,0,4,38,1,"Curveball",4,0,0,4,0,4,0,4,"Standard","Standard",44,"-0.017","0.267"
"FF","2023-07-01","93.9","-1.52","6.86","Verlander, Justin",543063,434378,"field_out","hit_into_play",,,,,3,"Brandon Crawford pops out to second baseman Luis Guillorme.","R","L","R","NYM","SF","X",4,"popup",2,1,2023,"-0.57","1.44","0.71","2.97",,,,0,6,"Top",143.57,158.74,,,682626,,,7.008790201354471,-136.36827744877633,-7.470179479085334,-8.701813972093966,29.924671436692307,-12.69532408886401,"3.4","1.63",86,"77.2",73,"93.4",2312,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.39",0.001,0,"0",1,0,0,3,37,4,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",206,"0.015","-0.277"
"FF","2023-07-01","93.3","-1.54","6.82","Verlander, Justin",543063,434378,,"foul",,,,,11,"Brandon Crawford pops out to second baseman Luis Guillorme.","R","L","R","NYM","SF","S",,,2,0,2023,"-0.74","1.74","-0.5","3.57",,,,0,6,"Top",,,,,682626,,,4.298005988874993,-135.6383802892011,-6.352856107851216,-10.130564693172028,31.026824645952274,-9.51858799273235,"3.4","1.63",253,"75.9",47,"92.7",2406,"6.1",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.42",,,,,,,,37,3,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",206,"0","-0.06"
"FF","2023-07-01","93.7","-1.5","6.9","Verlander, Justin",543063,434378,,"ball",,,,,12,"Brandon Crawford pops out to second baseman Luis Guillorme.","R","L","R","NYM","SF","B",,,1,0,2023,"-0.52","1.59","0.99","3.73",,,,0,6,"Top",,,,,682626,,,7.540807813203662,-136.2965159366753,-5.959659368921301,-8.12136625016773,28.268364184777784,-11.196284842582159,"3.52","1.65",,,,"93.4",2395,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.51",,,,,,,,37,2,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",207,"0","0.065"
"FF","2023-07-01","93.2","-1.67","6.91","Verlander, Justin",543063,434378,,"ball",,,,,11,"Brandon Crawford pops out to second baseman Luis Guillorme.","R","L","R","NYM","SF","B",,,0,0,2023,"-0.74","1.38","-0.25","4.32",,,,0,6,"Top",,,,,682626,,,5.257542405912787,-135.7267055815061,-3.9608482277725487,-10.277079346779663,27.490782554273032,-14.405253634982994,"3.49","1.65",,,,"93",2307,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.52",,,,,,,,37,1,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",213,"0","0.037"
"CU","2023-07-01","79.8","-1.53","6.79","Verlander, Justin",596103,434378,"field_out","hit_into_play",,,,,2,"Austin Slater flies out to right fielder Jeff McNeil.","R","R","R","NYM","SF","X",9,"fly_ball",0,2,2023,"0.43","-0.93","-0.04","3.12",,,,2,5,"Top",165.18,100.57,,,682626,,,2.4815654716315274,-116.18142704639486,0.41525682706283473,3.3889086027233786,21.837316480526408,-40.87980980038402,"3.47","1.73",265,"91.5",49,"79.7",2563,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.3",0.003,0.003,"0",1,0,0,3,33,3,"Curveball",4,0,0,4,0,4,0,4,"Standard","Standard",41,"0.005","-0.06"
"CU","2023-07-01","78.5","-1.62","6.72","Verlander, Justin",596103,434378,,"swinging_strike",,,,,8,"Austin Slater flies out to right fielder Jeff McNeil.","R","R","R","NYM","SF","S",,,0,1,2023,"0.49","-0.79","0.03","1.69",,,,2,5,"Top",,,,,682626,,,2.647775757894406,-114.33908951246782,-2.6061543220285808,3.845981508394795,20.670334905911776,-38.88618451617929,"3.47","1.73",,,,"78.3",2458,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.46",,,,,,,,33,2,"Curveball",4,0,0,4,0,4,0,4,"Standard","Standard",43,"0","-0.026"
"SL","2023-07-01","85.5","-1.64","6.8","Verlander, Justin",596103,434378,,"called_strike",,,,,14,"Austin Slater flies out to right fielder Jeff McNeil.","R","R","R","NYM","SF","S",,,0,0,2023,"0.57","0.15","0.47","1.53",,,,2,5,"Top",,,,,682626,,,3.817726503065904,-124.32717273276344,-6.393235283038638,5.053999871419428,25.824249492192482,-29.529503204365895,"3.49","1.77",,,,"85.2",2331,"6.2",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.27",,,,,,,,33,1,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",138,"0","-0.019"
"CU","2023-07-01","79","-1.72","6.89","Verlander, Justin",666165,434378,"double_play","hit_into_play",,,,,4,"Blake Sabol pops into a double play in foul territory, third baseman Brett Baty to shortstop Francisco Lindor.   Thairo Estrada out at 2nd.","R","L","R","NYM","SF","X",5,"popup",1,2,2023,"0.58","-1.01","-0.57","2.63",,,642731,0,5,"Top",86.77,190.79,,,682626,,,1.418366390811559,-115.16097718691026,-0.6312133942413373,4.935212892118144,20.664111795236266,-41.31627031875261,"3.55","1.74",98,"81.8",77,"78.8",2672,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.54",0.014,0.014,"0",1,0,0,3,32,6,"Curveball",4,0,0,4,0,4,0,4,"Strategic","Standard",50,"0.056","-0.256"
"SL","2023-07-01","87.5","-1.68","6.82","Verlander, Justin",666165,434378,,"foul",,,,,14,"Blake Sabol pops into a double play in foul territory, third baseman Brett Baty to shortstop Francisco Lindor.   Thairo Estrada out at 2nd.","R","L","R","NYM","SF","S",,,1,2,2023,"0.84","0.16","0.84","1.4",,,642731,0,5,"Top",,,,,682626,,,4.293413928225364,-127.29565475219843,-7.217046807626054,8.293265368680963,26.089318516729904,-29.11642801617847,"3.55","1.74",,,,"86.9",2468,"5.9",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.6",,,,,,,,32,5,"Slider",4,0,0,4,0,4,0,4,"Strategic","Standard",154,"0","0"
"FF","2023-07-01","95.5","-1.76","6.83","Verlander, Justin",666165,434378,,"foul",,,,,12,"Blake Sabol pops into a double play in foul territory, third baseman Brett Baty to shortstop Francisco Lindor.   Thairo Estrada out at 2nd.","R","L","R","NYM","SF","S",,,1,2,2023,"-0.48","1.5","0.74","3.82",,,642731,0,5,"Top",,,,,682626,,,7.598916568530551,-138.9348107765457,-5.638991552117131,-7.826612916499476,29.54202389811045,-11.695315040402948,"3.55","1.74",255,"73.8",37,"95.1",2406,"6",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.54",,,,,,,,32,4,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Strategic","Standard",210,"0","0"
"SL","2023-07-01","87.3","-1.83","6.8","Verlander, Justin",666165,434378,,"swinging_strike",,,,,14,"Blake Sabol pops into a double play in foul territory, third baseman Brett Baty to shortstop Francisco Lindor.   Thairo Estrada out at 2nd.","R","L","R","NYM","SF","S",,,1,1,2023,"0.65","0.32","1","2.22",,,642731,0,5,"Top",,,,,682626,,,5.426777005552518,-127.0278063538508,-5.484604848255041,5.962661795565725,25.495431077374615,-27.82875142011505,"3.55","1.74",,,,"86.7",2584,"5.9",717535,434378,682626,624413,641645,683146,596019,502054,607043,643446,"54.65",,,,,,,,32,3,"Slider",4,0,0,4,0,4,0,4,"Standard","Standard",141,"0","-0.081"
