Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
Doris Gudrun Fuchs (-Brause),F,22.0,152.0,54.0,USA,1960,Vault,none
Judit Fle,F,18.0,164.0,58.0,HUN,1960,Vault,none
Ludivine Furnon,F,15.0,146.0,38.0,FRA,1996,Vault,none
Georgeta Gabor,F,14.0,142.0,37.0,ROU,1976,Vault,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,15.0,150.0,38.0,EUN,1992,Vault,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,19.0,150.0,38.0,RUS,1996,Vault,none
Nuria Garca Daz,F,15.0,147.0,33.0,ESP,1988,Vault,none
Patricia Garca Pureco,F,15.0,157.0,46.0,MEX,1972,Vault,none
Patricia Garca Pureco,F,19.0,157.0,46.0,MEX,1976,Vault,none
Pauline Margrit Gardiner (-David),F,19.0,167.0,59.0,NZL,1964,Vault,none
Maria Teresa Gargano,F,17.0,162.0,47.0,ITA,2004,Vault,none
Kelly Garrison-Steves (-Funderburk),F,21.0,155.0,48.0,USA,1988,Vault,none
Gharde Geldenhuys,F,18.0,161.0,46.0,NAM,2000,Vault,none
Mauricette Geller,F,15.0,150.0,42.0,BEL,1988,Vault,none
Veselina Gencheva,F,15.0,162.0,48.0,BUL,1996,Vault,none
Tania Gener Cordero,F,15.0,150.0,38.0,ESP,2004,Vault,none
Elena Kirova Georgieva,F,25.0,154.0,46.0,BUL,1972,Vault,none
"Helena Antonette ""Lenie"" Gerrietsen (-Lens)",F,22.0,,,NED,1952,Vault,none
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,GDR,1976,Vault,none
Elvire Gertosio,F,24.0,,,FRA,1972,Vault,none
"Caterina ""Cathy"" Giancaspro",F,17.0,150.0,39.0,CAN,1988,Vault,none
Andrea Fernanda Giordano Porri,F,16.0,,,ARG,1992,Vault,none
Carlotta Giovannini,F,18.0,158.0,50.0,ITA,2008,Vault,none
Kathy Lee Gleason (-Jachter),F,19.0,163.0,53.0,USA,1968,Vault,none
Maxi Gnauck,F,15.0,148.0,33.0,GDR,1980,Vault,none
Denise Elizabeth Goddard,F,19.0,160.0,59.0,GBR,1964,Vault,none
Christiane Goethals,F,21.0,160.0,55.0,BEL,1968,Vault,none
Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,ROU,1992,Vault,none
Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,ROU,1996,Vault,Bronze
Nancy Goldsmith,F,17.0,160.0,45.0,ISR,1984,Vault,none
Eugenia Golea,F,17.0,159.0,43.0,ROU,1988,Vault,none
Olga Gllner (Gecz),F,21.0,,,ROU,1952,Vault,none
"Gertrude ""Trude"" Gollner-Kolar",F,26.0,,,AUT,1952,Vault,none
Angela Golz,F,15.0,162.0,46.0,FRG,1984,Vault,none
Elena Gmez Servera,F,18.0,150.0,40.0,ESP,2004,Vault,none
Leyanet Gonzlez Calero,F,25.0,154.0,48.0,CUB,2004,Vault,none
Mara del Carmen Gonzlez Resina,F,19.0,,,ESP,1960,Vault,none
Alina Goreac,F,19.0,157.0,48.0,ROU,1972,Vault,none
"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,GER,1952,Vault,none
Gertrude Gries,F,27.0,,,AUT,1952,Vault,none
Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,ROU,1972,Vault,none
Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,ROU,1976,Vault,none
Cristina Elena Grigora,F,14.0,156.0,44.0,ROU,1980,Vault,none
Cristina Elena Grigora,F,18.0,156.0,44.0,ROU,1984,Vault,none
Tatyana Grigorenko,F,16.0,150.0,38.0,BLR,2000,Vault,none
Rayna Ivanova Grigorova,F,20.0,163.0,55.0,BUL,1952,Vault,none
Rayna Ivanova Grigorova,F,29.0,163.0,55.0,BUL,1960,Vault,none
Rayna Ivanova Grigorova,F,33.0,163.0,55.0,BUL,1964,Vault,none
Hildegard Grill (Leeb-),F,24.0,,,AUT,1952,Vault,none
Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,URS,1964,Vault,none
Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,RUS,1996,Vault,none
Pascale Grossenbacher,F,18.0,152.0,40.0,SUI,1996,Vault,none
Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,URS,1976,Vault,none
Yelena Aleksandrovna Grudneva,F,18.0,,,EUN,1992,Vault,none
Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,USA,1952,Vault,none
Veronica Grymonprez,F,16.0,165.0,59.0,BEL,1960,Vault,none
Veronica Grymonprez,F,20.0,165.0,59.0,BEL,1964,Vault,none
Erzsbet Gulys-Kteles,F,27.0,,,HUN,1952,Vault,none
Erzsbet Gulys-Kteles,F,32.0,,,HUN,1956,Vault,none
Jana Gnther,F,17.0,163.0,50.0,GER,1992,Vault,none
Ileana Gyarfa,F,20.0,,,ROU,1952,Vault,none
Brooke Jade Gysen,F,14.0,,,AUS,1992,Vault,none
Vanda Maria Hdrean,F,16.0,,,ROU,1992,Vault,none
Han Gyeong-Im,F,17.0,155.0,46.0,KOR,1988,Vault,none
Bente Hansen (-Foss),F,19.0,164.0,50.0,NOR,1972,Vault,none
Erzsbet Hanti,F,15.0,156.0,44.0,HUN,1980,Vault,none
Kazue Hanyu (-Kasamatsu),F,18.0,160.0,52.0,JPN,1968,Vault,none
Kazue Hanyu (-Kasamatsu),F,21.0,160.0,52.0,JPN,1972,Vault,none
Karen Katrina Hargate,F,15.0,154.0,46.0,GBR,1988,Vault,none
Suzanne Helena Johanna Harmes,F,18.0,170.0,57.0,NED,2004,Vault,none
Amanda Harrison (-Kirby),F,19.0,154.0,51.0,GBR,1984,Vault,none
"Alexandra ""Sandra"" Hartley (-O'Brien Cousins)",F,20.0,165.0,56.0,CAN,1968,Vault,none
Takako Hasegawa,F,21.0,155.0,44.0,JPN,1972,Vault,none
Miho Hashiguchi,F,18.0,157.0,46.0,JPN,1996,Vault,none
Kayoko Hashiguchi-Saka,F,24.0,158.0,52.0,JPN,1968,Vault,none
Kayoko Hashiguchi-Saka,F,28.0,158.0,52.0,JPN,1972,Vault,none
Annia Portuondo Hatch,F,26.0,152.0,43.0,USA,2004,Vault,Silver
Erna Havelka (-Raenovi),F,27.0,156.0,50.0,YUG,1972,Vault,none
He Xuemei,F,15.0,146.0,39.0,CHN,1992,Vault,none
Doris Linnea Birgitta Hedberg (-Asplund),F,20.0,,,SWE,1956,Vault,none
Elke Heine,F,17.0,164.0,50.0,FRG,1984,Vault,none
Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,GDR,1972,Vault,none
Angelika Hellmann (-Keilig),F,22.0,163.0,47.0,GDR,1976,Vault,none
Pascale Hermant,F,15.0,,,FRA,1972,Vault,none
Mara Antonieta Hernndez Castao,F,14.0,156.0,46.0,MEX,1972,Vault,none
Manuela Hervs Rodrguez,F,16.0,152.0,43.0,ESP,1988,Vault,none
Theodora Mary Hill (-Gotz),F,18.0,163.0,62.0,NZL,1964,Vault,none
Silvia Hindorff (-Hafemeister),F,19.0,158.0,48.0,GDR,1980,Vault,none
Eiko Hirashima,F,21.0,161.0,52.0,JPN,1972,Vault,none
Elfriede Hirnschall (-Fgerl),F,15.0,165.0,66.0,AUT,1960,Vault,none
Irene Hirst,F,22.0,,,GBR,1952,Vault,none
"Mary Patricia ""Pat"" Hirst",F,33.0,,,GBR,1952,Vault,none
"Mary Patricia ""Pat"" Hirst",F,38.0,,,GBR,1956,Vault,none
Vanessa Hobbs,F,17.0,161.0,55.0,GBR,2004,Vault,none
Marie Margaret Hoesly,F,35.0,,,USA,1952,Vault,none
Ingrid Holkoviov (-Postikov),F,16.0,158.0,47.0,TCH,1976,Vault,none
Inger Rose-Marie Holm (-Saxne),F,15.0,153.0,46.0,SWE,1968,Vault,none
Unni Elisabeth Holmen (-Berge-),F,16.0,165.0,56.0,NOR,1968,Vault,none
Unni Elisabeth Holmen (-Berge-),F,19.0,165.0,56.0,NOR,1972,Vault,none
Hong Su-Jong,F,15.0,146.0,36.0,PRK,2004,Vault,none
Hong Tai-Kwai,F,17.0,151.0,47.0,TPE,1964,Vault,none
Hong Tai-Kwai,F,21.0,151.0,47.0,TPE,1968,Vault,none
Hong Un-Jong,F,19.0,156.0,47.0,PRK,2008,Vault,Gold
Hong Un-Jong,F,27.0,156.0,47.0,PRK,2016,Vault,none
Pamela Jean Hopkins (-Hardwicke),F,18.0,157.0,49.0,GBR,1972,Vault,none
Mariya Kindrativna Horokhovska,F,30.0,,,URS,1952,Vault,Silver
Kinga Horvth,F,15.0,158.0,46.0,HUN,1992,Vault,none
Dorota Horzonek-Jokiel,F,18.0,156.0,58.0,POL,1952,Vault,none
Dorota Horzonek-Jokiel,F,22.0,156.0,58.0,POL,1956,Vault,none
Naho Hoshiyama,F,15.0,144.0,36.0,JPN,1996,Vault,none
Raili Hillevi Hoviniemi (-Lampinen),F,16.0,157.0,52.0,FIN,1952,Vault,none
"Doris Katherine ""Kathy"" Howard",F,18.0,163.0,50.0,USA,1976,Vault,none
"Judith Ann ""Judy"" Howe (Hult-)",F,21.0,162.0,55.0,USA,1956,Vault,none
Huang Qun,F,15.0,150.0,38.0,CHN,1984,Vault,none
Colette Hu (-Changeat),F,20.0,,,FRA,1952,Vault,none
Joanna Lovell Hughes,F,18.0,157.0,47.0,AUS,1996,Vault,none
Rene Hugon (-Roger),F,29.0,163.0,59.0,FRA,1960,Vault,none
Gheorgheta Hurmuzachi (-Dumitrescu),F,20.0,,,ROU,1956,Vault,none
Pamela Ruth Hutchinson,F,18.0,159.0,52.0,GBR,1972,Vault,none
Tetiana Kostiantynivna Hutsu,F,15.0,,,EUN,1992,Vault,none
Ann-Mari Hvaal (-Steinsland),F,24.0,163.0,59.0,NOR,1968,Vault,none
Hwang Bo-Sil,F,19.0,,,PRK,1992,Vault,none
Daniele Matias Hyplito,F,16.0,147.0,51.0,BRA,2000,Vault,none
Daniele Matias Hyplito,F,19.0,147.0,51.0,BRA,2004,Vault,none
Mitsuka Ikeda,F,24.0,,,JPN,1956,Vault,none
Marieta Ilieva,F,16.0,158.0,52.0,BUL,1972,Vault,none
Im Hye-Jin,F,15.0,152.0,40.0,KOR,1988,Vault,none
Paula Ioan,F,17.0,162.0,55.0,ROU,1972,Vault,none
Atanasia Ionescu (-Albu),F,25.0,152.0,47.0,ROU,1960,Vault,none
Atanasia Ionescu (-Albu),F,29.0,152.0,47.0,ROU,1964,Vault,none
Sonia Iovan-Inovan,F,21.0,150.0,48.0,ROU,1956,Vault,none
Sonia Iovan-Inovan,F,24.0,150.0,48.0,ROU,1960,Vault,none
Sonia Iovan-Inovan,F,29.0,150.0,48.0,ROU,1964,Vault,none
Florena Andreea Isrescu,F,16.0,150.0,37.0,ROU,2000,Vault,none
Torunn Isberg,F,19.0,159.0,56.0,NOR,1968,Vault,none
Manami Ishizaka,F,18.0,150.0,39.0,JPN,2004,Vault,none
Marija Ivandeki,F,26.0,,,YUG,1952,Vault,none
Sandra Raluca Izbaa,F,22.0,164.0,52.0,ROU,2012,Vault,Gold
Karin Janz (-Bttner),F,16.0,156.0,46.0,GDR,1968,Vault,none
Karin Janz (-Bttner),F,20.0,156.0,46.0,GDR,1972,Vault,Gold
Agata Jadwiga Jaroszek-Karczmarek,F,16.0,178.0,61.0,POL,1980,Vault,none
Petra Jebram (-Berchtold),F,14.0,164.0,55.0,FRG,1968,Vault,none
Martina Jentsch,F,20.0,161.0,52.0,GDR,1988,Vault,none
Jeong Bong-Sun,F,19.0,160.0,50.0,KOR,1964,Vault,none
Marisa Jervella,F,15.0,155.0,49.0,SUI,1984,Vault,none
Ji Liya,F,14.0,148.0,38.0,CHN,1996,Vault,none
Brandy K. Johnson (-Scharpf),F,15.0,150.0,42.0,USA,1988,Vault,none
"Kathleen Ann ""Kathy"" Johnson (-Clarke)",F,24.0,153.0,45.0,USA,1984,Vault,none
Anita Jokiel,F,13.0,142.0,28.0,POL,1980,Vault,none
Denise Jones,F,17.0,147.0,41.0,GBR,1980,Vault,none
Madeleine Jouffroy (-Perrier),F,24.0,,,FRA,1952,Vault,none
Joana Jurez Roura,F,15.0,149.0,40.0,ESP,1996,Vault,none
Medeya Jugeli,F,26.0,,,URS,1952,Vault,none
Ida Kadlec,F,22.0,,,AUT,1952,Vault,none
Ariella Kaeslin,F,20.0,165.0,55.0,SUI,2008,Vault,none
Yekaterina Illarionovna Kalinchuk (Dyomina-),F,29.0,,,URS,1952,Vault,Gold
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164.0,57.0,URS,1956,Vault,none
Lidiya Gavrilovna Kalinina-Ivanova,F,23.0,164.0,57.0,URS,1960,Vault,none
Mitsuko Kandori,F,25.0,148.0,45.0,JPN,1968,Vault,none
Kang Myong-Suk,F,14.0,151.0,39.0,PRK,1980,Vault,none
Kang Yun-Mi,F,16.0,144.0,36.0,PRK,2004,Vault,none
Nicole Kantek,F,15.0,,,AUS,1996,Vault,none
Miriam Kara,F,21.0,161.0,50.0,ISR,1960,Vault,none
Mariya Karashka,F,26.0,164.0,61.0,BUL,1968,Vault,none
Olga Dmitryievna Karasyova (Kharlova-),F,19.0,164.0,55.0,URS,1968,Vault,none
"Irn Karcsics-Daruhzi (-Krpti, -Kubisch)",F,25.0,,,HUN,1952,Vault,none
Virginia Karentzou,F,18.0,160.0,47.0,GRE,1996,Vault,none
Maude Astrid Karln,F,23.0,,,SWE,1956,Vault,none
Norveig Karlsen (-Christiansen),F,30.0,,,NOR,1952,Vault,none
Dipa Karmakar,F,22.0,151.0,47.0,IND,2016,Vault,none
Viktoriya Pavlivna Karpenko,F,19.0,148.0,40.0,UKR,2000,Vault,none
Mariya Kartalova,F,19.0,157.0,42.0,BUL,1988,Vault,none
"Svetlana ""Svetla"" Kashtelyan",F,17.0,154.0,45.0,BUL,1976,Vault,none
Tokie Kawase,F,15.0,157.0,48.0,JPN,1984,Vault,none
Mrta Kelemen,F,17.0,164.0,52.0,HUN,1972,Vault,none
Mrta Kelemen,F,21.0,164.0,52.0,HUN,1976,Vault,none
gnes Keleti-Srkny (Klein),F,31.0,,,HUN,1952,Vault,none
gnes Keleti-Srkny (Klein),F,35.0,,,HUN,1956,Vault,none
Karen Barbara Kelsall,F,13.0,150.0,37.0,CAN,1976,Vault,none
Karen Kennedy,F,21.0,162.0,50.0,GBR,1988,Vault,none
Angelika Kern,F,16.0,158.0,46.0,FRG,1968,Vault,none
Angelika Kern,F,19.0,158.0,46.0,FRG,1972,Vault,none
Dagmar Kersten,F,17.0,157.0,45.0,GDR,1988,Vault,none
Aliz Kertsz,F,21.0,,,HUN,1956,Vault,none
Anik Kry,F,16.0,157.0,51.0,HUN,1972,Vault,none
"Rose-Marie ""Romi"" Kessler",F,21.0,159.0,48.0,SUI,1984,Vault,none
Irina Khitrova,F,18.0,160.0,51.0,BUL,1972,Vault,none
Svetlana Vasilyevna Khorkina,F,17.0,165.0,47.0,RUS,1996,Vault,none
Svetlana Vasilyevna Khorkina,F,21.0,165.0,47.0,RUS,2000,Vault,none
Svetlana Vasilyevna Khorkina,F,25.0,165.0,47.0,RUS,2004,Vault,none
Khrabrina Bozhidarova Khrabrova,F,15.0,155.0,41.0,BUL,1988,Vault,none
Snezhana Ivanova Khristakieva,F,15.0,147.0,36.0,BUL,1992,Vault,none
"Aikaterini ""Katerina"" Khristoforidou",F,16.0,158.0,51.0,GRE,2000,Vault,none
Brigitte Helene Kiesler (Krst-),F,27.0,157.0,52.0,GER,1952,Vault,none
Chieko Kikkawa,F,21.0,158.0,47.0,JPN,1976,Vault,none
Kim Chun-Son,F,19.0,149.0,42.0,PRK,1980,Vault,none
Kim Eun-Mi,F,16.0,160.0,47.0,KOR,1988,Vault,none
Kim Gwang-Suk,F,16.0,,,PRK,1992,Vault,none
Kim Nam-Ok,F,15.0,155.0,45.0,KOR,1988,Vault,none
"Nellya Vladimirovna ""Nelli"" Kim (-Achasov)",F,18.0,152.0,47.0,URS,1976,Vault,Gold
"Nellya Vladimirovna ""Nelli"" Kim (-Achasov)",F,22.0,152.0,47.0,URS,1980,Vault,none
Kim Un-Jong,F,17.0,145.0,36.0,PRK,2004,Vault,none
Pavla Kinclov,F,17.0,164.0,53.0,TCH,1992,Vault,none
Klaudia Kinsk,F,18.0,163.0,52.0,SVK,1996,Vault,none
Mariya Kircheva,F,18.0,158.0,47.0,BUL,1976,Vault,none
Doris Ann Kirkman (-Cannon),F,21.0,,,USA,1952,Vault,none
Marion Kische (-Wellner),F,18.0,159.0,47.0,GDR,1976,Vault,none
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",F,19.0,164.0,56.0,USA,1956,Vault,none
Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,POL,1972,Vault,none
Ulrike Klotz,F,17.0,166.0,50.0,GDR,1988,Vault,none
Oksana Knizhnik,F,19.0,,,UKR,1996,Vault,none
Jana Knopov,F,18.0,160.0,47.0,TCH,1976,Vault,none
Dina Anatolyevna Kochetkova,F,18.0,147.0,37.0,RUS,1996,Vault,none
Tereza Koi,F,18.0,156.0,51.0,YUG,1952,Vault,none
Tereza Koi,F,26.0,156.0,51.0,YUG,1960,Vault,none
Jana Komrskov,F,17.0,167.0,58.0,CZE,2000,Vault,none
Jana Komrskov,F,21.0,167.0,58.0,CZE,2004,Vault,none
Kong Yun-Jin,F,14.0,157.0,39.0,KOR,1996,Vault,none
Hilde Koop,F,31.0,,,GER,1952,Vault,none
"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,URS,1972,Vault,none
"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,21.0,152.0,39.0,URS,1976,Vault,none
"Margit Korondi (Kronstein-, -Plachy, -Szalay)",F,20.0,,,HUN,1952,Vault,none
"Margit Korondi (Kronstein-, -Plachy, -Szalay)",F,24.0,,,HUN,1956,Vault,none
"Johanna Maria ""Joke"" Kos",F,20.0,165.0,60.0,NED,1976,Vault,none
Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,URS,1972,Vault,none
Salme Kaarina Koskinen (-Paimander),F,20.0,172.0,56.0,FIN,1964,Vault,none
Nina Kostova,F,16.0,157.0,44.0,BUL,1976,Vault,none
Mari Kosuge,F,16.0,142.0,39.0,JPN,1992,Vault,none
Natalia Kot (-Wala),F,18.0,161.0,56.0,POL,1956,Vault,none
Natalia Kot (-Wala),F,22.0,161.0,56.0,POL,1960,Vault,none
Zsfia Kovcs,F,16.0,157.0,48.0,HUN,2016,Vault,none
Julija Kovaliova,F,19.0,155.0,48.0,LTU,2000,Vault,none
Mria Kvi-Zalai (-Kocsis),F,27.0,,,HUN,1952,Vault,none
Zofia Kowalczyk (-Krupa),F,23.0,162.0,58.0,POL,1952,Vault,none
Olga Kozhevnikova,F,15.0,152.0,43.0,KAZ,1996,Vault,none
Alina Yevhenivna Kozich,F,16.0,161.0,52.0,UKR,2004,Vault,none
Steffi Krker (-Biskupek),F,16.0,156.0,43.0,GDR,1976,Vault,none
Steffi Krker (-Biskupek),F,20.0,156.0,43.0,GDR,1980,Vault,Silver
"Irmgard ""Irmi"" Krauser",F,20.0,164.0,51.0,FRG,1968,Vault,none
Nikolett Krausz,F,15.0,148.0,41.0,HUN,1996,Vault,none
Gabriela Krmov,F,18.0,154.0,50.0,CZE,1996,Vault,none
Annette Krier,F,19.0,,,LUX,1956,Vault,none
Ivona Krmelov (-Lakomy),F,18.0,156.0,42.0,TCH,1988,Vault,none
Huiberdina Krul-van der Nolk van Gogh,F,30.0,,,NED,1952,Vault,none
Mariya Yevgenyevna Kryuchkova,F,16.0,150.0,39.0,RUS,2004,Vault,none
Jna Kubikov-Posnerov,F,19.0,164.0,55.0,TCH,1964,Vault,none
Jna Kubikov-Posnerov,F,23.0,164.0,55.0,TCH,1968,Vault,none
Kyoko Kubota,F,23.0,,,JPN,1956,Vault,none
Nataliya Aleksandrovna Kuchinskaya (-Kotlyar),F,19.0,158.0,48.0,URS,1968,Vault,none
Kui Yuanyuan,F,15.0,152.0,44.0,CHN,1996,Vault,none
Kui Yuanyuan,F,19.0,152.0,44.0,CHN,2000,Vault,none
Marie Antoinette Kuiters,F,20.0,161.0,61.0,RSA,1960,Vault,none
Slavia Kundaina,F,17.0,162.0,55.0,YUG,1972,Vault,none
Courtney Anne Kupets (-Carter),F,18.0,154.0,52.0,USA,2004,Vault,none
Petra Kurbjuweit (-Konermann),F,19.0,166.0,52.0,FRG,1976,Vault,none
Yevgeniya Petrovna Kuznetsova,F,15.0,143.0,36.0,RUS,1996,Vault,none
Jill Kvamme-Schau,F,20.0,162.0,50.0,NOR,1968,Vault,none
Jill Kvamme-Schau,F,24.0,162.0,50.0,NOR,1972,Vault,none
Alona Serhivna Kvasha,F,15.0,146.0,36.0,UKR,2000,Vault,none
Alona Serhivna Kvasha,F,19.0,146.0,36.0,UKR,2004,Vault,none
Jana Labkov (-Valachov),F,14.0,135.0,34.0,TCH,1980,Vault,none
Florence Laborderie,F,14.0,148.0,38.0,FRA,1984,Vault,none
Zandr Labuschagne,F,18.0,163.0,59.0,RSA,2004,Vault,none
Andrea Ladnyi,F,19.0,160.0,45.0,HUN,1988,Vault,none
Elena Wilma Lagorara,F,17.0,158.0,54.0,ITA,1956,Vault,none
Elena Wilma Lagorara,F,21.0,158.0,54.0,ITA,1960,Vault,none
Luciana Lagorara,F,19.0,,,ITA,1956,Vault,none
Anne-Marie Lambert (-Rosengren),F,19.0,162.0,55.0,SWE,1964,Vault,none
"Sarah ""Sally"" Larner",F,15.0,153.0,41.0,GBR,1984,Vault,none
Natlija Laonova (-Kravchenko),F,15.0,142.0,36.0,URS,1988,Vault,none
"Elisabeth ""Susi"" Latanzio",F,15.0,158.0,47.0,SUI,1984,Vault,none
Larysa Semenivna Latynina (Diriy-),F,21.0,161.0,52.0,URS,1956,Vault,Gold
Larysa Semenivna Latynina (Diriy-),F,25.0,161.0,52.0,URS,1960,Vault,Bronze
Larysa Semenivna Latynina (Diriy-),F,29.0,161.0,52.0,URS,1964,Vault,Silver
Dominique Lauvard (-Smondack),F,19.0,151.0,49.0,FRA,1968,Vault,none
Sonia Lawrence,F,16.0,163.0,52.0,GBR,1996,Vault,none
Tamara Vasilyevna Lazakovich,F,18.0,162.0,51.0,URS,1972,Vault,none
milie Le Pennec,F,16.0,150.0,37.0,FRA,2004,Vault,none
Paulette le Raer,F,28.0,156.0,53.0,FRA,1960,Vault,none
Wiesawa Aleksandra Lech (-Czepiec),F,21.0,166.0,57.0,POL,1968,Vault,none
Lee Deok-Bun,F,18.0,149.0,49.0,KOR,1964,Vault,none
Lee Hui-Gyeong,F,17.0,,,KOR,1992,Vault,none
Lee Jeong-Hui,F,18.0,148.0,46.0,KOR,1984,Vault,none
Brigitta Lehmann,F,17.0,159.0,49.0,FRG,1984,Vault,none
Arja Vellamo Lehtinen (-Paatsalo),F,16.0,179.0,62.0,FIN,1952,Vault,none
Eira Marita Lehtonen (-Lydiard),F,21.0,159.0,53.0,FIN,1960,Vault,none
Eira Marita Lehtonen (-Lydiard),F,25.0,159.0,53.0,FIN,1964,Vault,none
Kirsty Leigh-Brown,F,14.0,156.0,45.0,AUS,1996,Vault,none
Alexandra Lemoine (-Ferenc),F,24.0,,,FRA,1952,Vault,none
Katy Lennon,F,19.0,153.0,45.0,GBR,2004,Vault,none
Avril Johnston Clegg Lennox (-Hill),F,16.0,153.0,50.0,GBR,1972,Vault,none
Avril Johnston Clegg Lennox (-Hill),F,20.0,153.0,50.0,GBR,1976,Vault,none
Evelyne Letourneur (-Cordier),F,17.0,165.0,57.0,FRA,1964,Vault,none
Evelyne Letourneur (-Cordier),F,21.0,165.0,57.0,FRA,1968,Vault,none
Elena Leutean-Popescu (-Teodorescu),F,21.0,162.0,58.0,ROU,1956,Vault,none
Elena Leutean-Popescu (-Teodorescu),F,25.0,162.0,58.0,ROU,1960,Vault,none
Elena Leutean-Popescu (-Teodorescu),F,29.0,162.0,58.0,ROU,1964,Vault,none
Lise Annique Leveille,F,18.0,165.0,53.0,CAN,2000,Vault,none
Gwynedd Lewis-Lingard,F,17.0,152.0,53.0,GBR,1952,Vault,none
Gwynedd Lewis-Lingard,F,25.0,152.0,53.0,GBR,1960,Vault,none
Li Chun-Mi,F,15.0,,,PRK,1992,Vault,none
Li Li,F,17.0,149.0,39.0,CHN,1992,Vault,none
Li Ya,F,16.0,139.0,32.0,CHN,2004,Vault,none
Li Yifang,F,17.0,148.0,39.0,CHN,1992,Vault,none
Zoi Mafalda Marques de Lima,F,20.0,163.0,59.0,POR,2012,Vault,none
Lin Li,F,18.0,143.0,43.0,CHN,2004,Vault,none
Gerola Margareta Lindahl (-Sturzenbecker),F,17.0,164.0,56.0,SWE,1960,Vault,none
Gerola Margareta Lindahl (-Sturzenbecker),F,21.0,164.0,56.0,SWE,1964,Vault,none
Karin Elisabet Lindberg (-Lindn),F,22.0,,,SWE,1952,Vault,none
Karin Elisabet Lindberg (-Lindn),F,27.0,,,SWE,1956,Vault,none
Ulla Margareta Lindstrm (-Carlsson),F,17.0,158.0,53.0,SWE,1960,Vault,none
Ulla Margareta Lindstrm (-Carlsson),F,21.0,158.0,53.0,SWE,1964,Vault,none
Ling Jie,F,17.0,150.0,37.0,CHN,2000,Vault,none
Hana Likov,F,16.0,165.0,55.0,TCH,1968,Vault,none
Hana Likov,F,20.0,165.0,55.0,TCH,1972,Vault,none
Liu Xuan,F,17.0,153.0,48.0,CHN,1996,Vault,none
Liu Xuan,F,21.0,153.0,48.0,CHN,2000,Vault,none
Lo Ok-Sil,F,14.0,142.0,33.0,PRK,1980,Vault,none
Ionela Loaie,F,17.0,,,ROU,1996,Vault,none
Yekaterina Vladimirovna Lobaznyuk,F,17.0,141.0,40.0,RUS,2000,Vault,Bronze
Denisse Lpez Sing,F,15.0,155.0,54.0,MEX,1992,Vault,none
Denisse Lpez Sing,F,23.0,155.0,54.0,MEX,2000,Vault,none
Arlen Lovera Salom,F,15.0,145.0,32.0,VEN,2000,Vault,none
Mria Lvey,F,16.0,157.0,44.0,HUN,1976,Vault,none
Larissa Lowing (-Libby),F,15.0,142.0,36.0,CAN,1988,Vault,none
Lu Li,F,15.0,136.0,30.0,CHN,1992,Vault,none
Danuta Ewa Lubowska (-Goch),F,16.0,158.0,52.0,POL,1972,Vault,none
Patrizia Luconi,F,17.0,165.0,50.0,ITA,1988,Vault,none
Anna Marie Lundqvist-Bjrk,F,17.0,166.0,58.0,SWE,1964,Vault,none
Anna Marie Lundqvist-Bjrk,F,21.0,166.0,58.0,SWE,1968,Vault,none
Anna Marie Lundqvist-Bjrk,F,25.0,166.0,58.0,SWE,1972,Vault,none
Urszula Wanda ukomska (-Olejniczak),F,25.0,,,POL,1952,Vault,none
Oksana Vasilyevna Lyapina,F,16.0,144.0,33.0,RUS,1996,Vault,none
Wanita Lynch (-Paul),F,17.0,159.0,48.0,AUS,1976,Vault,none
Tetiana Feliksivna Lysenko,F,17.0,,,EUN,1992,Vault,Bronze
Tamara Alekseyevna Lyukhina-Zamotaylova,F,21.0,156.0,50.0,URS,1960,Vault,none
Tamara Alekseyevna Lyukhina-Zamotaylova,F,25.0,156.0,50.0,URS,1964,Vault,none
Ma Yanhong,F,21.0,157.0,44.0,CHN,1984,Vault,none
Ma Ying,F,17.0,152.0,48.0,CHN,1988,Vault,none
Daniela Maccelli,F,18.0,158.0,52.0,ITA,1968,Vault,none
Licia Macchini,F,16.0,,,ITA,1952,Vault,none
Shanyn MacEachern,F,16.0,150.0,40.0,CAN,1996,Vault,none
Virginie Machado,F,16.0,152.0,42.0,FRA,1992,Vault,none
