Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
Brenda Vianey Magaa Almaral (-Moya),F,27.0,156.0,48.0,MEX,2004,Vault,none
Evelyn G. Magluyan,F,20.0,153.0,44.0,PHI,1964,Vault,none
Chlo Franoise Maigre,F,17.0,154.0,45.0,FRA,1992,Vault,none
"Carolina ""Lineke"" Majolee",F,21.0,165.0,61.0,NED,1960,Vault,none
Magorzata Helena Majza (-Dynek),F,15.0,143.0,34.0,POL,1980,Vault,none
Gyngyi Mk-Kovcs,F,24.0,153.0,49.0,HUN,1964,Vault,none
Katalin Makray-Schmitt,F,19.0,168.0,54.0,HUN,1964,Vault,none
Katalin Makray-Schmitt,F,23.0,168.0,54.0,HUN,1968,Vault,none
Valeriia Maksiuta,F,24.0,155.0,46.0,ISR,2012,Vault,none
Kristen Ann Maloney,F,19.0,152.0,46.0,USA,2000,Vault,none
Aikaterini Mamouti,F,15.0,153.0,44.0,GRE,1996,Vault,none
Maria Grazia Mancuso,F,16.0,160.0,52.0,ITA,1972,Vault,none
Tamara Ivanovna Manina,F,22.0,162.0,56.0,URS,1956,Vault,Silver
Tamara Ivanovna Manina,F,30.0,162.0,56.0,URS,1964,Vault,none
Karin Mannewitz (Herbsleb-),F,24.0,161.0,56.0,GER,1964,Vault,none
Kyoko Mano,F,19.0,153.0,42.0,JPN,1976,Vault,none
Ana Olvido Manso Gallego,F,18.0,132.0,31.0,ESP,1984,Vault,none
Mao Yanling,F,16.0,145.0,36.0,CHN,1996,Vault,none
Anastasiya Igorevna Marachkovskaya,F,17.0,164.0,47.0,BLR,2008,Vault,none
Anastasiya Igorevna Marachkovskaya,F,21.0,164.0,47.0,BLR,2012,Vault,none
Gabriella Marchi,F,16.0,157.0,46.0,ITA,1972,Vault,none
Honorata Michalina Marciczak (-Mroczek),F,22.0,162.0,55.0,POL,1952,Vault,none
Eloisa Marcos Quintano,F,14.0,156.0,46.0,ESP,1976,Vault,none
Eva Marekov (-Nyklov),F,16.0,142.0,40.0,TCH,1980,Vault,none
Anna Marejkov (-Krausov),F,23.0,,,TCH,1956,Vault,none
Kateina Mareov,F,16.0,161.0,49.0,CZE,2000,Vault,none
"Elena Mrgrit-Niculecu (-Dobrovolschi, -Fodor)",F,20.0,162.0,61.0,ROU,1956,Vault,none
"Elena Mrgrit-Niculecu (-Dobrovolschi, -Fodor)",F,23.0,162.0,61.0,ROU,1960,Vault,none
Konstantina Margariti,F,15.0,142.0,40.0,GRE,1996,Vault,none
Alexandra Marinescu,F,15.0,146.0,40.0,ROU,1996,Vault,none
Galina Marinova,F,15.0,155.0,38.0,BUL,1980,Vault,none
Vanya Marinova (-Mikhaylova),F,17.0,165.0,62.0,BUL,1968,Vault,none
Melissa Anne Missy Marlowe (-Clausi),F,17.0,155.0,43.0,USA,1988,Vault,none
McKayla Rose Maroney,F,16.0,160.0,46.0,USA,2012,Vault,Silver
Liselotte Marti (-Znd),F,16.0,147.0,45.0,SUI,1972,Vault,none
Melanie Marti,F,18.0,161.0,51.0,SUI,2004,Vault,none
Mnica Martn Cid,F,20.0,160.0,48.0,ESP,1996,Vault,none
Irene Martnez Mecha,F,14.0,160.0,32.0,ESP,1980,Vault,none
Irene Martnez Mecha,F,18.0,160.0,32.0,ESP,1984,Vault,none
Laura Martnez Ruiz,F,16.0,149.0,39.0,ESP,2000,Vault,none
Silvia Martnez Albalat,F,17.0,,,ESP,1992,Vault,none
Tanya Lazarova Maslarska,F,16.0,164.0,45.0,BUL,1992,Vault,none
Lisa Elena Jane Mason,F,18.0,167.0,62.0,GBR,2000,Vault,none
Vesela Mateeva,F,16.0,154.0,45.0,BUL,1976,Vault,none
Matylda Matoukov-nov (-Rikov),F,19.0,158.0,53.0,TCH,1952,Vault,none
Matylda Matoukov-nov (-Rikov),F,23.0,158.0,53.0,TCH,1956,Vault,none
Matylda Matoukov-nov (-Rikov),F,27.0,158.0,53.0,TCH,1960,Vault,none
ucja Monika Matraszek-Chydziska,F,18.0,162.0,48.0,POL,1972,Vault,none
ucja Monika Matraszek-Chydziska,F,26.0,162.0,48.0,POL,1980,Vault,none
Helga Matschkur,F,25.0,160.0,56.0,FRG,1968,Vault,none
Miyuki Matsuhisa-Hironaka,F,23.0,150.0,41.0,JPN,1968,Vault,none
Miyuki Matsuhisa-Hironaka,F,27.0,150.0,41.0,JPN,1972,Vault,none
Miyuki Matsuhisa-Hironaka,F,30.0,150.0,41.0,JPN,1976,Vault,none
Mojca Mavri,F,19.0,160.0,55.0,SLO,2000,Vault,none
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",F,17.0,157.0,49.0,USA,1960,Vault,none
"Dorothy Dale Elizabeth McClements (-Flansaas, -Kephart)",F,19.0,153.0,46.0,USA,1964,Vault,none
Courtney Lynn McCool,F,16.0,154.0,43.0,USA,2004,Vault,none
Christina McDonald,F,18.0,145.0,52.0,CAN,1988,Vault,none
Nancy McDonnell (-Gabriel),F,17.0,160.0,54.0,CAN,1972,Vault,none
Nancy McDonnell (-Gabriel),F,21.0,160.0,54.0,CAN,1976,Vault,none
Teresa McDonnell (-Orr),F,14.0,165.0,57.0,CAN,1968,Vault,none
Teresa McDonnell (-Orr),F,18.0,165.0,57.0,CAN,1972,Vault,none
Teresa McDonnell (-Orr),F,22.0,165.0,57.0,CAN,1976,Vault,none
Courtney Louise McGregor,F,17.0,159.0,57.0,NZL,2016,Vault,none
Trudy Ann McIntosh,F,16.0,144.0,36.0,AUS,2000,Vault,none
Julianne Lyn McNamara (-Zeile),F,18.0,148.0,40.0,USA,1984,Vault,none
Krisztina Medveczky,F,14.0,160.0,49.0,HUN,1972,Vault,none
Krisztina Medveczky,F,18.0,160.0,49.0,HUN,1976,Vault,none
Sarah Anne Mercer,F,17.0,153.0,52.0,GBR,1992,Vault,none
Mnica Mesalles Sallars,F,16.0,155.0,50.0,ESP,2004,Vault,none
Linda Joan Metheny (-Mulvihill),F,17.0,156.0,49.0,USA,1964,Vault,none
Linda Joan Metheny (-Mulvihill),F,21.0,156.0,49.0,USA,1968,Vault,none
Linda Joan Metheny (-Mulvihill),F,25.0,156.0,49.0,USA,1972,Vault,none
"Maria Adriana ""Ria"" Meyburg",F,21.0,158.0,52.0,NED,1960,Vault,none
Dorota Maria Miler (-Anio),F,20.0,165.0,58.0,POL,1964,Vault,none
Elisaveta Mileva,F,26.0,164.0,54.0,BUL,1960,Vault,none
"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,USA,1992,Vault,none
"Shannon Lee Miller (-Phillips, -Falconetti)",F,19.0,147.0,39.0,USA,1996,Vault,none
Vasiliki Millousi,F,16.0,155.0,45.0,GRE,2000,Vault,none
Phoebe Lan Mills,F,15.0,152.0,41.0,USA,1988,Vault,none
Lavinia Corina Miloovici,F,15.0,,,ROU,1992,Vault,Gold
Lavinia Corina Miloovici,F,19.0,,,ROU,1996,Vault,none
Min A-Yeong,F,17.0,,,KOR,1992,Vault,none
Galina Yakovlevna Minaicheva (-Sharabidze),F,23.0,,,URS,1952,Vault,Bronze
Marilynn Minaker (-Hayden),F,18.0,165.0,57.0,CAN,1968,Vault,none
Hanna Mirhorodska,F,16.0,,,UKR,1996,Vault,none
gnes Misk,F,16.0,165.0,50.0,HUN,1988,Vault,none
"Zsuzsanna ""Zsuzsa"" Misk",F,16.0,165.0,49.0,HUN,1988,Vault,none
Silviya Zarkova Mitova (-Hutchinson),F,16.0,153.0,42.0,BUL,1992,Vault,none
Hanako Miura,F,17.0,150.0,40.0,JPN,1992,Vault,none
Hanako Miura,F,21.0,150.0,40.0,JPN,1996,Vault,none
Sae Miyakawa,F,16.0,148.0,41.0,JPN,2016,Vault,none
Toshiko Miyamoto,F,18.0,151.0,48.0,JPN,1972,Vault,none
Mo Huilan,F,17.0,140.0,38.0,CHN,1996,Vault,Silver
Dominique Helena Moceanu (-Canales),F,14.0,139.0,34.0,USA,1996,Vault,none
Noriko Mochizuki,F,17.0,158.0,45.0,JPN,1984,Vault,none
Mok Un-Ju,F,19.0,160.0,47.0,PRK,2000,Vault,none
Andrea Molnr,F,17.0,162.0,49.0,HUN,1992,Vault,none
Andrea Molnr,F,21.0,162.0,49.0,HUN,1996,Vault,none
Krisztina Molnr,F,16.0,164.0,52.0,HUN,1992,Vault,none
Eryka Mondry-Kost,F,20.0,166.0,57.0,POL,1960,Vault,none
Julie-Anne Monico,F,16.0,,,AUS,1992,Vault,none
Ruth Moniz,F,18.0,143.0,37.0,AUS,1996,Vault,none
Liliane Montagne,F,21.0,,,FRA,1952,Vault,none
"Teresa Marie ""Teri"" Montefusco (-Miller)",F,19.0,150.0,45.0,USA,1960,Vault,none
"Joan Marie Moore (-Rice, -Gnat)",F,18.0,163.0,50.0,USA,1972,Vault,none
Stephanie Moorhouse,F,17.0,150.0,47.0,AUS,2004,Vault,none
Mara Luisa Morales,F,14.0,146.0,45.0,MEX,1968,Vault,none
Aurora Morata Salvador,F,19.0,156.0,47.0,ESP,1980,Vault,none
Alexa Citiali Moreo Medina,F,21.0,147.0,45.0,MEX,2016,Vault,none
Patricia Moreno Snchez,F,16.0,143.0,31.0,ESP,2004,Vault,none
"Margaret ""Margo"" Morgan",F,22.0,,,GBR,1952,Vault,none
Mieko Mori,F,22.0,151.0,43.0,JPN,1988,Vault,none
Sachiko Morimura,F,16.0,155.0,41.0,JPN,1988,Vault,none
Janet Lynn Morin,F,16.0,160.0,54.0,CAN,1992,Vault,none
Maiko Morio,F,17.0,140.0,34.0,JPN,1984,Vault,none
Maiko Morio,F,21.0,140.0,34.0,JPN,1988,Vault,none
Lisa Moro,F,15.0,138.0,33.0,AUS,1996,Vault,none
Paloma Moro Lpez-Menchero,F,18.0,143.0,44.0,ESP,2000,Vault,none
Sara Moro de Faes,F,16.0,139.0,30.0,ESP,2000,Vault,none
Francesca Morotti,F,16.0,155.0,46.0,ITA,1996,Vault,none
Ikina Maria Wilhelmina Morsch,F,16.0,167.0,56.0,NED,1972,Vault,none
Snia Moura,F,16.0,151.0,42.0,POR,1988,Vault,none
Esther Moya Salvador,F,16.0,150.0,43.0,ESP,2000,Vault,none
Yvonne Daphne Mugridge (-Arnold),F,19.0,157.0,49.0,GBR,1972,Vault,none
Renata Mller von Rathlef,F,23.0,,,ESP,1960,Vault,none
Katalin Mller-Szll,F,16.0,158.0,50.0,HUN,1960,Vault,none
Katalin Mller-Szll,F,21.0,158.0,50.0,HUN,1964,Vault,none
Katalin Mller-Szll,F,25.0,158.0,50.0,HUN,1968,Vault,none
Valerie Joan Mullins (-Jones),F,17.0,,,GBR,1952,Vault,none
Colleen Yvonne Mulvihill,F,16.0,160.0,46.0,USA,1968,Vault,none
Kelly Muncey,F,16.0,152.0,47.0,CAN,1976,Vault,none
Laura Muoz Ilundain,F,14.0,150.0,42.0,ESP,1984,Vault,none
Laura Muoz Ilundain,F,18.0,150.0,42.0,ESP,1988,Vault,none
Melissa Munro,F,16.0,154.0,43.0,AUS,2004,Vault,none
Olga Munteanu,F,24.0,,,ROU,1952,Vault,none
Sofiya Ivanovna Muratova (Poduzdova-),F,27.0,160.0,55.0,URS,1956,Vault,none
Sofiya Ivanovna Muratova (Poduzdova-),F,31.0,160.0,55.0,URS,1960,Vault,Silver
Sharna Murray,F,19.0,152.0,46.0,GBR,2000,Vault,none
Yvonne Musik,F,18.0,163.0,48.0,GER,2004,Vault,none
"Zsuzsanna ""Zsuzsa"" Nagy",F,20.0,170.0,66.0,HUN,1972,Vault,none
Yelena Arkadyevna Naimushina,F,15.0,145.0,40.0,URS,1980,Vault,none
Taniko Nakamura-Mitsukuri,F,21.0,158.0,50.0,JPN,1964,Vault,none
Taniko Nakamura-Mitsukuri,F,25.0,158.0,50.0,JPN,1968,Vault,none
Yuriko Nanahara,F,16.0,158.0,45.0,JPN,1988,Vault,none
Nataliya Viktorovna Naranovich,F,19.0,153.0,42.0,BLR,2000,Vault,none
Virginia Navarro Nieto,F,17.0,163.0,42.0,ESP,1984,Vault,none
Maria Neculi,F,18.0,,,ROU,1992,Vault,none
Marianna Nmethov-Krajrov,F,16.0,154.0,49.0,TCH,1964,Vault,none
Marianna Nmethov-Krajrov,F,20.0,154.0,49.0,TCH,1968,Vault,none
Marianna Nmethov-Krajrov,F,24.0,154.0,49.0,TCH,1972,Vault,none
Karen Nguyen,F,16.0,152.0,37.0,AUS,2004,Vault,none
Wendy Jean Nicholls (-Grant),F,19.0,,,AUS,1956,Vault,none
Andrea Niederheide,F,14.0,151.0,39.0,FRG,1972,Vault,none
Gizela Niedurny (-Zygado),F,21.0,152.0,47.0,POL,1960,Vault,none
Gizela Niedurny (-Zygado),F,25.0,152.0,47.0,POL,1964,Vault,none
Pirkko Tellervo Nieminen (-Metsmki),F,21.0,160.0,55.0,FIN,1960,Vault,none
Marharyta Mykolavna Nikolaieva (Petrova-),F,24.0,159.0,55.0,URS,1960,Vault,Gold
Maila Sinikka Nisula (-Soikkeli),F,21.0,,,FIN,1952,Vault,none
Marianne Noack (-Paulick),F,17.0,158.0,40.0,GDR,1968,Vault,none
Hjrdis Margareta Nordin (-Hallquist),F,19.0,,,SWE,1952,Vault,none
Franoise Nourry (-Bocq),F,20.0,161.0,55.0,FRA,1968,Vault,none
Danuta Krystyna Nowak-Stachow (-Wroska),F,22.0,159.0,56.0,POL,1956,Vault,none
Danuta Krystyna Nowak-Stachow (-Wroska),F,26.0,159.0,56.0,POL,1960,Vault,none
Sakiko Nozawa,F,15.0,154.0,40.0,JPN,1976,Vault,none
Adrienn Nyeste,F,17.0,156.0,45.0,HUN,1996,Vault,none
Adrienn Nyeste,F,21.0,156.0,45.0,HUN,2000,Vault,none
ucja Bronisawa Ochmaska (-Bilska),F,19.0,166.0,60.0,POL,1968,Vault,none
Chieko Oda (-Tsukahara),F,21.0,155.0,49.0,JPN,1968,Vault,none
Masumi Okawa,F,17.0,146.0,40.0,JPN,1996,Vault,none
Satoko Okazaki,F,15.0,150.0,38.0,JPN,1976,Vault,none
"Elizabeth Anne ""Betty"" Okino",F,17.0,162.0,43.0,USA,1992,Vault,none
Maria Olaru,F,18.0,163.0,48.0,ROU,2000,Vault,none
Patricia Ollinger Velazquez,F,18.0,160.0,50.0,MEX,1972,Vault,none
Shallon Jade Olsen,F,16.0,158.0,52.0,CAN,2016,Vault,none
"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,16.0,164.0,52.0,FRG,1972,Vault,none
"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,164.0,52.0,FRG,1976,Vault,none
Kiyoko Ono (Oizumi-),F,24.0,157.0,60.0,JPN,1960,Vault,none
Kiyoko Ono (Oizumi-),F,28.0,157.0,60.0,JPN,1964,Vault,none
Henrietta nodi,F,18.0,146.0,47.0,HUN,1992,Vault,Gold
Henrietta nodi,F,22.0,146.0,47.0,HUN,1996,Vault,none
Kyoko Oshima,F,18.0,149.0,39.0,JPN,2004,Vault,none
Elisabeth Ostermeyer (-Schmidt),F,23.0,,,GER,1952,Vault,none
va vri,F,14.0,154.0,39.0,HUN,1976,Vault,none
va vri,F,18.0,154.0,39.0,HUN,1980,Vault,none
Eszter vry,F,15.0,152.0,42.0,HUN,1988,Vault,none
Eszter vry,F,23.0,152.0,42.0,HUN,1996,Vault,none
Chihiro Oyagi,F,21.0,152.0,41.0,JPN,1984,Vault,none
Mercedes Pacheco del Barrio,F,18.0,151.0,40.0,ESP,1996,Vault,none
Pak Gyong-Sil,F,17.0,,,PRK,1992,Vault,none
Kristina Dimitrova Panayotova,F,16.0,160.0,44.0,BUL,1992,Vault,none
Evdokiya Pandezova,F,24.0,165.0,53.0,BUL,1972,Vault,none
Park Gyeong-A,F,18.0,154.0,49.0,KOR,2004,Vault,none
Park Ji-Suk,F,15.0,157.0,43.0,KOR,1988,Vault,none
Louise Parker,F,17.0,162.0,59.0,CAN,1960,Vault,none
Henriette Parzer (-Behrendt),F,16.0,160.0,60.0,AUT,1960,Vault,none
Henriette Parzer (-Behrendt),F,21.0,160.0,60.0,AUT,1964,Vault,none
Mirela Ana Paca,F,17.0,,,ROU,1992,Vault,none
Mariya Valeryevna Paseka,F,17.0,161.0,48.0,RUS,2012,Vault,Bronze
Mariya Valeryevna Paseka,F,21.0,161.0,48.0,RUS,2016,Vault,Silver
Vesela Pasheva,F,21.0,166.0,59.0,BUL,1968,Vault,none
Carly Rae Patterson (-Caldwell),F,16.0,152.0,44.0,USA,2004,Vault,none
Simona Puca (-Rus),F,14.0,150.0,42.0,ROU,1984,Vault,none
Marcela Punescu,F,17.0,159.0,52.0,ROU,1972,Vault,none
Anna Anatolyevna Pavlova,F,16.0,152.0,43.0,RUS,2004,Vault,Bronze
Anna Anatolyevna Pavlova,F,20.0,152.0,43.0,RUS,2008,Vault,none
Stanka Pavlova,F,22.0,156.0,50.0,BUL,1960,Vault,none
Yamilet Pea Abreu,F,19.0,142.0,48.0,DOM,2012,Vault,none
Rita Peri,F,15.0,159.0,47.0,ITA,1972,Vault,none
Rita Peri,F,19.0,159.0,47.0,ITA,1976,Vault,none
Stela Perin,F,18.0,,,ROU,1952,Vault,none
"Patricia J. ""Pat"" Perks",F,20.0,155.0,54.0,GBR,1960,Vault,none
Sigrid Persoon,F,17.0,161.0,52.0,BEL,2000,Vault,none
Larisa Leonidovna Petrik (-Klimenko),F,19.0,163.0,52.0,URS,1968,Vault,none
Gta Elisabeth Pettersson (-Frisk),F,25.0,,,SWE,1952,Vault,none
Elin Ann-Sofi Pettersson-Colling (-Saltin),F,20.0,,,SWE,1952,Vault,none
Elin Ann-Sofi Pettersson-Colling (-Saltin),F,24.0,,,SWE,1956,Vault,Bronze
Phan Th H Thanh,F,20.0,160.0,48.0,VIE,2012,Vault,none
Phan Th H Thanh,F,24.0,160.0,48.0,VIE,2016,Vault,none
"Jaycie Lynn Phelps (-McClure, -Marus)",F,16.0,,,USA,1996,Vault,none
Roxanne Taillard Pierce (-Mancha),F,17.0,163.0,48.0,USA,1972,Vault,none
Yvonne Pioch,F,16.0,160.0,50.0,GER,1996,Vault,none
"Yelena Mikhaylovna ""Lena"" Piskun",F,18.0,153.0,39.0,BLR,1996,Vault,none
Irne Pittelioen (-Eggremont),F,25.0,,,FRA,1952,Vault,none
Lidia Pitteri,F,18.0,,,ITA,1952,Vault,none
Amelie Plante,F,20.0,158.0,51.0,CAN,2004,Vault,none
Romina Cecilia Plataroti Francisco,F,15.0,,,ARG,1992,Vault,none
Diana Plaza Martn,F,15.0,147.0,38.0,ESP,1996,Vault,none
Liliya Oleksandrivna Podkopaieva (-Nahorniy),F,17.0,149.0,42.0,UKR,1996,Vault,none
Nevenka Poganik,F,24.0,161.0,55.0,YUG,1960,Vault,none
Anna Pohludkov,F,16.0,166.0,54.0,TCH,1976,Vault,none
"Gillian ""Jill"" Pollard (-Coulton, -Livingstone)",F,25.0,155.0,53.0,GBR,1960,Vault,none
Iveta Polokov,F,18.0,158.0,46.0,TCH,1988,Vault,none
Iveta Polokov,F,21.0,158.0,46.0,TCH,1992,Vault,none
Alena Valentinovna Polozkova,F,16.0,153.0,43.0,BLR,1996,Vault,none
Alena Valentinovna Polozkova,F,21.0,153.0,43.0,BLR,2000,Vault,none
Ctlina Ponor,F,16.0,160.0,47.0,ROU,2004,Vault,none
Celestina Popa,F,18.0,145.0,35.0,ROU,1988,Vault,none
Eva Podkov,F,17.0,161.0,48.0,TCH,1976,Vault,none
Uta Poreceanu-Schlandt,F,23.0,156.0,54.0,ROU,1960,Vault,none
Luisa Fernanda Portocarrero Daz,F,15.0,,,GUA,1992,Vault,none
Annette Potempa,F,15.0,149.0,38.0,GER,1992,Vault,none
Gabriela Potorac,F,15.0,144.0,35.0,ROU,1988,Vault,Silver
Gabriella Pozzuolo-Marchi,F,21.0,162.0,57.0,ITA,1968,Vault,none
Mary Prestidge,F,19.0,165.0,53.0,GBR,1968,Vault,none
Hayley Price,F,18.0,157.0,46.0,GBR,1984,Vault,none
Ludmila Prince (Druvena-),F,21.0,152.0,47.0,LAT,1996,Vault,none
Penka Mircheva Prisadashka,F,23.0,,,BUL,1952,Vault,none
Yelena Sergeyevna Produnova,F,20.0,150.0,39.0,RUS,2000,Vault,none
Rosalinda Puente,F,15.0,146.0,50.0,MEX,1968,Vault,none
Heather Mary Purnell,F,17.0,161.0,56.0,CAN,2004,Vault,none
Nevenka Pukarevi,F,20.0,156.0,47.0,YUG,1972,Vault,none
Pyon Kwang-Sun,F,17.0,145.0,36.0,PRK,2004,Vault,none
Pirkko Liisa Pyyknen (-Mkel),F,16.0,158.0,48.0,FIN,1952,Vault,none
Qiao Ya,F,19.0,152.0,41.0,CHN,1996,Vault,none
Jana Rabasov (-Bartoov),F,18.0,,,TCH,1952,Vault,none
"Joyce May Racek (-Markley, -Budrunas)",F,18.0,160.0,61.0,USA,1956,Vault,none
Birgit Radochla (-Michailoff),F,19.0,163.0,60.0,GER,1964,Vault,Silver
Andreea Mdlina Rducan,F,16.0,148.0,37.0,ROU,2000,Vault,Silver
Corinne Ragazzacci (-Perier),F,15.0,161.0,54.0,FRA,1984,Vault,none
Marjorie Raistrick-Carter,F,18.0,163.0,57.0,GBR,1952,Vault,none
Marjorie Raistrick-Carter,F,26.0,163.0,57.0,GBR,1960,Vault,none
Antoaneta Rakhneva,F,17.0,155.0,47.0,BUL,1980,Vault,none
Helena Rakoczy (Krzynow-),F,30.0,166.0,55.0,POL,1952,Vault,none
Helena Rakoczy (Krzynow-),F,34.0,166.0,55.0,POL,1956,Vault,none
Nelly Ramassamy,F,16.0,157.0,48.0,FRA,2000,Vault,none
Mara Elena Ramrez,F,17.0,154.0,50.0,MEX,1968,Vault,none
Tsvetanka Rangelova,F,21.0,163.0,52.0,BUL,1960,Vault,none
Janine Rene Rankin,F,16.0,162.0,52.0,CAN,1988,Vault,none
Janine Rene Rankin,F,20.0,162.0,52.0,CAN,1992,Vault,none
Mary Elise Ray,F,18.0,152.0,48.0,USA,2000,Vault,none
Ivelina Petrova Raykova,F,16.0,154.0,40.0,BUL,1988,Vault,none
Lisa Ann Read (-Barnes),F,18.0,,,AUS,1992,Vault,none
Luciana Reali,F,16.0,,,ITA,1952,Vault,none
Luciana Reali,F,20.0,,,ITA,1956,Vault,none
Annika Louise Reeder,F,16.0,157.0,51.0,GBR,1996,Vault,none
Annika Louise Reeder,F,20.0,157.0,51.0,GBR,2000,Vault,none
Delphine Regease,F,16.0,155.0,46.0,FRA,2000,Vault,none
Alena Reichov (-Zmostn),F,18.0,,,TCH,1952,Vault,none
Alena Reichov (-Zmostn),F,23.0,,,TCH,1956,Vault,none
Stefania Reindl,F,30.0,156.0,50.0,POL,1952,Vault,none
Hildegard Reitter (-Engel),F,,,,AUT,1960,Vault,none
Katharina Rensch (-Schirmer),F,15.0,159.0,45.0,GDR,1980,Vault,none
Beate Renschler,F,17.0,165.0,47.0,FRG,1976,Vault,none
Mary Lou Retton (-Kelley),F,16.0,145.0,42.0,USA,1984,Vault,Silver
Ri Hae-Yon,F,16.0,144.0,37.0,PRK,2004,Vault,none
Lusa Parente Ribeiro de Carvalho,F,15.0,148.0,37.0,BRA,1988,Vault,none
Lusa Parente Ribeiro de Carvalho,F,19.0,148.0,37.0,BRA,1992,Vault,none
Kate Geraldine Richardson,F,16.0,152.0,47.0,CAN,2000,Vault,none
Kate Geraldine Richardson,F,20.0,152.0,47.0,CAN,2004,Vault,none
Sharon Lee Richardson (-Zuber),F,17.0,162.0,46.0,USA,1960,Vault,none
Hana n,F,19.0,157.0,40.0,TCH,1988,Vault,none
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",F,15.0,149.0,45.0,USA,1968,Vault,none
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",F,19.0,149.0,45.0,USA,1972,Vault,none
Bohumila imnov (-etkov),F,21.0,164.0,54.0,TCH,1968,Vault,none
Laura Rivera Rodrguez,F,13.0,155.0,47.0,MEX,1968,Vault,none
Laura Rivera Rodrguez,F,17.0,155.0,47.0,MEX,1972,Vault,none
Rowena Jane Roberts,F,15.0,149.0,41.0,GBR,1992,Vault,none
"Valerie Lois ""Val"" Roberts (-Beitzel)",F,22.0,157.0,61.0,AUS,1960,Vault,none
"Valerie Lois ""Val"" Roberts (-Beitzel)",F,26.0,157.0,61.0,AUS,1964,Vault,none
Laura Robertson,F,18.0,162.0,52.0,NZL,2000,Vault,none
Giordana Rocchi,F,15.0,153.0,43.0,ITA,1996,Vault,none
Ana Paula Rodrigues,F,16.0,163.0,43.0,BRA,2004,Vault,none
Brittany Rogers,F,19.0,157.0,46.0,CAN,2012,Vault,none
Brittany Rogers,F,23.0,157.0,46.0,CAN,2016,Vault,none
Ruth Rolln Gonzlez,F,15.0,,,ESP,1992,Vault,none
Jenny Marie Rolland,F,17.0,154.0,45.0,FRA,1992,Vault,none
Catherine Romano (-Bonnety),F,16.0,140.0,35.0,FRA,1988,Vault,none
Eva Rnstrm (-Ericsson),F,23.0,,,SWE,1956,Vault,none
"Patricia ""Patti"" Rope (-Portis)",F,16.0,164.0,48.0,CAN,1976,Vault,none
Gun Margareta Rring (-Lindh),F,22.0,,,SWE,1952,Vault,none
"Johanna Hendrika ""Annie"" Ros (-Brouwers)",F,26.0,,,NED,1952,Vault,none
Monique Rossi,F,22.0,162.0,54.0,FRA,1960,Vault,none
Monica Rou,F,17.0,153.0,44.0,ROU,2004,Vault,Gold
Milica Roman,F,,,,YUG,1952,Vault,none
Sonja Roman,F,,,,YUG,1952,Vault,none
Olha Rozshchupkina,F,16.0,142.0,36.0,UKR,2000,Vault,none
"Sandra Marlene Ruddick (Anderson-, -John)",F,24.0,176.0,59.0,USA,1956,Vault,none
Eva Mara Rueda Bravo,F,17.0,158.0,55.0,ESP,1988,Vault,none
Eva Mara Rueda Bravo,F,20.0,158.0,55.0,ESP,1992,Vault,none
Melita (-Melitta) Ruhn (-Fleischer),F,15.0,156.0,42.0,ROU,1980,Vault,Bronze
Ernestine Jean Russell-Carter (-Weaver),F,18.0,153.0,52.0,CAN,1956,Vault,none
Ernestine Jean Russell-Carter (-Weaver),F,21.0,153.0,52.0,CAN,1960,Vault,none
Monette Simone Russo,F,16.0,149.0,40.0,AUS,2004,Vault,none
Monica Kathleen Rutherford (-Phelps),F,20.0,160.0,61.0,GBR,1964,Vault,none
Hana Rikov (-Vorlkov),F,19.0,162.0,58.0,TCH,1960,Vault,none
Hana Rikov (-Vorlkov),F,23.0,162.0,58.0,TCH,1964,Vault,none
Leanne Rycroft,F,19.0,152.0,45.0,AUS,1988,Vault,none
Ewa Margareta Rydell (-Orrensj),F,18.0,155.0,50.0,SWE,1960,Vault,none
Ewa Margareta Rydell (-Orrensj),F,22.0,155.0,50.0,SWE,1964,Vault,none
Elvira Fuadovna Saadi,F,20.0,166.0,53.0,URS,1972,Vault,none
Elvira Fuadovna Saadi,F,24.0,166.0,53.0,URS,1976,Vault,none
Elena Sclici (-Petroanu),F,,,,ROU,1956,Vault,none
Donatella Sacchi,F,17.0,164.0,56.0,ITA,1976,Vault,none
Alicia Marie Sacramone (-Quinn),F,20.0,155.0,53.0,USA,2008,Vault,none
Julieta Senz de Sicilia,F,14.0,153.0,41.0,MEX,1968,Vault,none
Shizuko Sakashita,F,22.0,,,JPN,1956,Vault,none
Ritva Tuulikki Salonen (Leppnen-),F,24.0,167.0,59.0,FIN,1960,Vault,none
Vappu Orvokki Salonen (-Haapanen),F,23.0,157.0,53.0,FIN,1952,Vault,none
Makiko Sanada,F,15.0,153.0,41.0,JPN,1988,Vault,none
"Josefa ""Pepita"" Snchez Soler",F,20.0,150.0,44.0,ESP,1972,Vault,none
Ingrid Clara Charlotta Sandahl (-Sundell),F,27.0,,,SWE,1952,Vault,none
