Rank,Athlete,Nation,D,E,ND,Total
1,Emma Malabuyo,United States,6,8.3,,14.3
2,Ragan Smith,United States,6,8.2,,14.2
3,Angelina Melnikova,Russia,5.6,7.567,,13.167
4,Jade Barbosa,Brazil,5.8,7.167,-0.1,12.867
5,Martina Basile,Italy,5.3,7.267,,12.567
6,Nica Ivanus,Romania,5,6.5,,11.5
7,Lara Mori,Italy,5.2,6.2,-0.1,11.3
8,Anastasia Iliankova,Russia,5,6.1,,11.1
