Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,13.8,13.5,12.45,13.5,53.25
Aug 24-27,U.S. Championships,QF,13.85,14.05,11.85,13.15,52.9
Aug 4-6,U.S. Classic,AA,13.7,13.75,12.95,13.05,53.45
Jul 9-12,July National Team Camp,AA,13.85,13.75,12.25,13.4,53.25
30-Apr,Pan American Trials,AA,14.15,13.2,12.6,12.4,52.35
Feb 23-26,Winter Cup,AA,13.5,12.2,10.5,12.7,48.9
Feb 17-19,WOGA Classic,AA,13.25,14,12.5,12.25,52
