Date,Competition,,VT,UB,BB,FX,AA
Sep 30-Oct 2,Szombathely Challenge Cup,EF,0,13.133,0,13.5,0
Sep 30-Oct 2,Szombathely Challenge Cup,QF,0,13.366,0,13.466,0
Aug 18-21,U.S. Championships,AA,13.85,12.7,13.35,13,52.9
Aug 18-21,U.S. Championships,QF,13.95,12.2,13.2,13.1,52.45
Jul 4-5,U.S. Pan Ams Trials,EF,0,13.3,12.033,0,0
Jul 4-5,U.S. Pan Ams Trials,AA,13.5,13.1,11.3,13.5,51.4
Mar 31-Apr 3,March National Team Camp,AA,14,11.45,0,0,0
20-Mar,DTB Pokal Mixed Cup,AA,14.35,0,11.7,13.25,0
Feb 24-27,Winter Cup,AA,13.8,12.75,13.05,13.05,52.65
