Rank,Athlete,Nation,D,E,ND,Total
1,MyKayla Skinner,United States,6.4,8.35,,14.75
2,Jessica Lopez,Venezuela,5.7,8.775,,14.475
3,Yesenia Ferrera,Cuba,6.2,8.2,,14.4
4,Daniele Hypolito,Brazil,5.3,8.7,,14
5,Isabelle Cruz,Brazil,5.3,7.95,,13.25
6,Madison Desch,United States,5.6,7.3,,12.9
7,Amaranta Torres,Mexico,5,6.55,,11.55
8,Merlina Galera,Argentina,5.2,5.5,,10.7
