,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
0,172.7725434269282,Private room,False,True,2.0,False,0,0,10.0,93.0,1,1.222582408111646,0.39776045766309454,550.0784352403812,12.187231595963338,1075.4121066160792,23.430620865404563,12.50181,41.88987
1,156.87466392350314,Private room,False,True,2.0,True,1,0,10.0,95.0,1,2.978481669231585,1.5957422107357822,281.16275554888824,6.229285495505971,697.7250336366232,15.201735809803028,12.48654,41.92498
2,195.91798564514997,Private room,False,True,2.0,False,1,0,9.0,80.0,1,0.9353787977184819,0.649272520411355,482.70805884193635,10.694611039921595,1251.5142485274494,27.267459315823857,12.496269999999999,41.90801
3,298.55282538049704,Entire home/apt,False,False,4.0,False,0,1,9.0,90.0,1,2.203022845207594,0.49469923151086354,691.7164214130573,15.325283971199477,1625.9112968801742,35.42466271637192,12.477,41.907
4,131.3912982488953,Private room,False,True,3.0,False,1,0,9.0,91.0,1,1.2959835356246887,0.8674725010227758,317.07409208585665,7.024917076855564,836.6160708237586,18.22783456200571,12.51544,41.89463
5,395.342856474879,Entire home/apt,False,False,6.0,False,1,0,9.0,90.0,2,1.696878602466761,0.34757111812917757,1026.390302591804,22.740132177824613,2271.195959406476,49.483850059435674,12.48208,41.90339
6,182.12423725247234,Entire home/apt,False,False,4.0,False,1,0,9.0,89.0,2,1.2855044368790038,0.8651764002436325,317.9869535265169,7.045141926767176,840.4727788317084,18.311862873168387,12.51535,41.8947
7,117.5975498562177,Private room,False,True,2.0,False,0,1,9.0,90.0,1,1.8833166531753647,0.20304142749752752,245.9797638067791,5.449790715979532,700.3084502053282,15.258022189495367,12.51798,41.913090000000004
8,265.1205199541767,Entire home/apt,False,False,4.0,False,0,1,10.0,94.0,1,2.5679603711210865,1.47302032097202,839.5064812749043,18.599638266383803,2764.0409649759436,60.22174709431525,12.472000000000001,41.896
9,184.4621607088584,Entire home/apt,False,False,3.0,False,0,0,9.0,92.0,1,4.239377672466045,0.5089538682489163,384.67600243242777,8.522667370162702,968.6366980988327,21.10424374976229,12.45359,41.9125
10,158.97879503425057,Private room,False,True,2.0,True,0,0,9.0,94.0,1,3.380043050336698,0.6058982396836081,599.6482209906566,13.285472174758056,1467.7216189295889,31.978093400220615,12.46183,41.90463
11,186.56629181960582,Entire home/apt,False,False,2.0,False,0,1,10.0,96.0,0,5.684149366098376,0.9898188321178111,242.6128974583998,5.375196299417059,560.5906898576786,12.213911145246236,12.43471,41.9094
12,184.4621607088584,Entire home/apt,False,False,2.0,False,1,0,9.0,86.0,1,4.580446718482909,0.5534638041971581,396.8489834414168,8.792365160996809,794.8428127577794,17.317696610205545,12.44711,41.89905
13,110.58377948705959,Entire home/apt,False,False,2.0,True,1,0,10.0,99.0,1,2.511497014343095,0.062274587492481596,224.60932248041277,4.976319114355013,656.7802264935077,14.309647793799376,12.527999999999999,41.888999999999996
14,219.06342786337174,Entire home/apt,False,False,3.0,False,0,1,10.0,91.0,1,3.0083954682435134,1.9108520289236512,577.2815998072246,12.789929766769372,2336.867260057539,50.91466838278041,12.468,41.891999999999996
15,179.7863137960863,Entire home/apt,False,False,4.0,False,1,0,9.0,91.0,1,0.9693647314833939,0.6901135313510111,443.5140861963968,9.826251200313804,1242.2223739712945,27.065011911229135,12.498,41.909
16,124.6113202253758,Private room,False,True,4.0,False,1,0,9.0,92.0,1,4.323792987657397,0.4228521059313104,450.82783778533195,9.988290609131468,983.8852576069322,21.436472868608718,12.45154,41.90982
17,115.25962639983166,Entire home/apt,False,False,3.0,False,0,0,7.0,77.0,1,2.1785019544762543,0.6146305537485083,807.1723944983634,17.883262239358714,1778.8731671599705,38.757330785979754,12.47632,41.903940000000006
18,442.56891029387697,Entire home/apt,False,False,2.0,False,0,1,10.0,100.0,1,1.8727415989536182,0.15501695941942936,772.8489113336741,17.122810253406172,1596.1567876578906,34.776384144525416,12.48132,41.90718
19,182.35802959811093,Entire home/apt,False,False,5.0,False,0,0,9.0,87.0,0,4.561747091463301,0.45104531712399903,231.6573930337153,5.132472242045341,648.6975060358794,14.133544923617213,12.481,41.863
20,108.24585603067355,Private room,False,True,3.0,True,1,0,10.0,94.0,1,4.515193520867238,0.4040005484594425,232.72737450408582,5.156178155870333,644.4902684897563,14.04187942419849,12.48156,41.863279999999996
21,299.72178710869,Entire home/apt,False,False,3.0,False,0,1,9.0,88.0,1,0.9049905217864647,0.09449548583422604,791.8915620691577,17.544708622523228,1807.2289539544538,39.37513458940947,12.49366,41.89585
22,317.95759006850113,Entire home/apt,False,False,5.0,False,0,1,9.0,88.0,2,3.953548147124873,1.1264947235858713,312.6021175913801,6.925838499394859,908.0832086836039,19.78493011749348,12.46871,41.8756
23,208.54277230963456,Entire home/apt,False,False,3.0,False,1,0,9.0,90.0,1,2.566606585804232,1.5913208584181648,753.7809045776202,16.700350110412433,2162.197206788611,47.10903166964888,12.472560000000001,41.8944
24,286.8632080985668,Entire home/apt,False,False,4.0,True,1,0,10.0,97.0,1,2.892346356417077,1.7127259464531346,601.4074590413414,13.324448873684199,2929.188883758781,63.819919597586775,12.47,41.891000000000005
25,140.74299207443948,Private room,False,True,4.0,False,0,1,9.0,89.0,1,4.442630910000883,0.3043441531131768,513.8561245094993,11.384710243485133,879.9324863291349,19.17159417072763,12.449000000000002,41.905
26,184.4621607088584,Private room,False,True,2.0,False,1,0,9.0,91.0,1,1.1112645107851316,0.8438236917983849,458.911030674279,10.167377331063028,1167.3986183874893,25.434783798653392,12.49613,41.90977
27,111.7527412152526,Private room,False,True,2.0,True,1,0,10.0,95.0,1,2.678325171920308,0.7725953738013456,291.43029938162283,6.456767480973297,720.0393640023643,15.687910934156282,12.507719999999999,41.877109999999995
28,412.6434900521357,Entire home/apt,False,False,5.0,True,1,0,10.0,100.0,2,2.7829758955718913,1.4249459965753841,760.8355440669172,16.85664877579189,2039.612027279488,44.43819799842147,12.46882,41.89888
29,239.63715427956888,Entire home/apt,False,False,4.0,False,0,1,8.0,82.0,1,1.1634789015825233,1.055184251870649,302.80919471580785,6.708871951644535,826.5804221342228,18.009182123432364,12.51622,41.90002
30,233.79234563860376,Private room,False,True,3.0,False,0,1,10.0,96.0,1,2.6518050217920237,0.7424068592294188,626.500173905107,13.880389095704619,1599.8071852359494,34.85591745192757,12.47101,41.9059
31,103.80380146354008,Private room,False,True,2.0,False,1,0,10.0,93.0,1,4.770439429283236,0.2796896030168966,376.60230213531395,8.343790960811505,824.1759556370162,17.9567946316671,12.44513,41.90571
32,190.07317700418486,Entire home/apt,False,False,4.0,True,1,0,10.0,96.0,1,1.6288084257843645,1.1922222548463277,390.5718500046276,8.653292486898096,937.0437391493384,20.415909818418378,12.497,41.915
33,207.60760292708017,Entire home/apt,False,False,5.0,True,1,0,9.0,95.0,2,4.477521652980812,0.3662740231085734,234.4547561916828,5.194449062949559,648.5818845425508,14.131025811774034,12.48168,41.863609999999994
34,196.15177799078856,Entire home/apt,False,False,5.0,True,1,0,10.0,99.0,2,3.864669656388785,0.3385699235609959,262.88391687085374,5.824309721138248,694.9405201671432,15.141068016501638,12.487,41.868
35,182.12423725247234,Entire home/apt,False,False,6.0,False,1,0,9.0,88.0,1,2.9125556031282693,1.2512838975345573,705.5037001122607,15.630747243017899,1757.178363379533,38.28465364295569,12.46716,41.90032
36,117.5975498562177,Entire home/apt,False,False,2.0,False,0,0,10.0,93.0,1,4.379669500867262,0.6955831996455321,224.5946804582158,4.9759947138620735,635.583811006012,13.847829322594082,12.48968,41.86258
37,155.70570219531012,Entire home/apt,False,False,4.0,False,1,0,10.0,90.0,1,7.696201442924654,0.41995156937359035,150.57681928645644,3.336096185675101,371.56355179335753,8.095468384550456,12.41,41.908
38,368.69052907207816,Entire home/apt,False,False,5.0,False,0,1,9.0,85.0,2,2.5243576051090932,1.3920188664694515,928.3349799336208,20.56767303401184,2431.055781441289,52.9668077634314,12.472339999999999,41.89673
39,173.00633577256679,Private room,False,True,4.0,True,0,1,10.0,97.0,1,3.597635011973867,0.42991972389790933,327.34856839787665,7.252552654474795,937.1949872722006,20.419205148089283,12.47743,41.874320000000004
40,96.79003109438196,Private room,False,True,2.0,True,1,0,10.0,98.0,1,5.4594896974765845,1.5382901668753728,229.0360878603072,5.074396063839845,561.9644169545604,12.243841326040696,12.44207,41.92074
41,94.45210763799592,Private room,False,True,2.0,True,1,0,10.0,99.0,1,5.439921089713373,1.5960119226949885,227.91385750107315,5.049532552718872,558.3250514126029,12.1645483799416,12.442739999999999,41.92142
42,246.65092464872697,Entire home/apt,False,False,3.0,False,0,1,9.0,86.0,1,2.564380183522011,1.345537514676295,989.1102930153961,21.914177038520034,3209.9506207031964,69.93703672076748,12.471630000000001,41.89776
43,251.09297921586045,Entire home/apt,False,False,3.0,True,1,0,10.0,97.0,1,3.184256121049805,2.0281599593010338,531.7821347775382,11.781868948011947,1694.99925461351,36.92992170876746,12.46605,41.89137
44,472.7281228812568,Entire home/apt,False,False,4.0,False,1,0,10.0,100.0,1,1.4283463433542782,0.2726391713789124,808.4707767548031,17.912028473854722,1678.5091382511043,36.570642078068765,12.48592,41.90494
45,242.20887008159352,Entire home/apt,False,False,6.0,True,0,0,10.0,97.0,2,3.0344478236699914,1.5947284337676977,542.3210109892651,12.015362422624122,2188.052692803588,47.67235998479492,12.47,41.888000000000005
46,161.5505108362752,Private room,False,True,2.0,False,0,0,10.0,100.0,1,6.301224362067675,0.32846595890070707,156.99988058855797,3.478401956323197,430.00507736826864,9.368767448339433,12.478,41.847120000000004
47,169.96703527926493,Private room,False,True,3.0,False,0,1,10.0,92.0,1,0.25669094304117185,0.36847926232530565,439.4444450610834,9.73608649678957,1155.064766658913,25.166059091274256,12.50501,41.90191
48,126.24786664484604,Private room,False,True,2.0,False,0,1,9.0,86.0,1,0.23095355299671952,0.3442674456018215,446.9595526895946,9.902587037930095,1163.3123292367711,25.345753471351085,12.50473,41.90181
