Date,Competition,,VT,UB,BB,FX,AA
Oct 29-Nov 6,World Championships,TF,0,13.766,0,0,0
Oct 29-Nov 6,World Championships,QF,13.766,0,0,0,0
Oct 21-22,U.S. Worlds Trials,EF,0,14.1,13.75,0,0
Oct 21-22,U.S. Worlds Trials,AA,14.15,13.8,12.85,12.45,53.25
Aug 18-21,U.S. Championships,AA,0,14.25,13.4,0,0
Aug 18-21,U.S. Championships,QF,0,14.2,13.15,0,0
Jul 29-31,U.S. Classic,AA,14.4,12.85,13.55,13.6,54.4
