Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,14.25,14.4,14.2,12.2,55.05
Aug 24-27,U.S. Championships,QF,14.35,14.4,14.05,12.9,55.7
Aug 4-6,U.S. Classic,AA,14.1,14.35,14.3,0,0
Jul 9-12,July National Team Camp,AA,14.25,14.35,14.05,0,0
Feb 23-26,Winter Cup,AA,0,13.15,13.4,0,0
Feb 17-19,WOGA Classic,AA,0,14.7,13.45,0,0
