Rank,Athlete,Nation,D,E,ND,Total
1,Nina Derwael,Belgium,5.3,8.466,,13.766
2,Angelina Melnikova,Russia,5.3,8.3,,13.6
3,Diana Varinska,Ukraine,5.2,7.9,,13.1
4,Denisa Golgota,Romania,5.2,7.733,,12.933
5,Georgia-Mae Fenton,Great Britain,5.2,7.6,,12.8
6,Lorette Charpy,France,5.6,5.966,,11.566
