Position,Gymnast,D Score,E Score,Penalty,Total
1,Fan Yilin(CHN),6.9,8.466,,15.366
1,Viktoria Komova(RUS),6.6,8.766,,15.366
1,Daria Spiridonova(RUS),6.7,8.666,,15.366
1,Madison Kocian(USA),6.6,8.766,,15.366
5,Gabby Douglas(USA),6.4,8.733,,15.133
6,Shang Chunsong(CHN),6.7,8.2,,14.9
7,Ruby Harrold(GBR),6.3,8.466,,14.766
8,Sophie Scheder(GER),6.6,8,,14.6
