Date,Competition,,VT,UB,BB,FX,AA
Jul 23-Aug 8,Olympic Games,TF,14.666,14.166,13.433,11.7,53.965
Jul 23-Aug 8,Olympic Games,QF,14.7,12.866,11.566,13.566,52.698
Jun 24-27,U.S. Olympic Trials,AA,14.933,14.433,13.9,14.233,57.499
Jun 24-27,U.S. Olympic Trials,QF,14.966,14.3,14.233,13.633,57.132
Jun 3-6,U.S. Championships,AA,14.9,14.6,14.05,14,57.55
Jun 3-6,U.S. Championships,QF,14.95,14.45,13.95,13.55,56.9
May 21-22,U.S. Classic,AA,14.95,14.15,14.05,13.95,57.1
Feb 26-28,Winter Cup,AA,14.9,14.05,14.5,13.6,57.05
6-Feb,WOGA Classic,AA,14.85,14.4,14.3,11.9,55.45
