Rank,Athlete,Nation,D,E,ND,Total
1,Joe Fraser,Great Britain,6.6,8.4,,15
2,Ahmet Önder,Turkey,6.2,8.783,,14.983
3,Kazuma Kaya,Japan,6.3,8.666,,14.966
4,Xiao Ruoteng,China,6.4,8.566,,14.9
5,Ferhat Arican,Turkey,6.5,8.4,,14.9
6,Sun Wei,China,6.2,8.266,,14.466
7,Petro Pakhniuk,Ukraine,6.5,7.7,,14.2
8,Lukas Dauser,Germany,6.3,7.533,,13.833
