Rank,Athlete,Nation,D,E,ND,Total
1,Ashton Locklear,United States,6.5,9.125,,15.625
2,Larrissa Miller,Australia,6.1,8.575,,14.675
3,Brittany Rogers,Canada,6,8.6,,14.6
4,Madison Copiak,Canada,5.7,8.35,,14.05
5,Brenna Dowell,United States,6.2,7.8,,14
6,Kiara Munteanu,Australia,5.5,8.375,,13.875
7,Ginna Escobar,Colombia,5,8.275,,13.275
8,Nagi Kajita,Japan,5.6,7.1,,12.7
