Date,Competition,,VT,UB,BB,FX,AA
Aug 24-27,U.S. Championships,AA,13.4,0,14.2,0,0
Aug 24-27,U.S. Championships,QF,13.35,0,13.65,0,0
Aug 4-6,U.S. Classic,AA,13.5,0,14.5,0,0
