Rank,Athlete,Nation,D,E,ND,Total
1,Kirill Prokopev,Russia,6.2,8.75,,14.95
2,Kazuma Kaya,Japan,5.8,8.8,,14.6
3,Kakeru Tanigawa,Japan,5.9,8.65,,14.55
4,Kim Han-sol,South Korea,6,8.55,,14.55
5,Marco Walter,Switzerland,5.7,8.45,,14.15
6,Alexander Diab,United States,5.6,8.05,,13.65
7,Milad Karimi,Kazakhstan,6.2,7.55,-0.1,13.65
8,Andrea Russo,Italy,5.4,6.25,-0.1,11.55
