Rank,Athlete,Nation,D,E,ND,Total
1,Artur Avetisyan,Armenia,5.9,9,,14.9
2,Ibrahim Colak,Turkey,6.2,8.6,,14.8
2,Vinzenz Höck,Austria,6.2,8.6,,14.8
4,Wataru Tanigawa,Japan,6,8.65,,14.65
5,Ahmet Önder,Turkey,6,8.45,,14.45
6,Kazuma Kaya,Japan,6.1,8.35,,14.45
7,Alexander Diab,United States,5.8,8.5,,14.3
8,Tang Chia-Hung,Chinese Taipei,5.5,8.625,,14.125
