Rank,Athlete,Nation,D,E,ND,Total
1,Kakeru Tanigawa,Japan,6.2,8.65,,14.85
2,Ivan Stretovich,Russia,5.9,8.9,,14.8
3,Ahmet Önder,Turkey,5.7,8.75,,14.45
4,Milad Karimi,Kazakhstan,5.7,8.55,,14.25
5,Marco Sarrugerio,Italy,5.5,8.65,,14.15
6,Stefano Patron,Italy,5.5,8.55,,14.05
7,Kazuma Kaya,Japan,6.3,7.45,,13.75
8,Lee Chih-Kai,Chinese Taipei,5.8,7.9,,13.7
