0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Liu Yang,China,6.4,8.833,,15.233
2,Eleftherios Petrounias,Greece,6.3,8.766,,15.066
3,You Hao,China,6.7,8.133,,14.833
4,Vahagn Davtyan,Armenia,6.0,8.700,,14.700
5,Nikita Simonov,Azerbaijan,6.2,8.466,,14.666
6,Vinzenz Höck,Austria,6.1,8.466,,14.566
7,Artur Avetisyan,Armenia,5.9,8.533,,14.433
8,Harry Hepworth,Great Britain,5.8,8.300,,14.100
