0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Liu Yang,China,6.4,8.800,,15.200
2,Eleftherios Petrounias,Greece,6.3,8.600,,14.900
3,You Hao,China,6.5,8.300,,14.800
4,Nikita Simonov,Azerbaijan,6.2,8.466,,14.666
5,Vinzenz Höck,Austria,6.1,8.500,,14.600
6,Artur Avetisyan,Armenia,5.9,8.533,,14.433
,Vahagn Davtyan,Armenia,5.9,8.533,,14.433
8,Harry Hepworth,Great Britain,5.8,8.566,,14.366
9,Courtney Tulloch,Great Britain,6.2,8.100,,14.300
10,Kaya Kazuma,Japan,5.8,8.400,,14.200
11,Lin Guan-Yi,Taiwan,5.9,8.266,,14.166
12,Adem Asil,Türkiye,6.3,7.866,,14.166
13,William Emard,Canada,5.8,8.333,,14.133
14,Glen Cuyle,Belgium,6.0,8.133,,14.133
15,Yul Moldauer,United States,5.8,8.200,,14.000
16,Igor Radivilov,Ukraine,6.0,7.966,,13.966
17,Asher Hong,United States,6.1,7.866,,13.966
18,Casimir Schmidt,Netherlands,5.5,8.433,,13.933
19,Félix Dolci,Canada,5.4,8.500,,13.900
20,James Hall,Great Britain,5.2,8.633,,13.833
21,Artur Davtyan,Armenia,5.3,8.533,,13.833
22,Nicola Cuyle,Belgium,5.5,8.333,,13.833
23,Sugimoto Kaito,Japan,5.8,7.966,,13.766
24,Mehmet Ayberk Kosak,Türkiye,6.0,7.766,,13.766
25,Paul Juda,United States,5.2,8.533,,13.733
26,Nick Klessing,Germany,5.6,8.133,,13.733
27,Krisztofer Meszaros,Hungary,5.0,8.700,,13.700
28,Hashimoto Daiki,Japan,5.8,7.900,,13.700
29,Christian Baumann,Switzerland,5.2,8.466,,13.666
30,Rene Cournoyer,Canada,5.4,8.266,,13.666
31,Chiba Kenta,Japan,6.0,7.666,,13.666
32,Sun Wei,China,5.9,7.733,,13.633
33,Nestor Abad,Spain,5.3,8.300,,13.600
34,Lee Junho,South Korea,5.0,8.566,,13.566
35,Lorenzo Casali,Italy,5.2,8.366,,13.566
36,Seo Jungwon,South Korea,5.6,7.966,,13.566
37,Abdulaziz Mirvaliev,Uzbekistan,5.0,8.533,,13.533
38,Ivan Tikhonov,Azerbaijan,5.3,8.233,,13.533
,Nils Dunkel,Germany,5.3,8.233,,13.533
,Lee Junghyo,South Korea,5.3,8.233,,13.533
41,Yumin Abbadini,Italy,4.7,8.800,,13.500
42,Elias Koski,Finland,4.9,8.600,,13.500
43,Andrei Muntean,Romania,5.3,8.200,,13.500
44,Ilias Georgiou,Cyprus,4.7,8.700,,13.400
45,Fred Richard,United States,5.2,8.200,,13.400
46,Ahmet Önder,Türkiye,5.5,7.900,,13.400
47,Patrick Sampaio,Brazil,4.3,9.066,,13.366
48,Dmitriy Patanin,Kazakhstan,4.8,8.566,,13.366
49,Noe Seifert,Switzerland,5.0,8.366,,13.366
50,Jim Zona,France,4.7,8.633,,13.333
51,Thierno Diallo,Spain,4.7,8.600,,13.300
52,Léo Saladino,France,5.1,8.200,,13.300
53,Bart Deurloo,Netherlands,5.2,8.100,,13.300
54,Oskar Kirmes,Finland,4.7,8.566,,13.266
55,Maxime Gentges,Belgium,4.8,8.466,,13.266
56,Jake Jarman,Great Britain,4.6,8.633,,13.233
57,Benedek Tomcsanyi,Hungary,5.0,8.233,,13.233
58,Marcus Stenberg,Sweden,4.7,8.500,,13.200
59,Pascal Brendel,Germany,4.8,8.400,,13.200
60,Milad Karimi,Kazakhstan,4.4,8.766,,13.166
61,Rayderley Zapata,Spain,5.5,7.666,,13.166
62,Yuri Guimarães,Brazil,4.9,8.233,,13.133
63,Illia Kovtun,Ukraine,5.3,7.833,,13.133
64,Mario Macchiati,Italy,4.7,8.400,,13.100
65,Khabibullo Ergashev,Uzbekistan,4.8,8.300,,13.100
66,Balazs Kiss,Hungary,5.1,8.000,,13.100
67,Sofus Heggemsnes,Norway,4.6,8.466,,13.066
68,Zachary Clay,Canada,4.4,8.633,,13.033
69,Mikhail Koudinov,New Zealand,4.5,8.533,,13.033
70,Michalis Chari,Cyprus,4.6,8.433,,13.033
71,Joel Plata,Spain,5.2,7.833,,13.033
72,Toma Modoianu,Romania,5.5,7.533,,13.033
73,Sokratis Pilakouris,Cyprus,6.0,7.033,,13.033
74,Loran de Munck,Netherlands,4.6,8.400,,13.000
75,Diogo Soares,Brazil,4.7,8.300,,13.000
76,Uri Zeidel,Israel,5.1,7.900,,13.000
77,Nazar Chepurnyi,Ukraine,4.6,8.366,,12.966
78,Ahmed Elmaraghy,Egypt,4.8,8.166,,12.966
79,Lukas Dauser,Germany,5.1,7.866,,12.966
80,Jermain Grünberg,Netherlands,4.3,8.633,,12.933
81,Florian Langenegger,Switzerland,4.7,8.233,,12.933
82,Benjamin Osberger,France,4.3,8.600,,12.900
83,Omar Mohamed,Egypt,5.4,7.500,,12.900
84,Harald Wibye,Norway,4.3,8.566,,12.866
85,Oleg Verniaiev,Ukraine,5.0,7.866,,12.866
86,Valgard Reinhardsson,Iceland,4.3,8.533,,12.833
87,Artem Dolgopyat,Israel,4.5,8.333,,12.833
88,Askhab Matiev,Austria,4.1,8.700,,12.800
89,Luka van den Keybus,Belgium,4.3,8.500,,12.800
90,Yordan Aleksandrov,Bulgaria,4.5,8.300,,12.800
91,Kevin Carvalho,France,4.2,8.566,,12.766
92,James Hardy,Australia,4.6,8.166,,12.766
93,Jose Nogueira,Portugal,4.2,8.533,,12.733
94,Zaid Khater,Egypt,4.9,7.833,,12.733
95,Mohamed Afify,Egypt,5.1,7.600,,12.700
96,Emre Dodanli,Türkiye,4.2,8.466,,12.666
97,Fabian de Luna,Mexico,5.5,7.166,,12.666
98,Petar Vefic,Serbia,4.1,8.533,,12.633
99,Andres Perez,Puerto Rico,4.3,8.333,,12.633
100,Clay Mason Stephens,Australia,4.0,8.566,,12.566
101,Hillal Metidji,Algeria,4.5,8.066,,12.566
102,Andres Martinez,Colombia,4.6,7.966,,12.566
103,Ricardo Rudy,Austria,4.3,8.233,,12.533
104,Gytis Chasazyrovas,Lithuania,4.7,7.800,,12.500
105,Sebastian Gawronski,Poland,5.0,7.500,,12.500
106,Ilia Liubimov,Israel,4.4,8.066,,12.466
107,Kevin Penev,Bulgaria,5.0,7.466,,12.466
108,Rodrigo Gomez,Mexico,4.7,7.733,,12.433
109,Van Vi Luong,Vietnam,4.4,8.000,,12.400
110,Adam Steele,Ireland,3.6,8.766,,12.366
111,Abdulla Azimov,Uzbekistan,4.2,8.166,,12.366
112,Matteo Levantesi,Italy,4.7,7.633,,12.333
113,Gagik Khachikyan,Armenia,4.1,8.166,,12.266
114,Usukhbayar Erkhembayar,Mongolia,4.0,8.233,,12.233
115,Ethan Dick,New Zealand,4.1,8.133,,12.233
116,Diyas Toishybek,Kazakhstan,3.9,8.266,,12.166
117,Isaac Nuñez,Mexico,4.1,8.066,,12.166
,Kacper Garnczarek,Poland,4.1,8.066,,12.166
119,Yogeshwar Singh,India,4.2,7.933,,12.133
120,Santiago Mayol,Argentina,4.6,7.533,,12.133
121,Dilan Jimenez,Colombia,5.1,7.000,,12.100
122,Lee Chih-Kai,Taiwan,4.7,7.366,,12.066
123,Ilyas Azizov,Kazakhstan,4.4,7.600,,12.000
124,Nikolaos Iliopoulos,Greece,4.7,7.266,,11.966
125,Pavel Gulidov,Israel,5.6,6.366,,11.966
126,Krisztian Balazs,Hungary,3.8,8.100,,11.900
127,Robert Tvorogal,Lithuania,4.5,7.366,,11.866
128,Manuel Martinez,Colombia,4.6,7.266,,11.866
129,Utkirbek Juraev,Uzbekistan,4.2,7.600,,11.800
130,Diorges Escobar,Cuba,4.2,7.433,,11.633
131,Joel Alvarez,Chile,4.1,7.500,,11.600
132,Carlos Yulo,Philippines,4.7,6.866,,11.566
133,Bernardo Miranda,Brazil,3.9,7.600,,11.500
134,Emilian Neagu,Romania,5.1,6.300,,11.400
135,Yeh Cheng,Taiwan,4.2,7.133,,11.333
136,Robert Burtanete,Romania,3.8,7.500,,11.300
137,Juan Larrahondo,Colombia,4.3,6.933,,11.233
