0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Hashimoto Daiki,Japan,6.7,8.533,,15.233
2,Tin Srbic,Croatia,6.1,8.600,,14.700
3,Su Weide,China,5.9,8.600,,14.500
4,Milad Karimi,Kazakhstan,6.3,8.133,,14.433
5,Paul Juda,United States,5.4,8.700,,14.100
6,Arthur Mariano,Brazil,6.2,7.333,,13.533
7,Chiba Kenta,Japan,5.4,7.300,,12.700
8,Félix Dolci,Canada,5.0,6.100,,11.100
