0,1,2,3,4,5,6
Rank,Athlete,Nation,D,E,ND,Total
1,Lukas Dauser,Germany,6.6,8.800,,15.400
2,Shi Cong,China,6.3,8.766,,15.066
3,Sugimoto Kaito,Japan,6.3,8.700,,15.000
4,Kaya Kazuma,Japan,6.3,8.433,,14.733
5,Illia Kovtun,Ukraine,6.4,8.233,,14.633
6,Asher Hong,United States,6.0,8.466,,14.466
7,Matteo Levantesi,Italy,6.4,7.466,,13.866
8,Yul Moldauer,United States,6.3,6.833,,13.133
