Rank,Athlete,Nation,VT,UB,BB,FX,AA
1,Morgan Hurd,United States,14.233,14.3,12.933,13.633,55.099
2,Ellie Black,Canada,14.5,13.533,13.733,13.266,55.032
3,Asuka Teramoto,Japan,14.6,13.266,13.333,13.6,54.799
4,Aiko Sugihara,Japan,14.1,12.866,13,12,51.966
5,Carolyne Pedro,Brazil,13.5,12.566,12.233,12.933,51.132
6,Liu Jingxing,China,13.1,12.333,13.6,11.5,50.533
7,Lee Yunseo,South Korea,13.166,12.133,11.933,12.266,49.498
8,Ksenia Klimenko,Russia,12.1,10.966,12.833,12.833,48.732
9,Carina Kröll,Germany,13.033,10.766,11.4,12.533,47.732
