Rank,Athlete,Nation,D,E,ND,Total
1,Melanie De Jesus Dos Santos,France,5.5,8.266,,13.766
2,Denisa Golgota,Romania,5.5,8.1,,13.6
3,Axelle Klinckaert,Belgium,5.3,8.1,,13.4
4,Celine van Gerner,Netherlands,4.6,8.7,,13.3
5,Martina Basile,Italy,5.2,7.966,,13.166
6,Angelina Melnikova,Russia,5.4,7.866,-0.1,13.166
7,Jessica Castles,Sweden,4.7,8.1,,12.8
8,Georgia-Mae Fenton,Great Britain,4.5,8.133,,12.633
