Rank,Athlete,Nation,D,E,ND,Total
1,Nina Derwael,Belgium,6.3,8.433,,14.733
2,Jonna Adlerteg,Sweden,6.2,8.333,,14.533
3,Angelina Melnikova,Russia,6.1,8.266,,14.366
4,Kim Bui,Germany,6,8.2,,14.2
5,Uliana Perebinosova,Russia,6.1,8.066,,14.166
6,Lorette Charpy,France,5.8,8.333,,14.133
7,Juliette Bossu,France,5.9,8.2,,14.1
8,Kelly Simm,Great Britain,6,8.066,,14.066
