Rank,Athlete,Nation,D,E,ND,Total
1,Jonna Adlerteg,Sweden,6.3,8.375,,14.675
2,Kristina Pravdina,Azerbaijan,5.5,8.3,,13.8
3,Filipa Martins,Portugal,5.6,7.875,,13.475
4,Dorina Böczögö,Hungary,5,8.45,,13.45
5,Paula Raya,Spain,5.3,8,,13.3
6,Caterina Barloggio,Switzerland,5,8.025,,13.025
7,Evangelia Plyta,Greece,5.8,6.8,,12.6
8,Teja Belak,Slovenia,4.2,7.175,,11.375
