Position,Gymnast,D Score,E Score,Penalty,Total,year
1,Simone Biles(USA),6.4,8.958,0.0,15.358,2015
2,Sanne Wevers(NED),5.7,8.633,0.0,14.333,2015
3,Pauline Schäfer(GER),5.8,8.333,0.0,14.133,2015
4,Viktoria Komova(RUS),5.7,8.233,0.0,13.933,2015
5,Wang Yan(CHN),6.4,7.233,0.0,13.633,2015
6,Seda Tutkhalyan(RUS),6.0,7.5,0.0,13.5,2015
7,Ellie Black(CAN),6.0,7.466,0.0,13.466,2015
8,Eythora Thorsdottir(NED),5.7,7.033,0.0,12.733,2015
