Position,Gymnast,D Score,E Score,Penalty,Total,year
1,Huang Huidan(CHN),6.6,8.8,0.0,15.4,2013
2,Kyla Ross(USA),6.4,8.866,0.0,15.266,2013
3,Aliya Mustafina(RUS),6.5,8.533,0.0,15.033,2013
4,Simone Biles(USA),6.1,8.616,0.0,14.716,2013
5,Sophie Scheder(GER),6.4,8.283,0.0,14.683,2013
6,Yao Jinnan(CHN),6.9,7.733,0.0,14.633,2013
7,Ruby Harrold(GBR),6.3,8.033,0.0,14.333,2013
8,Becky Downie(GBR),6.4,7.4,0.0,13.8,2013
