Position,Gymnast,D Score,E Score,Penalty,Total,year
1,Simone Biles(USA),6.5,8.5,0.0,15.0,2013
2,Vanessa Ferrari(ITA),6.2,8.433,0.0,14.633,2013
3,Larisa Iordache(ROU),6.1,8.5,0.0,14.6,2013
4,Mai Murakami(JPN),6.2,8.266,0.0,14.466,2013
5,Kyla Ross(USA),5.7,8.633,0.0,14.333,2013
5,Giulia Steingruber(SUI),6.1,8.233,0.0,14.333,2013
7,Sandra Izbașa(ROU),6.1,7.633,0.0,13.733,2013
8,Ellie Black(CAN),5.7,7.966,0.1,13.566,2013
