Position,Gymnast,D Score,E Score,Penalty,Total,year
1,Fan Yilin(CHN),6.9,8.466,0.0,15.366,2015
1,Viktoria Komova(RUS),6.6,8.766,0.0,15.366,2015
1,Daria Spiridonova(RUS),6.7,8.666,0.0,15.366,2015
1,Madison Kocian(USA),6.6,8.766,0.0,15.366,2015
5,Gabby Douglas(USA),6.4,8.733,0.0,15.133,2015
6,Shang Chunsong(CHN),6.7,8.2,0.0,14.9,2015
7,Ruby Harrold(GBR),6.3,8.466,0.0,14.766,2015
8,Sophie Scheder(GER),6.6,8.0,0.0,14.6,2015
