Position,Gymnast,D Score,E Score,Penalty,Total,year
1,Yao Jinnan(CHN),6.9,8.733,0.0,15.633,2014
2,Huang Huidan(CHN),6.8,8.766,0.0,15.566,2014
3,Daria Spiridonova(RUS),6.4,8.883,0.0,15.283,2014
4,Ashton Locklear(USA),6.5,8.766,0.0,15.266,2014
5,Becky Downie(GBR),6.6,8.566,0.0,15.166,2014
6,Aliya Mustafina(RUS),6.3,8.8,0.0,15.1,2014
7,Lisa Katharina Hill(GER),6.3,8.033,0.0,14.333,2014
8,Ruby Harrold(GBR),6.1,7.566,0.0,13.666,2014
