Position,Gymnast,D Score,E Score,Penalty,Total
,Denis Ablyazin (RUS),7.1,8.6,,15.7
,Eleftherios Kosmidis (GRE),6.6,8.933,,15.533
,Daniel Purvis (GBR),6.5,8.9,,15.4
,Alexander Shatilov (ISR),6.5,8.9,,15.4
5.0,Max Whitlock (GBR),6.7,8.733,-0.1,15.333
6.0,Dzmitry Barkalau (BLR),6.4,8.841,,15.241
7.0,Claudio Capelli (SUI),6.4,8.5,,14.9
8.0,David Belyavskiy (RUS),6.5,8.366,,14.866
