2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
12.2,1.9,211.7,0.3209,30.0,56.2,69.0,5.9,9.1,0.41739999999999994,0.9451,253.4,51.7,45.8,3.3,0.5280000000000001,42.8,112.3
