BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
31.666666666666668,4.383333333333333,284.8333333333333,29.0,3.8250000000000006,21.5,8.833333333333334,52.0,7.233333333333333,7.0,7.666666666666667,1.0,65.25,2.0,32.0,0.16666666666666666,84.16666666666667,2.8016666666666663,11.666666666666666,3.1666666666666665,6.166666666666667,1.2905,5.166666666666667
