2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
8.5,1.3,173.5,0.2858,28.6,55.8,50.5,6.5,11.0,0.4061,0.9463000000000001,211.5,39.6,38.3,2.1,0.54,46.3,94.6
