BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
32.166666666666664,4.866666666666667,294.0,33.0,4.618333333333334,24.333333333333332,7.666666666666667,59.0,7.866666666666667,4.333333333333333,8.0,1.1000000000000003,66.6,2.1666666666666665,38.333333333333336,0.0,78.5,2.4383333333333335,10.716666666666667,2.8333333333333335,5.833333333333333,1.4118333333333333,8.166666666666666
