BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
16.0,2.716666666666667,244.66666666666666,16.5,2.465,20.833333333333332,7.333333333333333,44.5,6.216666666666668,5.166666666666667,6.833333333333333,1.0666666666666667,60.800000000000004,1.1666666666666667,19.5,0.0,89.5,5.375,13.983333333333334,3.0,6.0,0.9926666666666667,3.1666666666666665
