BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
22.0,3.5200000000000005,244.0,26.2,4.062,20.0,7.2,49.0,7.780000000000001,6.2,7.0,1.0,56.160000000000004,1.8,31.2,0.2,54.4,2.912,8.88,0.4,4.4,1.254,3.4
