2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
10.9,1.7,195.0,0.29300000000000004,27.4,56.6,58.3,7.4,12.4,0.3915,0.9345000000000001,234.0,47.7,45.5,3.0,0.5432,44.6,109.8
