2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
13.8,1.3,205.4,0.3322,26.2,52.9,68.5,5.4,11.2,0.4141,0.9814,240.6,48.7,47.1,2.7,0.5673,40.8,118.5
