2B,3B,AB,BA,BB,G,H,HBP,HR,OBP,OPS,PA,R,RBI,SF,SLG,SO,TB
11.5,0.7,186.4,0.32060000000000005,35.5,52.6,60.5,7.1,12.2,0.4391,1.0265,233.6,53.2,48.9,2.5,0.5875,39.5,110.0
