BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
21.166666666666668,2.9499999999999997,284.1666666666667,26.666666666666668,3.513333333333333,23.166666666666668,8.5,59.5,7.75,8.0,9.5,1.2000000000000002,67.91666666666667,1.3333333333333333,28.666666666666668,0.0,75.0,4.066666666666667,10.266666666666667,2.6666666666666665,6.5,1.1888333333333334,1.6666666666666667
