BB,BB9,BF,ER,ERA,G,GS,H,H9,HBP,HR,HR9,IP,L,R,SHO,SO,SO/W,SO9,SV,W,WHIP,WP
22.4,3.66,264.8,27.0,4.24,20.0,9.2,51.0,7.639999999999999,4.6,7.4,1.02,62.260000000000005,1.4,30.6,0.0,88.4,4.377999999999999,12.38,1.4,6.4,1.2544,6.6
