Rank,Athlete,Nation,FX,PH,SR,VT,PB,HB,AA
1,Nikita Nagornyy,Russia,14.366,13.233,14.433,14.9,14.933,13.2,85.065
2,Sun Wei,China,13.566,14.933,13.833,13.566,14.566,14.266,84.73
3,Kazuma Kaya,Japan,13.366,13.8,14.133,13.9,14.566,13.966,83.731
4,Joe Fraser,Great Britain,13.866,13.933,13.1,14.166,14.3,13.9,83.265
5,Petro Pakhniuk,Ukraine,12.7,13.266,13.566,14.266,14.766,13.766,82.33
6,Allan Bower,United States,13.666,14.2,12.5,14.066,13.2,13.266,80.898
7,Bart Deurloo,Netherlands,13.9,13.4,13.1,14.166,12.166,13.8,80.532
8,Christian Baumann,Switzerland,12.533,12,12.166,14.066,14.166,13.866,78.787
9,Jamie Lewis,Great Britain,12.266,13.666,13.333,14.233,11.9,12.833,78.231
