1	1	1656.26
1	1	1405.92
1	1	1797.21
1	1	1155.96
1	1	1295.44
1	2	1022.32
1	2	1538.07
1	2	1444.46
1	2	1257.76
1	2	1667.19
1	3	1000.28
1	3	1142.75
1	3	1494.78
1	3	1117.59
1	3	713.07
1	4	1276.09
1	4	1095.61
1	4	572.08
1	4	1195.2
1	4	1208.47
2	1	862.69
2	1	1094.63
2	1	1203.72
2	1	1501.26
2	1	1588.64
2	2	1290.54
2	2	1079.31
2	2	741.65
2	2	1395.44
2	2	976.03
2	3	1125.57
2	3	634.06
2	3	860.09
2	3	641.96
2	3	1308.35
2	4	583.03
2	4	894.61
2	4	551.34
2	4	1092.53
2	4	1218.54
3	1	947.27
3	1	1530.75
3	1	1416.07
3	1	1022.15
3	1	1125.51
3	2	797.31
3	2	1462.59
3	2	911.93
3	2	1233.46
3	2	1105.44
3	3	812.27
3	3	991.76
3	3	543.75
3	3	869.63
3	3	1304.59
3	4	815.47
3	4	1304.63
3	4	817.06
3	4	670.62
3	4	597.72
