Date,Competition,,VT,UB,BB,FX,AA
Jun 24-27,U.S. Olympic Trials,AA,14.9,12.9,13.3,13.533,54.633
Jun 24-27,U.S. Olympic Trials,QF,14.9,13.166,13.533,13.4,54.999
Jun 3-6,U.S. Championships,AA,15,14.4,11.75,13.25,54.4
Jun 3-6,U.S. Championships,QF,14.85,14.3,12.45,12.5,54.1
May 21-22,U.S. Classic,AA,14.85,12.95,12.1,0,0
Feb 26-28,Winter Cup,AA,14.55,14.4,13.2,12.95,55.1
